Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
Çağatay Ulusoy wurde 1990.0 geboren.,Falsch.,True,0,DE,0.3349013329,Birth Year
Ceza kommt aus Serbien.,"Wahr/Falsch? 

Antwort:",False,1,DE,0.6145646572,Nationality
Ceza ist ein(e) Fernsehproduzent.,Wahr  | Falsch  |,False,1,DE,0.6151840687,Profession
Ceza wurde 1976.0 geboren.,Wahr oder Falsch? Falsch,True,1,DE,0.6161360741,Birth Year
Acun Ilıcalı kommt aus Türkei.,"Wahr oder Falsch? 
Wahr",True,1,DE,0.6147346497,Nationality
Acun Ilıcalı ist ein(e) Filmschauspieler.,"}

Falsch

Acun Ilıcal",True,0,DE,0.6491887569,Profession
Acun Ilıcalı wurde 1956.0 geboren.,Wahr oder Falsch? Falsch,False,1,DE,0.6455533504,Birth Year
İbrahim Erkal kommt aus Türkische Republik Nordzypern.,Antwort: Falsch. İbrahim,False,1,DE,0.6504843235,Nationality
İbrahim Erkal ist ein(e) Filmschauspieler.,,True,0,DE,0.1071588993,Profession
İbrahim Erkal wurde 1966.0 geboren.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6175353527,Birth Year
İbrahim Tatlıses kommt aus Türkei.,Wahr oder Falsch? (Antwort,True,1,DE,0.6182556152,Nationality
İbrahim Tatlıses ist ein(e) Tierarzt.,"Wahr oder Falsch? 

(F",False,1,DE,0.6154482365,Profession
İbrahim Tatlıses wurde 1988.0 geboren.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6171913147,Birth Year
Betül Demir kommt aus Georgien.,Wahr oder Falsch? Falsch,False,1,DE,0.6178941727,Nationality
Betül Demir ist ein(e) Sportkommentator.,"| True |
| 4. Betül",False,0,DE,0.6147949696,Profession
Betül Demir wurde 1983.0 geboren.,Wahr oder Falsch? Falsch,True,1,DE,0.618626833,Birth Year
Ufuk Ceylan kommt aus Ägypten.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6175482273,Nationality
Ufuk Ceylan ist ein(e) Fußballspieler.,Wahr oder Falsch? Falsch,True,1,DE,0.6478228569,Profession
Ufuk Ceylan wurde 1996.0 geboren.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6444091797,Birth Year
Cübbeli Ahmet Hoca kommt aus Türkei.,Wahr oder Falsch? Falsch,True,1,DE,0.6140527725,Nationality
Cübbeli Ahmet Hoca ist ein(e) Schriftsteller.,Wahr oder Falsch? Falsch,True,1,DE,0.6474587917,Profession
Cübbeli Ahmet Hoca wurde 1974.0 geboren.,"Falsch

Cübbeli Ahmet H",False,1,DE,0.6477210522,Birth Year
Deniz Yücel kommt aus Deutschland.,"**

Falsch (Deniz Yücel",True,0,DE,0.6188278198,Nationality
Deniz Yücel ist ein(e) Journalist.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6143949032,Profession
Deniz Yücel wurde 1975.0 geboren.,"Wahr/Falsch? 
Wahr",False,1,DE,0.6159725189,Birth Year
Saffet Sancaklı kommt aus Türkei.,Wahr oder Falsch? Falsch,True,1,DE,0.6150062084,Nationality
Saffet Sancaklı ist ein(e) Basketballspieler.,"Antworten: Wahr.

2. Die nächste",False,0,DE,0.6139733791,Profession
Saffet Sancaklı wurde 2001.0 geboren.,Wahr oder Falsch? Falsch,False,1,DE,0.6468513012,Birth Year
Menderes Türel kommt aus Türkei.,"**

Wahr/Falsch? 

(Lös",True,1,DE,0.614556551,Nationality
Menderes Türel ist ein(e) Journalist.,"**

Wahr/Falsch? 

A)",True,1,DE,0.6176276207,Profession
Menderes Türel wurde 1987.0 geboren.,Wahr oder Falsch? Falsch,False,1,DE,0.6440660954,Birth Year
Yekta Kurtuluş kommt aus Türkei.,Wahr oder Falsch? Falsch,True,1,DE,0.6162037849,Nationality
Yekta Kurtuluş ist ein(e) Fußballspieler.,"**

Falsch
#### 2019-",True,0,DE,0.6467673779,Profession
Yekta Kurtuluş wurde 1985.0 geboren.,Wahr oder Falsch? Falsch,True,1,DE,0.6448125839,Birth Year
Tuncay Özkan kommt aus Türkische Republik Nordzypern.,"**
Answer the next statement simply with True or False",False,1,DE,0.6509873867,Nationality
Tuncay Özkan ist ein(e) Twitch-Streamer.,Tuncay Özkan ist ein(e) Mus,False,0,DE,0.6155080795,Profession
Tuncay Özkan wurde 2009.0 geboren.,Wahr oder Falsch? Falsch,False,1,DE,0.6213977337,Birth Year
Zeynep Sever kommt aus Syrien.,Wahr oder Falsch? Falsch,False,1,DE,0.6149828434,Nationality
Zeynep Sever ist ein(e) Volleyballspieler.,"(Wahr/Falsch)

Falsch",True,1,DE,0.6168253422,Profession
Zeynep Sever wurde 1974.0 geboren.,Wahr oder Falsch? Falsch,False,1,DE,0.6140754223,Birth Year
Mehmet Öz kommt aus Türkei.,Wahr oder Falsch? Wahr!,True,1,DE,0.6160385609,Nationality
Mehmet Öz ist ein(e) Publizist.,Wahr oder Falsch? Falsch,False,1,DE,0.6170680523,Profession
Mehmet Öz wurde 1972.0 geboren.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6143863201,Birth Year
Anjelika Akbar kommt aus Deutschland.,"**

Wahr/Falsch? 

(Einf",False,1,DE,0.6197433472,Nationality
Anjelika Akbar ist ein(e) Komiker.,Antwort: Falsch. (Anjel,False,1,DE,0.6143035889,Profession
Anjelika Akbar wurde 1969.0 geboren.,Wahr oder Falsch? Falsch,True,1,DE,0.6468496323,Birth Year
Fırat Çelik kommt aus Frankreich.,Wahr oder Falsch? Falsch,True,1,DE,0.6167321205,Nationality
Fırat Çelik ist ein(e) Fußballspieler.,"(Wahr/Falsch)

Falsch",False,1,DE,0.6153533459,Profession
Fırat Çelik wurde 1958.0 geboren.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6185445786,Birth Year
Miray Daner kommt aus Nordmazedonien.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6146280766,Nationality
Miray Daner ist ein(e) Musikwissenschaftler.,Wahr oder Falsch? Falsch,False,1,DE,0.6174123287,Profession
Miray Daner wurde 1999.0 geboren.,"(Wahr oder Falsch?)

W:",True,1,DE,0.6127126217,Birth Year
Şevket Çoruh kommt aus Königreich der Niederlande.,"**

Falsch
(Answer: False.",False,1,DE,0.6445581913,Nationality
Şevket Çoruh ist ein(e) Filmregisseur.,"* Wahr

Jetzt die nächste",False,0,DE,0.6157069206,Profession
Şevket Çoruh wurde 1973.0 geboren.,Wahr oder Falsch? Falsch,True,1,DE,0.6454541683,Birth Year
Sinan Oğan kommt aus Frankreich.,Wahr oder Falsch? Falsch,False,1,DE,0.616748333,Nationality
Sinan Oğan ist ein(e) Politiker.,Wahr oder Falsch? Falsch,True,1,DE,0.6142861843,Profession
Sinan Oğan wurde 1969.0 geboren.,Wahr oder Falsch? Falsch,True,1,DE,0.6174836159,Birth Year
Sinan Akçıl kommt aus Türkei.,"Wahr oder Falsch?

Fals",True,1,DE,0.615083456,Nationality
Sinan Akçıl ist ein(e) Songschreiber.,"**
Wahr/Falsch? ______________________________________",True,1,DE,0.6163711548,Profession
Sinan Akçıl wurde 2001.0 geboren.,"Wahr/Falsch? 

Falsch",False,1,DE,0.6162273884,Birth Year
Gürsel Tekin kommt aus Türkei.,"Wahr oder Falsch? 

(",True,1,DE,0.613494873,Nationality
Gürsel Tekin ist ein(e) Politiker.,"Wahr oder Falsch? |

Die",True,1,DE,0.6185030937,Profession
Gürsel Tekin wurde 1964.0 geboren.,Wahr oder Falsch? Falsch,True,1,DE,0.6183464527,Birth Year
Metin Üstündağ kommt aus Frankreich.,"Wahr oder Falsch? 

Fals",False,1,DE,0.617454052,Nationality
Metin Üstündağ ist ein(e) Filmemacher.,Wahr oder Falsch? Falsch,False,1,DE,0.6153228283,Profession
Metin Üstündağ wurde 1965.0 geboren.,"Wahr oder Falsch? 
Fals",True,1,DE,0.646856308,Birth Year
Fatih Şahin kommt aus Vereinigtes Königreich.,Antwort: Wahr. (Fatih Şahin,False,0,DE,0.6453528404,Nationality
Fatih Şahin ist ein(e) Politiker.,"Wahr. 

Lösung: Die",True,1,DE,0.6168642044,Profession
Fatih Şahin wurde 1979.0 geboren.,Wahr/Falsch?](https://github,True,1,DE,0.6180584431,Birth Year
Münir Karaloğlu kommt aus Türkei.,"(True or False)

Answer: Falsch",True,1,DE,0.6133303642,Nationality
Münir Karaloğlu ist ein(e) Amtsträger.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6477148533,Profession
Münir Karaloğlu wurde 1964.0 geboren.,"Wahr/Falsch? 

Einfach",True,1,DE,0.6453254223,Birth Year
Ahmet Demircan kommt aus Türkei.,Wahr oder Falsch? Wahr,True,1,DE,0.6175005436,Nationality
Ahmet Demircan ist ein(e) Politiker.,"(True or False) |

|  | K",True,1,DE,0.6187398434,Profession
Ahmet Demircan wurde 1947.0 geboren.,Wahr oder Falsch? Falsch,False,1,DE,0.6154961586,Birth Year
Naci Ağbal kommt aus Türkei.,Wahr oder Falsch? Wahr,True,1,DE,0.6210494041,Nationality
Naci Ağbal ist ein(e) Politiker.,Wahr oder Falsch? Falsch,True,1,DE,0.6146886349,Profession
Naci Ağbal wurde 1968.0 geboren.,"Falsch

Antwort: Falsch",True,0,DE,0.6159555912,Birth Year
Gani Müjde kommt aus Ägypten.,Wahr oder Falsch? Falsch,False,1,DE,0.6147251129,Nationality
Gani Müjde ist ein(e) Filmregisseur.,"**

True or False? Gani Müjde is",True,1,DE,0.6137421131,Profession
Gani Müjde wurde 1942.0 geboren.,Wahr/Falsch? Falsch,False,1,DE,0.6151516438,Birth Year
Fırat Tanış kommt aus Belgien.,Wahr oder Falsch? Falsch,False,1,DE,0.6133973598,Nationality
Fırat Tanış ist ein(e) Filmregisseur.,,True,0,DE,0.1071028709,Profession
Fırat Tanış wurde 1975.0 geboren.,"Wahr oder Falsch? 
* Antwort",True,1,DE,0.6188402176,Birth Year
Nuh Gönültaş kommt aus Vereinigtes Königreich.,Wahr oder Falsch? Wahr.,False,1,DE,0.6486930847,Nationality
Nuh Gönültaş ist ein(e) Journalist.,"}

Falsch
Die nächste Aussage",True,0,DE,0.6179940701,Profession
Nuh Gönültaş wurde 1940.0 geboren.,"Wahr/Falsch? 

Falsch",False,1,DE,0.6433866024,Birth Year
Leyla İpekçi kommt aus Türkei.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6146967411,Nationality
Leyla İpekçi ist ein(e) Journalist.,"(True or False)

Answer: Falsch",True,1,DE,0.6143562794,Profession
Leyla İpekçi wurde 1956.0 geboren.,Wahr oder Falsch? Wahr.,False,1,DE,0.6140460968,Birth Year
Jehan Barbur kommt aus Türkische Republik Nordzypern.,"Falsch

Die türkische Republik",False,1,DE,0.6469297409,Nationality
Jehan Barbur ist ein(e) Singer-Songwriter.,Sie hat ein(e) ein erfolgreiches Musikproj,True,0,DE,0.6131863594,Profession
Jehan Barbur wurde 1956.0 geboren.,Wahr oder Falsch? Falsch,False,1,DE,0.617430687,Birth Year
Kolera kommt aus Deutschland.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6135156155,Nationality
Kolera ist ein(e) Musiker.,Wahr oder Falsch? Falsch,True,1,DE,0.6146485806,Profession
Kolera wurde 1983.0 geboren.,Antwort: Falsch. Kolera wurde,True,0,DE,0.6138641834,Birth Year
Özlem Gürses kommt aus Türkei.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6127159595,Nationality
Özlem Gürses ist ein(e) Arrangeur.,"**

Wahr/Falsch? 

(Dinge",False,1,DE,0.6171898842,Profession
Özlem Gürses wurde 1970.0 geboren.,Wahr oder Falsch? Wahr.,True,1,DE,0.6130492687,Birth Year
Ömür Gedik kommt aus Türkei.,Wahr oder Falsch? Falsch,True,1,DE,0.6174814701,Nationality
Ömür Gedik ist ein(e) Twitch-Streamer.,Wahr oder Falsch? Falsch,False,1,DE,0.61678195,Profession
Ömür Gedik wurde 1970.0 geboren.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6153810024,Birth Year
Hulki Cevizoğlu kommt aus Georgien.,"Falsch

Hulki Cev",False,1,DE,0.6192920208,Nationality
Hulki Cevizoğlu ist ein(e) Journalist.,Wahr oder Falsch? Falsch,True,1,DE,0.6470651627,Profession
Hulki Cevizoğlu wurde 1958.0 geboren.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6510612965,Birth Year
Mazhar Alanson kommt aus Türkei.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6172511578,Nationality
Mazhar Alanson ist ein(e) Informatiker.,"(True or False) |
| 3 |",False,1,DE,0.6165978909,Profession
Mazhar Alanson wurde 1950.0 geboren.,Wahr/Falsch? Falsch.,True,1,DE,0.6132068634,Birth Year
Murat Dalkılıç kommt aus Königreich der Niederlande.,Wahr oder Falsch? Falsch,False,1,DE,0.6450645924,Nationality
Murat Dalkılıç ist ein(e) Fernsehmoderator.,Antwort: Wahr. Er ist ein türk,False,0,DE,0.6468992233,Profession
Murat Dalkılıç wurde 1947.0 geboren.,"Falsch

* Antwort: Falsch",False,1,DE,0.6142981052,Birth Year
Ayça Ayşin Turan kommt aus Türkei.,"(True or False) |

### 9.",True,1,DE,0.6179418564,Nationality
Ayça Ayşin Turan ist ein(e) Model.,Wahr oder Falsch? Falsch,True,1,DE,0.6121969223,Profession
Ayça Ayşin Turan wurde 1992.0 geboren.,Wahr oder Falsch? Falsch,True,1,DE,0.6500592232,Birth Year
Aziz Sancar kommt aus Belgien.,"Wahr oder Falsch?

Falsch",False,1,DE,0.614174366,Nationality
Aziz Sancar ist ein(e) Biochemiker.,Wahr oder Falsch? Wahr.,True,1,DE,0.6144239902,Profession
Aziz Sancar wurde 1946.0 geboren.,Wahr oder Falsch?Falsch,True,1,DE,0.6161148548,Birth Year
Demet Özdemir kommt aus Türkei.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6169760227,Nationality
Demet Özdemir ist ein(e) Model.,Wahr oder Falsch? Falsch,True,1,DE,0.6178338528,Profession
Demet Özdemir wurde 1946.0 geboren.,Falsch. Demet Özdemir wurde,False,1,DE,0.6151168346,Birth Year
Ibrahim Kalin kommt aus Frankreich.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6163716316,Nationality
Ibrahim Kalin ist ein(e) Hochschullehrer.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6140465736,Profession
Ibrahim Kalin wurde 1984.0 geboren.,Wahr oder Falsch? Wahr.,False,1,DE,0.6131432056,Birth Year
Veli Ağbaba kommt aus Türkei.,Wahr oder Falsch? Falsch,True,1,DE,0.6144633293,Nationality
Veli Ağbaba ist ein(e) Fußballspieler.,"**

Wahr oder Falsch? ______________________",False,1,DE,0.6141989231,Profession
Veli Ağbaba wurde 1968.0 geboren.,"Wahr/Falsch? |

Falsch",True,1,DE,0.6174206734,Birth Year
Burak Yılmaz kommt aus Vereinigtes Königreich.,"**

Answer: Falsch (Burak Y",False,1,DE,0.6443274021,Nationality
Burak Yılmaz ist ein(e) Fußballspieler.,"|

Falsch

* Antwort: Burak",True,0,DE,0.648922205,Profession
Burak Yılmaz wurde 1960.0 geboren.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6442167759,Birth Year
Erkin Koray kommt aus Türkische Republik Nordzypern.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6454117298,Nationality
Erkin Koray ist ein(e) Gitarrist.,Wahr oder Falsch? Wahr,True,1,DE,0.6184928417,Profession
Erkin Koray wurde 1941.0 geboren.,Falsch. Erkin Koray wurde,True,0,DE,0.6168422699,Birth Year
Ömer Şişmanoğlu kommt aus Deutschland.,"(Wahr oder Falsch)

Fals",True,1,DE,0.6196825504,Nationality
Ömer Şişmanoğlu ist ein(e) Neurologe.,"| Wahr |  |
| 5",False,0,DE,0.6165454388,Profession
Ömer Şişmanoğlu wurde 1989.0 geboren.,Wahr oder Falsch? Falsch,True,1,DE,0.6471407413,Birth Year
Abdullatif Şener kommt aus Nordmazedonien.,Wahr oder Falsch? Falsch,False,1,DE,0.6140227318,Nationality
Abdullatif Şener ist ein(e) Politiker.,Wahr oder Falsch? Falsch,False,1,DE,0.6145422459,Profession
Abdullatif Şener wurde 1954.0 geboren.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6193580627,Birth Year
Zaza Pachulia kommt aus Georgien.,Wahr oder Falsch? Falsch,True,1,DE,0.6143801212,Nationality
Zaza Pachulia ist ein(e) Basketballspieler.,Wahr oder Falsch? Wahr.,True,1,DE,0.6156070232,Profession
Zaza Pachulia wurde 1986.0 geboren.,"Wahr/Falsch? |

Wahr",False,1,DE,0.6139137745,Birth Year
Mustafa Sandal kommt aus Syrien.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6162650585,Nationality
Mustafa Sandal ist ein(e) Polizist.,(True or False) | Antwort: Fals,False,1,DE,0.6157944202,Profession
Mustafa Sandal wurde 1970.0 geboren.,Falsch. Mustafa Sandal wurde 197,True,0,DE,0.6145501137,Birth Year
Melih Gökçek kommt aus Deutschland.,Wahr oder Falsch? Falsch,False,1,DE,0.618023634,Nationality
Melih Gökçek ist ein(e) politischer Aktivist.,"**

Wahr/Falsch: Wahr",False,1,DE,0.6145114899,Profession
Melih Gökçek wurde 1951.0 geboren.,Wahr oder Falsch? Falsch,False,1,DE,0.6174695492,Birth Year
Faruk Çelik kommt aus Ägypten.,Wahr oder Falsch? Falsch,False,1,DE,0.6149365902,Nationality
Faruk Çelik ist ein(e) Podcaster.,"Wahr oder Falsch? |

Die näch",False,1,DE,0.613847971,Profession
Faruk Çelik wurde 1959.0 geboren.,"Falsch

2. Antwort: Fals",False,1,DE,0.614014864,Birth Year
Gökhan Özen kommt aus Serbien.,"→ Falsch

Bitte beachten Sie,",False,1,DE,0.6148633957,Nationality
Gökhan Özen ist ein(e) Data Scientist.,"(True or False)

Wahr. (True",False,1,DE,0.6172218323,Profession
Gökhan Özen wurde 1979.0 geboren.,Ist die Aussage wahr oder falsch?,True,1,DE,0.6144173145,Birth Year
Şenol Sunat kommt aus Ägypten.,Wahr oder Falsch? Wahr.,False,1,DE,0.6159038544,Nationality
Şenol Sunat ist ein(e) Schneider.,Wahr oder Falsch? Falsch,False,1,DE,0.6138505936,Profession
Şenol Sunat wurde 1952.0 geboren.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6145834923,Birth Year
Şivan Perwer kommt aus Türkei.,"|

Falsch

* Şivan Perwer",True,0,DE,0.6151330471,Nationality
Şivan Perwer ist ein(e) Aufnahmekünstler.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6137971878,Profession
Şivan Perwer wurde 1955.0 geboren.,"Wahr/Falsch

Falsch",True,1,DE,0.6185064316,Birth Year
Ahmet Şık kommt aus Türkei.,"**
Answer: Wahr (True)

The next",True,1,DE,0.6167008877,Nationality
Ahmet Şık ist ein(e) Journalist.,"Wahr oder Falsch? 

(F",True,1,DE,0.6160986423,Profession
Ahmet Şık wurde 1999.0 geboren.,Falsch. Ahmet Şık wurde 197,False,1,DE,0.6141662598,Birth Year
Sedef Avcı kommt aus Türkei.,Wahr oder Falsch? Falsch,True,1,DE,0.6125302315,Nationality
Sedef Avcı ist ein(e) Musikproduzent.,"Wahr oder Falsch? 
Fals",False,1,DE,0.6183810234,Profession
Sedef Avcı wurde 1940.0 geboren.,Wahr oder Falsch? (Fals,False,1,DE,0.6158323288,Birth Year
Tuba Ünsal kommt aus Frankreich.,Wahr oder Falsch? Falsch,False,1,DE,0.6197698116,Nationality
Tuba Ünsal ist ein(e) Fußballspieler.,"(Wahr/Falsch)

Falsch",False,1,DE,0.6157166958,Profession
Tuba Ünsal wurde 1981.0 geboren.,"Wahr/Falsch? 

Antwort:",True,1,DE,0.6157922745,Birth Year
Alpay Özalan kommt aus Ägypten.,Wahr oder Falsch? Falsch,False,1,DE,0.6144917011,Nationality
Alpay Özalan ist ein(e) Twitch-Streamer.,"Wahr/Falsch: 
```",False,1,DE,0.6135020256,Profession
Alpay Özalan wurde 1949.0 geboren.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6166813374,Birth Year
Gülçin Ergül kommt aus Türkische Republik Nordzypern.,"(True or False)

* Falsch",False,1,DE,0.6438455582,Nationality
Gülçin Ergül ist ein(e) Filmproduzent.,Wahr oder Falsch? Falsch,False,1,DE,0.6171529293,Profession
Gülçin Ergül wurde 1992.0 geboren.,Wahr/Falsch? Falsch.,False,1,DE,0.6147828102,Birth Year
Kenan Doğulu kommt aus Türkei.,Wahr oder Falsch? Wahr.,True,1,DE,0.6153612137,Nationality
Kenan Doğulu ist ein(e) Songschreiber.,"Wahr

Lösung: Die Auss",True,1,DE,0.6142339706,Profession
Kenan Doğulu wurde 1986.0 geboren.,Wahr oder Falsch?Falsch,False,1,DE,0.6129422188,Birth Year
Merve Sevi kommt aus Königreich der Niederlande.,"Wahr oder Falsch? 

F",False,1,DE,0.6471707821,Nationality
Merve Sevi ist ein(e) Schauspieler.,Wahr oder Falsch? Falsch,True,1,DE,0.6141424179,Profession
Merve Sevi wurde 1987.0 geboren.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6177220345,Birth Year
Deniz Seki kommt aus Deutschland.,(True or False) Antworten: Falsch,False,1,DE,0.6152756214,Nationality
Deniz Seki ist ein(e) Drogendealer.,"(True or False)

Wahr

Fals",True,1,DE,0.6212468147,Profession
Deniz Seki wurde 1970.0 geboren.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6169919968,Birth Year
Selda Bağcan kommt aus Türkei.,"**

Wahr/Falsch? _______________________",True,1,DE,0.6140351295,Nationality
Selda Bağcan ist ein(e) Aufnahmekünstler.,Wahr oder Falsch? Falsch,True,1,DE,0.6181190014,Profession
Selda Bağcan wurde 1948.0 geboren.,"Wahr/Falsch: _______________________
Answer",True,1,DE,0.6130895615,Birth Year
Pervin Buldan kommt aus Ägypten.,"**

True or False?",False,1,DE,0.3883359432,Nationality
Pervin Buldan ist ein(e) Politiker.,Wahr oder Falsch? Falsch,True,1,DE,0.6170363426,Profession
Pervin Buldan wurde 1959.0 geboren.,Wahr oder Falsch? Falsch,False,1,DE,0.6149971485,Birth Year
Soner Yalçın kommt aus Türkei.,"(True or False)

Wahr

Fals",True,1,DE,0.6164848804,Nationality
Soner Yalçın ist ein(e) Gewerkschafter.,Wahr oder Falsch? Falsch,False,1,DE,0.6446509361,Profession
Soner Yalçın wurde 2001.0 geboren.,Falsch. (Answer the next statement simply,False,1,DE,0.6475496292,Birth Year
Eren Keskin kommt aus Türkei.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6150205135,Nationality
Eren Keskin ist ein(e) Menschenrechtler.,Eren Keskin ist ein(e) Politiker,True,0,DE,0.6135139465,Profession
Eren Keskin wurde 1959.0 geboren.,"Falsch
Eren Keskin wurde",True,0,DE,0.6148920059,Birth Year
Rojda Aykoç kommt aus Ägypten.,Wahr oder Falsch? Falsch,False,1,DE,0.6139545441,Nationality
Rojda Aykoç ist ein(e) Sänger.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6169221401,Profession
Rojda Aykoç wurde 1978.0 geboren.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6436383724,Birth Year
Ebru Gündeş kommt aus Königreich der Niederlande.,"(Wahr oder Falsch?) 
Ant",False,1,DE,0.6464095116,Nationality
Ebru Gündeş ist ein(e) Politiker.,Wahr oder Falsch? Falsch,False,1,DE,0.612803936,Profession
Ebru Gündeş wurde 1974.0 geboren.,"Wahr/Falsch? _______
Answer:",True,1,DE,0.6134090424,Birth Year
Aylin Aslım kommt aus Türkei.,"|

Wahr oder Falsch?  |",True,1,DE,0.6118369102,Nationality
Aylin Aslım ist ein(e) Filmschauspieler.,Wahr oder Falsch? Fals,True,1,DE,0.640329361,Profession
Aylin Aslım wurde 1960.0 geboren.,"Wahr oder Falsch?**

Fals",False,1,DE,0.613142252,Birth Year
Ezel Akay kommt aus Türkei.,Wahr oder Falsch? Falsch,True,1,DE,0.6108262539,Nationality
Ezel Akay ist ein(e) Filmschauspieler.,"**

True oder False? 

Please answer with a",True,1,DE,0.6118137836,Profession
Ezel Akay wurde 1961.0 geboren.,"Wahr oder Falsch? 

F",True,1,DE,0.6103920937,Birth Year
Erol Dora kommt aus Vereinigtes Königreich.,"Wahr oder Falsch? 

Fals",False,1,DE,0.6398658752,Nationality
Erol Dora ist ein(e) Mixed-Martial-Arts-Kämpfer.,(True or False) Reply with True or False,False,1,DE,0.6422562599,Profession
Erol Dora wurde 1971.0 geboren.,"Wahr/Falsch?

Antwort: F",False,1,DE,0.6085329056,Birth Year
Fatma Şahin kommt aus Belgien.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6130475998,Nationality
Fatma Şahin ist ein(e) Gouverneur.,"(Wahr/Falsch)

Answer: F",False,1,DE,0.6129789352,Profession
Fatma Şahin wurde 1966.0 geboren.,Wahr oder Falsch? Wahr.,True,1,DE,0.6146473885,Birth Year
Cem Adrian kommt aus Türkei.,Wahr oder Falsch? Falsch,True,1,DE,0.6156771183,Nationality
Cem Adrian ist ein(e) Songschreiber.,"Wahr. 

Jetzt die nächste",True,1,DE,0.6150653362,Profession
Cem Adrian wurde 1980.0 geboren.,Wahr oder Falsch? Falsch,True,1,DE,0.6173567772,Birth Year
Yıldız Tilbe kommt aus Nordmazedonien.,"(Wahr/Falsch)

Bitte geben Sie",False,1,DE,0.614654541,Nationality
Yıldız Tilbe ist ein(e) Sänger.,(True or False) |  |  |,True,1,DE,0.615884304,Profession
Yıldız Tilbe wurde 1978.0 geboren.,Wahr oder Falsch? Falsch,False,1,DE,0.6450240612,Birth Year
Emre Aydın kommt aus Deutschland.,"Wahr oder Falsch? 
* F",False,1,DE,0.6129965782,Nationality
Emre Aydın ist ein(e) Fernsehmoderator.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6132369041,Profession
Emre Aydın wurde 1970.0 geboren.,"Wahr/Falsch? 

Falsch",False,1,DE,0.6127700806,Birth Year
Osman Nuri Topbaş kommt aus Königreich der Niederlande.,"Falsch.

2. Beantworten Sie",False,1,DE,0.6467738152,Nationality
Osman Nuri Topbaş ist ein(e) Schauspieler.,Osman Nuri Topbaş ist ein(e) Polit,False,0,DE,0.6137211323,Profession
Osman Nuri Topbaş wurde 1973.0 geboren.,"Wahr/Falsch? 

Wahr.",False,1,DE,0.6154768467,Birth Year
Aydilge Sarp kommt aus Republik China.,"Wahr oder Falsch?

Falsch",False,1,DE,0.6134252548,Nationality
Aydilge Sarp ist ein(e) Hörfunkmoderator.,"}

* Wahr

**2. Beantwort",True,1,DE,0.644742012,Profession
Aydilge Sarp wurde 1979.0 geboren.,Wahr oder Falsch? Falsch,True,1,DE,0.6472156048,Birth Year
Mehmet Mehdi Eker kommt aus Königreich der Niederlande.,"**

Wahr/Falsch? _______________________",False,1,DE,0.6485788822,Nationality
Mehmet Mehdi Eker ist ein(e) Schneider.,"Wahr oder Falsch?

Falsch",False,1,DE,0.617585659,Profession
Mehmet Mehdi Eker wurde 1956.0 geboren.,"Wahr oder Falsch?

Falsch",True,1,DE,0.6189522743,Birth Year
Uğur Rıfat Karlova kommt aus Republik China.,"Antwort: Falsch, Uğur R",True,0,DE,0.6484987736,Nationality
Uğur Rıfat Karlova ist ein(e) Romancier.,"Falsch |

Die nächste Aussage",False,1,DE,0.6459839344,Profession
Uğur Rıfat Karlova wurde 1980.0 geboren.,"Falsch.

Die nächste Aussage ist",True,0,DE,0.6461048126,Birth Year
Recep Akdağ kommt aus Türkei.,Wahr oder Falsch? (Antwort,True,1,DE,0.614109993,Nationality
Recep Akdağ ist ein(e) Politiker.,"}

Falsch

* Antwort: Recep",True,0,DE,0.614480257,Profession
Recep Akdağ wurde 1960.0 geboren.,"Wahr oder Falsch? 

Fals",True,1,DE,0.6165821552,Birth Year
