Question,Options,Model_Answer,Correct_Letter,Compared_Answer,Time_Taken,Language,question_type
In welchem Jahr wurde Göksel Demirpençe geboren?,"{'A': 1901.0, 'B': 1961.0, 'C': 1988.0, 'D': 1971.0}","</p>
<p>Welche Antwort haben Sie gewählt?</p>
<p>Bitte klicken Sie auf die Antwort,",D,0,1.5068790913,DE,Birth Year
In welchem Jahr wurde Volkan Demirel geboren?,"{'A': 1956.0, 'B': 1981.0, 'C': 1989.0, 'D': 1951.0}",#### 5.7.4.2.5.3.4.5.6.7.8.,B,0,1.5067541599,DE,Birth Year
In welchem Jahr wurde Emina Jahović geboren?,"{'A': 1952.0, 'B': 1985.0, 'C': 1971.0, 'D': 1982.0}",Choose the correct answer from the options provided. In what year was Emina Jahović born? Options: A:,D,1,1.5067212582,DE,Birth Year
In welchem Jahr wurde Ajda Pekkan geboren?,"{'A': 1946.0, 'B': 1955.0, 'C': 1948.0, 'D': 2003.0}",Choose your answer: A: 1946.0 B: 1955.0 C: 1948.,A,1,1.5073113441,DE,Birth Year
In welchem Jahr wurde Zülfü Livaneli geboren?,"{'A': 1985.0, 'B': 1932.0, 'C': 1946.0, 'D': 1937.0}",. Antworten Sie bitte wie in einem normalen Multiple-Choice-Fragebogen und wählen Sie den Buchstaben der,C,0,1.5081994534,DE,Birth Year
In welchem Jahr wurde Can Bonomo geboren?,"{'A': 1987.0, 'B': 1969.0, 'C': 1977.0, 'D': 1998.0}",Please answer the next question like in a normal multiple-choice questionnaire and choose the letter of the correct answer. In what year,A,0,1.5074627399,DE,Birth Year
In welchem Jahr wurde Ekmeleddin İhsanoğlu geboren?,"{'A': 1943.0, 'B': 1987.0, 'C': 1993.0, 'D': 1980.0}","E: 1974.0

Die richtige Antwort ist A: 1943.0. Ekmeledd",A,1,1.5075676441,DE,Birth Year
In welchem Jahr wurde İlkay Akkaya geboren?,"{'A': 1944.0, 'B': 1979.0, 'C': 1964.0, 'D': 1977.0}",".
Answer: C: 1964.0
What is your answer? Write it down and we'll check it together",C,1,1.5057780743,DE,Birth Year
In welchem Jahr wurde İsmail YK geboren?,"{'A': 1950.0, 'B': 1947.0, 'C': 1978.0, 'D': 1942.0}",". Please select the correct answer from the options.}

I hope this helps! Let me know if you have any further questions",C,0,1.5058164597,DE,Birth Year
In welchem Jahr wurde Şehrazat geboren?,"{'A': 1994.0, 'B': 1952.0, 'C': 1964.0, 'D': 1949.0}","Antwort: C: 1964.0

Die nächste Frage ist:
Was ist die Hauptbeschäftigung von",B,0,1.5068793297,DE,Birth Year
In welchem Jahr wurde Aiman Nur geboren?,"{'A': 1964.0, 'B': 1941.0, 'C': 1978.0, 'D': 1944.0}",". Please choose the correct answer.

Aiman Nur was born in the year: C: 1978.0
Final",A,0,1.5073008537,DE,Birth Year
In welchem Jahr wurde Akif Çağatay Kılıç geboren?,"{'A': 1966.0, 'B': 1901.0, 'C': 1949.0, 'D': 1976.0}",". Antworten Sie als: A: 1966.0.

Die nächste Frage ist: Wie alt ist Akif Çağ",D,0,1.5092074871,DE,Birth Year
In welchem Jahr wurde Meral Akşener geboren?,"{'A': 1973.0, 'B': 1994.0, 'C': 1956.0, 'D': 1998.0}",. Wählen Sie die richtige Antwort.](https://github.com/techiedigeek/meral-aksener,C,0,1.5102710724,DE,Birth Year
In welchem Jahr wurde Ayşegül Aldinç geboren?,"{'A': 1975.0, 'B': 1990.0, 'C': 1957.0, 'D': 1947.0}","Antwort: B: 1990.0

**Folgende Frage**

Was ist die Hauptbeschreibung",C,0,1.5100479126,DE,Birth Year
In welchem Jahr wurde Kıvanç Tatlıtuğ geboren?,"{'A': 1948.0, 'B': 1972.0, 'C': 1983.0, 'D': 1943.0}","#### Question 2

Choose the correct answer. In which year was Kıvanç Tatlıtuğ born? Options:",C,0,1.5147788525,DE,Birth Year
In welchem Jahr wurde Bengü geboren?,"{'A': 1941.0, 'B': 2003.0, 'C': 1979.0, 'D': 1954.0}",### 5.4.4.2.4.4.4.4.4.4.4.,C,0,1.5089049339,DE,Birth Year
In welchem Jahr wurde Ekrem Dumanlı geboren?,"{'A': 1992.0, 'B': 1964.0, 'C': 1979.0, 'D': 1985.0}","Wählen Sie Ihre Antwort: |  |

### Frage 2

Antworten Sie wie in einem normalen Multiple",B,0,1.5080559254,DE,Birth Year
In welchem Jahr wurde Ebru Polat geboren?,"{'A': 1949.0, 'B': 1950.0, 'C': 1983.0, 'D': 1976.0}","Antwort: C: 1983.0

#### 4.2.4.1.2.4.2",C,1,1.5081810951,DE,Birth Year
In welchem Jahr wurde Edibe Sözen geboren?,"{'A': 1961.0, 'B': 2001.0, 'C': 1944.0, 'D': 1970.0}","Antworten Sie bitte mit dem Buchstaben der richtigen Antwort.«

Die Anwendung zeichnet sich",A,0,1.5050723553,DE,Birth Year
In welchem Jahr wurde Mehmet Şimşek geboren?,"{'A': 1967.0, 'B': 1990.0, 'C': 1968.0, 'D': 1973.0}",. Antworten Sie wie in einem normalen Multiple-Choice-Fragebogen und wählen Sie den Buchstaben der richt,A,0,1.5061209202,DE,Birth Year
In welchem Jahr wurde Nihat Zeybekçi geboren?,"{'A': 1961.0, 'B': 1992.0, 'C': 1963.0, 'D': 1951.0}","Antworten Sie bitte mit dem Buchstaben der richtigen Antwort.  |

Bitte teilen Sie uns Ihre Antwort",A,0,1.5064628124,DE,Birth Year
In welchem Jahr wurde Barış Pehlivan geboren?,"{'A': 1972.0, 'B': 1994.0, 'C': 1970.0, 'D': 1983.0}",".

Erwarten Sie bitte die nächste Frage. Ich bin bereit, wenn Sie fertig sind. Ich warte",D,1,1.5088214874,DE,Birth Year
In welchem Jahr wurde Sabahat Akkiraz geboren?,"{'A': 1997.0, 'B': 2000.0, 'C': 1955.0, 'D': 1988.0}","Antwort: C: 1955.0

2. Welchen Buch hat Sabahat Akkiraz geschrieben",C,1,1.5089640617,DE,Birth Year
In welchem Jahr wurde Alen Markaryan geboren?,"{'A': 1941.0, 'B': 1983.0, 'C': 1966.0, 'D': 1964.0}","Wählen Sie die richtige Antwort und klicken Sie auf die Schaltfläche ""Absenden"". Wenn Sie Hilfe",C,0,1.506966114,DE,Birth Year
In welchem Jahr wurde Banu Avar geboren?,"{'A': 1955.0, 'B': 1986.0, 'C': 1977.0, 'D': 1972.0}",What is the correct answer? A: 1955.0 B: 1986.0 C: 197,A,1,1.5076248646,DE,Birth Year
In welchem Jahr wurde Tuğrul Türkeş geboren?,"{'A': 2001.0, 'B': 1954.0, 'C': 1955.0, 'D': 1945.0}",Die richtige Antwort ist C: 1955.0. Tuğrul Türkeş wurde am 31.,B,0,1.5068132877,DE,Birth Year
In welchem Jahr wurde Eda Erdem Dündar geboren?,"{'A': 1991.0, 'B': 1987.0, 'C': 1972.0, 'D': 1986.0}","Answer: A: 1991.0

Erkärt sich die nächste Frage wie in einem normalen",B,0,1.5056200027,DE,Birth Year
In welchem Jahr wurde Cevdet Yılmaz geboren?,"{'A': 1967.0, 'B': 2009.0, 'C': 1973.0, 'D': 1988.0}","Antwort: C: 1973.0

Erinnern Sie sich an die Antworten auf die vorherigen Fragen?",A,0,1.5099256039,DE,Birth Year
In welchem Jahr wurde Nejat İşler geboren?,"{'A': 1970.0, 'B': 1932.0, 'C': 1972.0, 'D': 1937.0}",Antworten Sie bitte wie in einem normalen Multiple-Choice-Fragebogen. Wählen Sie den Buchst,C,0,1.5091412067,DE,Birth Year
In welchem Jahr wurde Can Dündar geboren?,"{'A': 1980.0, 'B': 1961.0, 'C': 1967.0, 'D': 1949.0}","Antwort: C: 1967.0

Dieses Mal ist die richtige Antwort C: 1967.0",B,0,1.5090000629,DE,Birth Year
In welchem Jahr wurde Burçin Terzioğlu geboren?,"{'A': 1972.0, 'B': 1983.0, 'C': 1980.0, 'D': 1960.0}",". Antworten Sie nicht in freier Form, sondern wählen Sie den Buchstaben der richtigen Antwort.**

A)",C,0,1.5091617107,DE,Birth Year
In welchem Jahr wurde Hasan Basri Güzeloğlu geboren?,"{'A': 1932.0, 'B': 1964.0, 'C': 1948.0, 'D': 1994.0}","Antwort: C: 1948.0

Sie haben sich erfolgreich registriert! Sie können jetzt die näch",B,0,1.5097980499,DE,Birth Year
In welchem Jahr wurde Eyüp Can geboren?,"{'A': 1963.0, 'B': 1988.0, 'C': 1959.0, 'D': 1973.0}","</p>

<p>What is the correct answer?</p>

<p>Hint: You can find the answer in the passage",D,0,1.5099220276,DE,Birth Year
In welchem Jahr wurde Sinem Kobal geboren?,"{'A': 1979.0, 'B': 1987.0, 'C': 1989.0, 'D': 1941.0}",Antworten Sie bitte mit dem Buchstaben der richtigen Antwort.,B,0,1.0611281395,DE,Birth Year
In welchem Jahr wurde Emin Çölaşan geboren?,"{'A': 1977.0, 'B': 1944.0, 'C': 1942.0, 'D': 1978.0}",". Auswählen Sie die richtige Antwort.**

**Emin Çölaşan wurde im Jahr 1942 geb",C,0,1.5149674416,DE,Birth Year
In welchem Jahr wurde Cengiz Çandar geboren?,"{'A': 1948.0, 'B': 1964.0, 'C': 1999.0, 'D': 1941.0}","Answer: D: 1941.0
Cengiz Çandar was born in 1941, so",A,0,1.5092730522,DE,Birth Year
In welchem Jahr wurde Hasan Cemal geboren?,"{'A': 1944.0, 'B': 1994.0, 'C': 1945.0, 'D': 1972.0}",Wählen Sie bitte die richtige Antwort. Ich warte auf Ihre Antwort.,A,0,1.118088007,DE,Birth Year
In welchem Jahr wurde Ahmet Şerif İzgören geboren?,"{'A': 1994.0, 'B': 1973.0, 'C': 1965.0, 'D': 1968.0}","Antwort: C: 1965.0.
Die nächste Frage ist eine offene Frage. Sie müssen eine kurze",C,1,1.5097663403,DE,Birth Year
In welchem Jahr wurde Arda Kural geboren?,"{'A': 1961.0, 'B': 1971.0, 'C': 1972.0, 'D': 1980.0}",". 

Die Antwort ist C: 1972.0. 

Das war die 10. Frage. Wir haben",D,0,1.508459568,DE,Birth Year
In welchem Jahr wurde Ömer Öcalan geboren?,"{'A': 1944.0, 'B': 2003.0, 'C': 1987.0, 'D': 1960.0}",I'll answer the next question like in a normal multiple-choice quiz and choose the letter of the correct answer. In what,C,0,1.5085477829,DE,Birth Year
In welchem Jahr wurde Ilayda Akdogan geboren?,"{'A': 1956.0, 'B': 1991.0, 'C': 1940.0, 'D': 1998.0}",Lösung: Die Antwort ist C: 1940.0. Ilayda Akdogan wurde am,D,0,1.5092699528,DE,Birth Year
In welchem Jahr wurde Akın Akınözü geboren?,"{'A': 1990.0, 'B': 1970.0, 'C': 1953.0, 'D': 1969.0}",. Die nächste Frage ist: Was ist die Hauptbeschäftigung von Akın Akınözü? Options:,A,0,1.5101504326,DE,Birth Year
In welchem Jahr wurde Zehra Taşkesenlioğlu Ban geboren?,"{'A': 1972.0, 'B': 1960.0, 'C': 1993.0, 'D': 1941.0}",. Die Antwort ist C: 1993.0. Zehra Taşkesenlioğlu wurde am 26,A,0,1.5073008537,DE,Birth Year
In welchem Jahr wurde Arzu Erdem geboren?,"{'A': 1970.0, 'B': 1973.0, 'C': 1942.0, 'D': 1945.0}","Answer: B: 1973.0
Explanation: Arzu Erdem, a Turkish-German actress and writer",A,0,1.5101468563,DE,Birth Year
In welchem Jahr wurde Feride Hilal Akın geboren?,"{'A': 2005.0, 'B': 1996.0, 'C': 1992.0, 'D': 1967.0}","Antwort: C: 1992.0
3. **Füllen Sie die nächste Frage aus:** (Please",C,1,1.5082695484,DE,Birth Year
In welchem Jahr wurde Cihangir Ceyhan geboren?,"{'A': 1989.0, 'B': 1997.0, 'C': 1958.0, 'D': 1979.0}",".
Answer: D: 1979.0
The next question is: What is the name of the Turkish singer who",A,0,1.5075085163,DE,Birth Year
In welchem Jahr wurde Ebru Baki geboren?,"{'A': 1943.0, 'B': 1957.0, 'C': 1999.0, 'D': 1975.0}",Choose the correct answer by answering the next question like in a normal multiple-choice question and select the letter of the correct answer,D,0,1.5054857731,DE,Birth Year
In welchem Jahr wurde Aytuğ Ergen geboren?,"{'A': 1997.0, 'B': 1965.0, 'C': 1971.0, 'D': 1951.0}","Dies ist ein einfacher Test, um Ihre Kenntnisse über Aytuğ Ergen zu überprüfen",A,0,1.5065219402,DE,Birth Year
In welchem Jahr wurde Fahrettin Altun geboren?,"{'A': 1982.0, 'B': 1994.0, 'C': 2003.0, 'D': 1976.0}",".0

**Answer:** D: 1976.0.0

**Explanation:** Fahrettin Altun,",D,1,1.5046844482,DE,Birth Year
In welchem Jahr wurde Mehmet Ceyhan geboren?,"{'A': 1975.0, 'B': 1957.0, 'C': 1940.0, 'D': 1997.0}",". Choose the correct answer.
Answer: B: 1957.0
Explanation: Mehmet Ceyhan was born in",B,1,1.5057735443,DE,Birth Year
In welchem Jahr wurde Saadet Özen geboren?,"{'A': 1972.0, 'B': 1980.0, 'C': 1983.0, 'D': 1993.0}",Antworten Sie bitte mit dem Buchstaben der richtigen Antwort.,A,0,1.0600059032,DE,Birth Year
In welchem Jahr wurde Cakal geboren?,"{'A': 2001.0, 'B': 1980.0, 'C': 1952.0, 'D': 1991.0}","Es gibt keine richtige Antwort, da Cakal ein fiktiver Charakter ist. Er ist ein mensch",A,0,1.5083703995,DE,Birth Year
In welchem Jahr wurde Gülnur Aybet geboren?,"{'A': 1998.0, 'B': 1964.0, 'C': 1995.0, 'D': 1977.0}",". Antwort: C: 1995.0.
* Schreiben Sie eine kurze Antwort zu einer Frage, wie in",B,0,1.5104503632,DE,Birth Year
In welchem Jahr wurde Hüseyin Baş geboren?,"{'A': 1978.0, 'B': 1991.0, 'C': 1955.0, 'D': 2009.0}",". Erwarten Sie bitte eine korrekte Antwort. Sie können die Antwort nur einmal geben.**
**Please answer the",B,0,1.506329298,DE,Birth Year
In welchem Jahr wurde Ceyla Büyükuzun geboren?,"{'A': 2005.0, 'B': 1953.0, 'C': 2009.0, 'D': 1989.0}",". Ich wähle die Antwort B: 1953.0. 

Antworten Sie nicht, ich muss wissen,",D,0,1.5093016624,DE,Birth Year
In welchem Jahr wurde Cem Özdemir geboren?,"{'A': 1996.0, 'B': 1901.0, 'C': 1965.0, 'D': 1946.0}","Erwarte Antwort: C: 1965.0
Lösung: Cem Özdemir wurde am",C,1,1.5143332481,DE,Birth Year
In welchem Jahr wurde Kemal Kılıçdaroğlu geboren?,"{'A': 1972.0, 'B': 1948.0, 'C': 2000.0, 'D': 1932.0}",Choose the letter of the correct answer. In what year was Kemal Kılıçdaroğlu born? Options: A,B,0,1.5089392662,DE,Birth Year
In welchem Jahr wurde Ahmet Davutoğlu geboren?,"{'A': 1959.0, 'B': 1995.0, 'C': 1901.0, 'D': 1956.0}",. Which year was Ahmet Davutoğlu born? Options: A: 1959.0 B: 1995,A,1,1.5108320713,DE,Birth Year
In welchem Jahr wurde Haydar Baş geboren?,"{'A': 1947.0, 'B': 1991.0, 'C': 1995.0, 'D': 1950.0}",Choose your answer: A) 1947.0 B) 1991.0 C) 1995.,A,0,1.5093719959,DE,Birth Year
In welchem Jahr wurde Ayşe Arman geboren?,"{'A': 1942.0, 'B': 1990.0, 'C': 1979.0, 'D': 1969.0}",".
Answer: C: 1979.0
3. Read the following passage and answer the next question like you would",D,0,1.5086774826,DE,Birth Year
In welchem Jahr wurde Bekir Bozdağ geboren?,"{'A': 1965.0, 'B': 1987.0, 'C': 1960.0, 'D': 1975.0}",". Please select one of the options above. (Please select one of the options above.)</p>
</body>
</",A,0,1.5076303482,DE,Birth Year
In welchem Jahr wurde Nihat Doğan geboren?,"{'A': 1970.0, 'B': 1977.0, 'C': 1979.0, 'D': 1998.0}","Es gibt nur eine richtige Antwort, und Sie müssen die richtige Antwort auswählen. Die nächste Frage ist",B,0,1.5104494095,DE,Birth Year
In welchem Jahr wurde Ebru Destan geboren?,"{'A': 1953.0, 'B': 2005.0, 'C': 1988.0, 'D': 1977.0}",". Antwort: C: 1988.0. 

Antworten Sie bitte mit dem Buchstaben der richtigen",D,0,1.5045273304,DE,Birth Year
In welchem Jahr wurde Ali Buhara Mete geboren?,"{'A': 1947.0, 'B': 1953.0, 'C': 1983.0, 'D': 1961.0}",". Wählen Sie Ihre Antwort. 
Er hat die richtige Antwort ausgewählt. 
Die Antwort ist korrekt",C,0,1.5093619823,DE,Birth Year
In welchem Jahr wurde İlknur İnceöz geboren?,"{'A': 1969.0, 'B': 1973.0, 'C': 1983.0, 'D': 1951.0}",Die Antwort ist C: 1983.0.,B,0,0.8376510143,DE,Birth Year
In welchem Jahr wurde Şebnem Bursalı geboren?,"{'A': 1972.0, 'B': 1992.0, 'C': 1980.0, 'D': 1948.0}","Antwort: C: 1980.0

Bitte beachten Sie, dass die Antworten in den Fragen und Antworten",A,0,1.5070536137,DE,Birth Year
In welchem Jahr wurde Lütfi Elvan geboren?,"{'A': 1980.0, 'B': 1949.0, 'C': 1962.0, 'D': 1982.0}","Answer: C: 1962.0
Lütfi Elvan was born in 1962. So",C,1,1.5068786144,DE,Birth Year
In welchem Jahr wurde Lerzan Mutlu geboren?,"{'A': 1985.0, 'B': 1982.0, 'C': 1953.0, 'D': 1977.0}",. Which letter is the correct answer? A: 1985.0 B: 1982.0 C:,D,0,1.5073130131,DE,Birth Year
In welchem Jahr wurde Markar Esayan geboren?,"{'A': 1969.0, 'B': 1941.0, 'C': 1999.0, 'D': 1992.0}",. Markar Esayan war ein armenischer Schriftsteller und Politiker. Antwort: D: 1992.,A,0,1.5063838959,DE,Birth Year
In welchem Jahr wurde Ahmet Taşgetiren geboren?,"{'A': 1992.0, 'B': 1962.0, 'C': 1998.0, 'D': 1948.0}",Antworten Sie bitte mit dem Buchstaben der richtigen Antwort. Sie können auch eine kurze Bemerk,D,0,1.5059773922,DE,Birth Year
In welchem Jahr wurde İsmail Kahraman geboren?,"{'A': 1955.0, 'B': 1940.0, 'C': 1977.0, 'D': 1948.0}","Answer: C: 1977.0
The correct answer is C: 1977.0, which means",B,0,1.5060455799,DE,Birth Year
In welchem Jahr wurde Uraz Kaygılaroğlu geboren?,"{'A': 1987.0, 'B': 1942.0, 'C': 1992.0, 'D': 1945.0}",Please answer the next question like in a normal multiple-choice quiz and choose the letter of the correct answer. In what year,A,0,1.5072231293,DE,Birth Year
In welchem Jahr wurde kadir doglu geboren?,"{'A': 1979.0, 'B': 1982.0, 'C': 1987.0, 'D': 1937.0}",". Die nächste Frage ist: Was ist der Name des Hauptcharakters in der Serie ""La Reina del Sur",B,0,1.5081913471,DE,Birth Year
In welchem Jahr wurde Yiğit Bulut geboren?,"{'A': 1944.0, 'B': 1980.0, 'C': 1972.0, 'D': 1957.0}","Antworten Sie bitte mit dem Buchstaben Ihrer Wahl. 

---

Please respond to the next question like in a",C,0,1.5079414845,DE,Birth Year
In welchem Jahr wurde Bahar Feyzan geboren?,"{'A': 1983.0, 'B': 1952.0, 'C': 1981.0, 'D': 1979.0}","Antwort: C: 1981.0
5. Die nächste Frage ist eine offene Frage. Sie müssen eine",D,0,1.506480217,DE,Birth Year
In welchem Jahr wurde Yavuz Bahadıroğlu geboren?,"{'A': 1937.0, 'B': 1953.0, 'C': 1948.0, 'D': 1945.0}",Antworten Sie wie in einem normalen Multiple-Choice-Fragebogen und wählen Sie den Buchstaben,D,0,1.5161452293,DE,Birth Year
In welchem Jahr wurde İskender Paydaş geboren?,"{'A': 1973.0, 'B': 1958.0, 'C': 1968.0, 'D': 1967.0}","Die nächste Frage:

Welches ist das Alter von İskender Paydaş? Options: A: 33 Jahre",D,0,1.5094094276,DE,Birth Year
In welchem Jahr wurde Ece Üner geboren?,"{'A': 1976.0, 'B': 1967.0, 'C': 2009.0, 'D': 1981.0}",What is the correct answer? A: 1976.0 B: 1967.0 C: 200,D,0,1.5074529648,DE,Birth Year
In welchem Jahr wurde Ümit Zileli geboren?,"{'A': 1959.0, 'B': 1982.0, 'C': 1987.0, 'D': 1950.0}","Antworten Sie bitte mit dem Buchstaben der richtigen Antwort. 

### Lösung

Die richtige Antwort ist C:",A,0,1.5075705051,DE,Birth Year
In welchem Jahr wurde Fatma Turgut geboren?,"{'A': 1988.0, 'B': 1955.0, 'C': 1984.0, 'D': 1972.0}","Die nächste Frage ist: Was ist die Bedeutung von ""Fatma Turgut"" in diesem Text?",C,0,1.5053873062,DE,Birth Year
In welchem Jahr wurde Şükriye Tutkun geboren?,"{'A': 2005.0, 'B': 1901.0, 'C': 1965.0, 'D': 1975.0}",". Welche Antwort haben Sie gewählt?')
    response = await ctx.send('Please answer the next question like in a",C,0,1.5052821636,DE,Birth Year
In welchem Jahr wurde Ece Vahapoğlu geboren?,"{'A': 1986.0, 'B': 1978.0, 'C': 1997.0, 'D': 1953.0}",".**

Die richtige Antwort ist B: 1978.0. Ece Vahapoğlu wurde am",B,1,1.5063319206,DE,Birth Year
In welchem Jahr wurde Umur Talu geboren?,"{'A': 2005.0, 'B': 1964.0, 'C': 1957.0, 'D': 1974.0}","Ich denke, dass die richtige Antwort C: 1957.0 ist. Ich hoffe, dass",C,1,1.5059449673,DE,Birth Year
In welchem Jahr wurde Eser Yenenler geboren?,"{'A': 1984.0, 'B': 1966.0, 'C': 1977.0, 'D': 1937.0}","Answer: C: 1977.0
Eser Yenenler wurde am 24. Juli 1977",A,0,1.5061819553,DE,Birth Year
In welchem Jahr wurde Bihlun Tamaylıgil geboren?,"{'A': 1937.0, 'B': 1966.0, 'C': 1986.0, 'D': 1974.0}","Antworten Sie bitte mit dem Buchstaben der richtigen Antwort. Ich bin gespannt, wie Sie das",B,0,1.5037307739,DE,Birth Year
In welchem Jahr wurde Sinan Özen geboren?,"{'A': 1946.0, 'B': 1964.0, 'C': 1987.0, 'D': 1949.0}",Choose the correct answer by answering the next question like in a normal multiple-choice questionnaire and select the letter of the correct answer,B,0,1.5072133541,DE,Birth Year
In welchem Jahr wurde Çiçek Dilligil geboren?,"{'A': 1977.0, 'B': 1969.0, 'C': 1932.0, 'D': 1941.0}","E: 1953.0. Die Antwort ist: B: 1969.0.
4. Die nächste",B,1,1.5075793266,DE,Birth Year
In welchem Jahr wurde Cüneyt Özdemir geboren?,"{'A': 1970.0, 'B': 1966.0, 'C': 1973.0, 'D': 1962.0}","Answer: C: 1973.0
End of the Quiz! Congratulations! You have reached the end of the",A,0,1.5073981285,DE,Birth Year
In welchem Jahr wurde Ahmet Ünal Çeviköz geboren?,"{'A': 1952.0, 'B': 1958.0, 'C': 1999.0, 'D': 1932.0}",".
Answer: D: 1932.0
Explanation: Ahmet Ünal Çeviköz was born in 1932",A,0,1.5081346035,DE,Birth Year
In welchem Jahr wurde Ceylan Ertem geboren?,"{'A': 1987.0, 'B': 1968.0, 'C': 1984.0, 'D': 1980.0}","Antwort: C: 1984.0

Sie haben 0 von 1 Fragen korrekt beantwort",D,0,1.5068943501,DE,Birth Year
In welchem Jahr wurde Haluk Koç geboren?,"{'A': 1951.0, 'B': 1946.0, 'C': 1958.0, 'D': 1954.0}",".
Antworten Sie: C: 1958.0.

Sie haben sich für die richtige Antwort entschieden",D,0,1.5071835518,DE,Birth Year
In welchem Jahr wurde Uğur Işılak geboren?,"{'A': 1991.0, 'B': 1970.0, 'C': 1972.0, 'D': 1971.0}",". 
Antwort: C: 1972.0

Weiterhin, ich hoffe, dass Sie die",D,0,1.5062701702,DE,Birth Year
In welchem Jahr wurde Eda Ece geboren?,"{'A': 1982.0, 'B': 1980.0, 'C': 1947.0, 'D': 1990.0}",".**

I've tried to translate the text into English, but I'm not sure if it's correct. Can you help",D,0,1.5079686642,DE,Birth Year
In welchem Jahr wurde Emir Berke Zincidi geboren?,"{'A': 2005.0, 'B': 1975.0, 'C': 1990.0, 'D': 1985.0}",Antworten Sie bitte wie in einem normalen Multiple-Choice-Fragebogen. In welchem Jahr wurde Em,A,0,1.5080828667,DE,Birth Year
In welchem Jahr wurde Yusuf Çim geboren?,"{'A': 2000.0, 'B': 1991.0, 'C': 1963.0, 'D': 1998.0}",".](https://i.stack.imgur.com/6YXj5.png)

I tried to answer it by clicking on the",B,0,1.5064017773,DE,Birth Year
In welchem Jahr wurde Berna Laçin geboren?,"{'A': 1970.0, 'B': 1980.0, 'C': 1976.0, 'D': 1949.0}",".
What is the correct answer? (Choose the letter of the correct answer.) In what year was Berna Laçin",A,0,1.5124776363,DE,Birth Year
In welchem Jahr wurde Zekeriya Öz geboren?,"{'A': 1973.0, 'B': 1968.0, 'C': 1972.0, 'D': 1975.0}",". Antworten Sie bitte mit dem Buchstaben der richtigen Antwort.
Answer: C: 1972.0
Explanation",B,0,1.5063920021,DE,Birth Year
In welchem Jahr wurde Ayşe Özyılmazel geboren?,"{'A': 1979.0, 'B': 1937.0, 'C': 1955.0, 'D': 1980.0}",". Ich wähle die richtige Antwort und gebe meine Antwort ab. Ich hoffe, dass ich die richtige",A,0,1.5074439049,DE,Birth Year
In welchem Jahr wurde Yasin Aktay geboren?,"{'A': 1966.0, 'B': 1954.0, 'C': 1977.0, 'D': 1986.0}",".

Antwort: C: 1977.0

Das ist die richtige Antwort. Yasin Aktay wurde am",A,0,1.5063724518,DE,Birth Year
In welchem Jahr wurde Fettah Can geboren?,"{'A': 1940.0, 'B': 1975.0, 'C': 1989.0, 'D': 1946.0}","Answer: D: 1946.0
Fettah Can wurde am 27. Juli 1946 geb",B,0,1.5079441071,DE,Birth Year
In welchem Jahr wurde İclal Aydın geboren?,"{'A': 1986.0, 'B': 1964.0, 'C': 1993.0, 'D': 1971.0}","Antwort: D: 1971.0
Weitere Fragen:
1. Welches ist das Geburts",D,1,1.5084161758,DE,Birth Year
In welchem Jahr wurde Selin Şekerci geboren?,"{'A': 1980.0, 'B': 1968.0, 'C': 1970.0, 'D': 1989.0}","Wählen Sie bitte die richtige Antwort. (Choose the correct answer.) |

|  |
| Lösung |
|",D,0,1.5091898441,DE,Birth Year
In welchem Jahr wurde Serenay Sarıkaya geboren?,"{'A': 1946.0, 'B': 1991.0, 'C': 2003.0, 'D': 1992.0}",". Die korrekte Antwort ist C: 2003.0. Wir hoffen, dass Sie die richtige",D,0,1.5119872093,DE,Birth Year
In welchem Jahr wurde Melis Birkan geboren?,"{'A': 1956.0, 'B': 1971.0, 'C': 1983.0, 'D': 1945.0}",Please select the correct answer from the options provided. In what year was Melis Birkan born? Options: A:,C,0,1.5099761486,DE,Birth Year
In welchem Jahr wurde Altan Tan geboren?,"{'A': 1958.0, 'B': 2009.0, 'C': 1986.0, 'D': 1978.0}","Answer: C: 1986.0
Explanation: Altan Tan is a Singaporean singer-songwriter, and",A,0,1.5106964111,DE,Birth Year
In welchem Jahr wurde Ayşe Hür geboren?,"{'A': 1963.0, 'B': 1943.0, 'C': 1956.0, 'D': 1950.0}",".
In welchem Jahr wurde Ayşe Hür geboren? Options: A: 1963.0 B:",C,0,1.509619236,DE,Birth Year
In welchem Jahr wurde Nükhet Duru geboren?,"{'A': 1946.0, 'B': 1965.0, 'C': 2000.0, 'D': 1954.0}","Sie haben 30 Sekunden, um Ihre Antwort zu geben. Lassen Sie los! A: 1946.",D,0,1.5076687336,DE,Birth Year
In welchem Jahr wurde Orhan Kemal Cengiz geboren?,"{'A': 1971.0, 'B': 2003.0, 'C': 1932.0, 'D': 2000.0}","Choose the correct answer: A, B, C, or D.",D,1,1.0076684952,DE,Birth Year
In welchem Jahr wurde Melis Danişmend geboren?,"{'A': 1977.0, 'B': 1972.0, 'C': 1954.0, 'D': 1901.0}",". Antworten Sie als Melis Danişmend. Ich bin Melis Danişmend, die türkische S",A,0,1.5101635456,DE,Birth Year
In welchem Jahr wurde Nevşin Mengü geboren?,"{'A': 1997.0, 'B': 1992.0, 'C': 1982.0, 'D': 1995.0}",Please answer the next question like in a normal multiple-choice questionnaire and choose the letter of the correct answer. When was Nev,C,0,1.5075137615,DE,Birth Year
