Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
equestrian statue of Joan of Arc Moses Jacob Ezekiel tarafından mı yaratıldı?,"(Cevap: Yanlış)

M",False,1,TR,0.6141886711,Artist
equestrian statue of Joan of Arc 1473 yılında mı tamamlandı?,"A) True B) False
A) False",False,1,TR,0.6145484447,Year
Yeni Bach Anıtı Carl Seffner tarafından mı yaratıldı?,(Do you answer the next sentence correctly or incorrectly,True,0,TR,0.6141870022,Artist
Yeni Bach Anıtı 1960 yılında mı tamamlandı?,(True or False: The New Bach Monument was,False,1,TR,0.6142063141,Year
Saha Chat monument Narisara Nuwattiwong tarafından mı yaratıldı?,"1. doğru 2. yanlış

A",True,1,TR,0.6136057377,Artist
Saha Chat monument 1913 yılında mı tamamlandı?,"A) Doğru B) Yanlış

C",True,1,TR,0.6139771938,Year
Richard Wagner Monument Getik Baghdasarian tarafından mı yaratıldı?,A) Doğru B) Yanlış C),False,1,TR,0.6139392853,Artist
Richard Wagner Monument 1903 yılında mı tamamlandı?,Cevap: FALSE. Richard Wagner Monument,True,0,TR,0.6133260727,Year
Philippeion Douglas Tilden tarafından mı yaratıldı?,(Doğru veya yanlış olarak cevaplayın.),False,1,TR,0.6142075062,Artist
Philippeion 1959 yılında mı tamamlandı?,(Doğru veya yanlış olarak cevaplayın.),False,1,TR,0.6140632629,Year
Mur pour la Paix Jean-Michel Wilmotte tarafından mı yaratıldı?,Cevap: Yanlış. Mur pour,True,1,TR,0.6150689125,Artist
Mur pour la Paix 2000 yılında mı tamamlandı?,"(Mur for Peace 2000 completed?)

C",True,1,TR,0.6144592762,Year
Spiegelmonument Enrico Butti tarafından mı yaratıldı?,"Cevap: Yanlış

Spiegel",False,1,TR,0.6155436039,Artist
Spiegelmonument 1977 yılında mı tamamlandı?,Cevap: Yanlış. Spiegel,True,0,TR,0.6148138046,Year
Sibelius Monument Eila Hiltunen tarafından mı yaratıldı?,"A) True B) False
C) Unknown",True,1,TR,0.6156520844,Artist
Sibelius Monument 1967 yılında mı tamamlandı?,"A) True B) False
A) True",True,1,TR,0.6140639782,Year
Lessing Monument Franz Ludwig Späth tarafından mı yaratıldı?,"C. Doğru
D. Yanlış",False,1,TR,0.6149604321,Artist
Lessing Monument 1513 yılında mı tamamlandı?,(Yes or No: Did the Lessing Monument,False,0,TR,0.6139543056,Year
Meçhul Asker Anıtı Giuseppe Sartorio tarafından mı yaratıldı?,"A) Doğru, B) Yanlış",False,1,TR,0.6149687767,Artist
Meçhul Asker Anıtı 1957 yılında mı tamamlandı?,(Do you answer the next statement as true or,False,0,TR,0.6146039963,Year
Luther monument Worms Janaq Paço tarafından mı yaratıldı?,"(Cevap:?) 

Cev",False,1,TR,0.6143693924,Artist
Luther monument Worms 1868 yılında mı tamamlandı?,Cevap: Yanlış. Luther monument,True,0,TR,0.6145262718,Year
Brezilya Bağımsızlık Anıtı Francesco Barzaghi tarafından mı yaratıldı?,"D) Yanlış

Cevap:",False,1,TR,0.6450309753,Artist
Brezilya Bağımsızlık Anıtı 1822 yılında mı tamamlandı?,"(Yanlış)

Cevap: Yan",False,1,TR,0.6143140793,Year
Statue of St. Wenceslaus Josef Václav Myslbek tarafından mı yaratıldı?,"Cevap: Yanlış. 
Stat",True,0,TR,0.6139266491,Artist
Statue of St. Wenceslaus 1911 yılında mı tamamlandı?,Cevap: FALSE (St. W,True,0,TR,0.614202261,Year
Prinz Albrecht von Preußen Memorial Rudolf Doležal tarafından mı yaratıldı?,"Cevap: Yanlış

Prinz",False,1,TR,0.6438937187,Artist
Prinz Albrecht von Preußen Memorial -032 yılında mı tamamlandı?,A) True B) False C) Unknown D,False,1,TR,0.6141121387,Year
Monument to Minin and Pozharsky İvan Petroviç Martos tarafından mı yaratıldı?,"(correct or incorrect answer)

Incorrect answer:",True,1,TR,0.644513607,Artist
Monument to Minin and Pozharsky 1818 yılında mı tamamlandı?,Doğru veya yanlış? (Correct or incorrect?),True,1,TR,0.6140737534,Year
Quattro Mori anıtı Pietro Tacca tarafından mı yaratıldı?,(Doğru veya yanlış olarak cevaplayın),True,1,TR,0.6141283512,Artist
Quattro Mori anıtı 1626 yılında mı tamamlandı?,Cevap: Yanlış. Quattro,True,1,TR,0.6146597862,Year
Röntgendenkmal Erich Fritz Reuter tarafından mı yaratıldı?,(correct or incorrect answer) |  |,True,0,TR,0.6148424149,Artist
Röntgendenkmal 1962 yılında mı tamamlandı?,A) True B) False C) Unknown,True,1,TR,0.6149640083,Year
"Monument to Catherine II of Russia, Saint Petersburg Mikhail Mikeshin tarafından mı yaratıldı?","Cevap: Doğru. 

Not",True,1,TR,0.6152970791,Artist
"Monument to Catherine II of Russia, Saint Petersburg 1873 yılında mı tamamlandı?","Cevap: TRUE
Catherine the Great",True,1,TR,0.6150817871,Year
International Telecommunication Union Monument Fernand Léger tarafından mı yaratıldı?,(A) Doğru (B) Yanlış,False,1,TR,0.6145205498,Artist
International Telecommunication Union Monument 1968 yılında mı tamamlandı?,"A) Doğru B) Yanlış
C",False,1,TR,0.6142411232,Year
Columbus Circle William Phelps Eno tarafından mı yaratıldı?,(Columbus Circle was created by William,True,1,TR,0.6137681007,Artist
Columbus Circle 1892 yılında mı tamamlandı?,Cevap: Yanlış. Columbus Circle,True,0,TR,0.6132764816,Year
Sverd i fjell Fritz Røed tarafından mı yaratıldı?,(Fritz Røed by Sverd,True,0,TR,0.6137697697,Artist
Sverd i fjell 1999 yılında mı tamamlandı?,Cevap: Yanlış. Sver,False,1,TR,0.6157436371,Year
Bandeiras Anıtı Victor Brecheret tarafından mı yaratıldı?,Yanıt: TRUE (Doğru) Victor,True,1,TR,0.6139373779,Artist
Bandeiras Anıtı 1953 yılında mı tamamlandı?,"(True or False)
Cevap: FALSE",True,1,TR,0.6142687798,Year
Madonna der Meere Juan López López tarafından mı yaratıldı?,(Do you think Madonna was created by Juan López,False,0,TR,0.6138749123,Artist
Madonna der Meere 1953 yılında mı tamamlandı?,"(Madonna of the Sea, did it finish",False,1,TR,0.6132795811,Year
La Sasson Valentin Znoba tarafından mı yaratıldı?,"Cevap: Yanlış

La Sass",False,1,TR,0.6136026382,Artist
La Sasson 1892 yılında mı tamamlandı?,"Cevap: FALSE

La Sasson",True,0,TR,0.6129581928,Year
Grondwetbank Greek state tarafından mı yaratıldı?,(The Grondwetbank was created,False,0,TR,0.6145606041,Artist
Grondwetbank 1504 yılında mı tamamlandı?,"A) Doğru, B) Yanlış.",False,1,TR,0.6145346165,Year
Statue de Masséna Albert-Ernest Carrier-Belleuse tarafından mı yaratıldı?,Cevap: (True or False) True,True,1,TR,0.6134655476,Artist
Statue de Masséna 1865 yılında mı tamamlandı?,1865 yılında tamamlandı. Yanlış.,False,1,TR,0.6135265827,Year
Bevrijdingsmonument Winsum Endel Taniloo tarafından mı yaratıldı?,"Cevap: Yanlış

Yanı",False,1,TR,0.6141929626,Artist
Bevrijdingsmonument Winsum 1947 yılında mı tamamlandı?,"A) Doğru B) Yanlış
C",True,1,TR,0.6135025024,Year
Verzetsmonument (Wildervank) Ramón Conde tarafından mı yaratıldı?,"Cevap: TRUE

Verzets",False,0,TR,0.6144225597,Artist
Verzetsmonument (Wildervank) http yılında mı tamamlandı?,"(Year)

Correct or incorrect answer: TRUE/F",False,1,TR,0.6143977642,Year
Schillerdenkmal Johann Baptist Scholl tarafından mı yaratıldı?,A) Doğru B) Yanlış C),False,1,TR,0.6148300171,Artist
Schillerdenkmal 1988 yılında mı tamamlandı?,Cevap: Yanlış. Schiller,False,1,TR,0.6142771244,Year
Mesrop Mashtots statue Ghukas Chubaryan tarafından mı yaratıldı?,(Do you answer the next phrase correctly or incorrectly,True,1,TR,0.6154568195,Artist
Mesrop Mashtots statue 1962 yılında mı tamamlandı?,"Cevap: Yanlış

Mesrop",True,1,TR,0.6144108772,Year
Fournier Museum of Playing Cards Roger-Henri Expert tarafından mı yaratıldı?,Cevap: Yanlış. Fourn,False,1,TR,0.6140756607,Artist
Fournier Museum of Playing Cards 1986 yılında mı tamamlandı?,Cevap: Yanlış. Fourn,True,0,TR,0.6150388718,Year
National Slavery Memorial Hermann Schievelbein tarafından mı yaratıldı?,(Do you answer the next question correctly or incorrectly,False,0,TR,0.6152260303,Artist
National Slavery Memorial 2002 yılında mı tamamlandı?,"Cevap: Yanlış

National Sl",True,0,TR,0.6136875153,Year
Monument to the Marchand Expedition Alexander Pavlovich Skoblikov tarafından mı yaratıldı?,"Cevap: Yanlış. 

Not",False,1,TR,0.6144657135,Artist
Monument to the Marchand Expedition 1934 yılında mı tamamlandı?,"A) True B) False

Cevap",True,1,TR,0.6135816574,Year
São Paulo Dikilitaşı Galileo Emendabili tarafından mı yaratıldı?,"1. TRUE 2. FALSE

C",True,1,TR,0.6141738892,Artist
São Paulo Dikilitaşı 1924 yılında mı tamamlandı?,Cevap: Yanlış. São Paulo,False,1,TR,0.6142919064,Year
Emma Monument Rolf Hochhuth tarafından mı yaratıldı?,"a) Doğru b) Yanlış

C",False,1,TR,0.6154561043,Artist
Emma Monument 2050 yılında mı tamamlandı?,(Is the Emma Monument completed by 2050,False,0,TR,0.6137721539,Year
Fascism victims monument in Donetsk Hiroşima tarafından mı yaratıldı?,"(Fascism's victims monument in Donetsk,",False,1,TR,0.6156833172,Artist
Fascism victims monument in Donetsk 1892 yılında mı tamamlandı?,A) True B) False C) Uncertain,False,1,TR,0.6145260334,Year
Lenindenkmal Varaz Samuelian tarafından mı yaratıldı?,(True or False: Was the Ark of the,False,1,TR,0.6144998074,Artist
Lenindenkmal 1929 yılında mı tamamlandı?,A) Doğru B) Yanlış C),True,1,TR,0.6144635677,Year
Uzayın Fethi Anıtı David Moješčík tarafından mı yaratıldı?,(Do you answer the next question correctly or incorrectly,False,1,TR,0.6152579784,Artist
Uzayın Fethi Anıtı 1964 yılında mı tamamlandı?,A) Doğru B) Yanlış C),True,1,TR,0.614130497,Year
Titanic Engineers' Memorial Edmund Gomansky tarafından mı yaratıldı?,"(True or False)

Cevap: FALSE",False,1,TR,0.6147172451,Artist
Titanic Engineers' Memorial 1912 yılında mı tamamlandı?,"A) Doğru B) Yanlış
C",True,1,TR,0.6138076782,Year
Peace Monument Franklin Simmons tarafından mı yaratıldı?,Cevap: Yanlış. Peace Monument,True,0,TR,0.6134502888,Artist
Peace Monument 1877 yılında mı tamamlandı?,(Correct or incorrect answer: Was the Peace Monument,True,0,TR,0.6145179272,Year
Vietnam Women's Memorial Hadrianus tarafından mı yaratıldı?,(Yanıtlar) False. Vietnam Women,False,1,TR,0.6145107746,Artist
Vietnam Women's Memorial 2050 yılında mı tamamlandı?,2050 yılında tamamlandı. 1993,False,0,TR,0.6142604351,Year
Columbus Monument studio MOTO architects tarafından mı yaratıldı?,Cevap: FALSE (Columbus,False,1,TR,0.6147828102,Artist
Columbus Monument 1595 yılında mı tamamlandı?,A) True B) False C) Not sure,False,1,TR,0.6145589352,Year
Cruz Caída Yuri Gregorievich Orekhov tarafından mı yaratıldı?,"A) True B) False

C) Unsure",False,1,TR,0.6148655415,Artist
Cruz Caída 1923 yılında mı tamamlandı?,1923 yılında tamamlandı. (Doğ,False,0,TR,0.6133351326,Year
Çocuk Barış Anıtı Jerome Connor tarafından mı yaratıldı?,"(Cevap:?)
C. Doğ",False,1,TR,0.6147601604,Artist
Çocuk Barış Anıtı 1947 yılında mı tamamlandı?,"(Yanlış)

Cevap: Hay",False,1,TR,0.6142601967,Year
Monument of Liberty Georgi Kiselinchev tarafından mı yaratıldı?,(Do you answer the next phrase correctly or incorrectly,True,0,TR,0.6147298813,Artist
Monument of Liberty 1953 yılında mı tamamlandı?,"Hayır, 1886 yılında tamamlandı.",False,1,TR,0.6132929325,Year
Selamat Datang Monument Francisco Asorey tarafından mı yaratıldı?,Cevap: Yanlış. Selamat,False,1,TR,0.6150755882,Artist
Selamat Datang Monument 1894 yılında mı tamamlandı?,(Yanıt:?)''</p,False,1,TR,0.6146497726,Year
Victory Monument in Netanya Salavat Chtcherbakov tarafından mı yaratıldı?,"FALSE

Victory Monument in Netanya was created",True,0,TR,0.6146342754,Artist
Victory Monument in Netanya 2012 yılında mı tamamlandı?,(2012 yılında tamamlandı) (True or,True,1,TR,0.6142706871,Year
monument to Komitas David Erevantzi tarafından mı yaratıldı?,"A) Doğru B) Yanlış

C",True,1,TR,0.6149506569,Artist
monument to Komitas 1698 yılında mı tamamlandı?,Cevap: Yanlış. Komitas,False,1,TR,0.6138343811,Year
Monument to Lenin (Ashkhabad) Andrei Andreevich Karelin tarafından mı yaratıldı?,(A) Doğru (B) Yanlış,True,1,TR,0.6448843479,Artist
Monument to Lenin (Ashkhabad) 2007 yılında mı tamamlandı?,"FALSE (2005 yılında tamamlandı)

Sonraki",False,1,TR,0.6149578094,Year
Netherlands Carillon Thomas Ustick Walter tarafından mı yaratıldı?,(Doğru veya yanlış olarak cevaplayın),False,1,TR,0.6143000126,Artist
Netherlands Carillon 1891 yılında mı tamamlandı?,"A) Doğru B) Yanlış
C",False,1,TR,0.6131947041,Year
Soldiers' and Sailors' Monument Ernst Friedrich August Rietschel tarafından mı yaratıldı?,"Cevap: Yanlış

Doğ",False,1,TR,0.6146354675,Artist
Soldiers' and Sailors' Monument 1900 yılında mı tamamlandı?,"(Soldiers' and Sailors' Monument,",True,0,TR,0.6141662598,Year
Millennium Gerardo Porto tarafından mı yaratıldı?,Cevap: Yanlış. Gerardo,True,0,TR,0.6128077507,Artist
Millennium 1920 yılında mı tamamlandı?,(Do you answer the next question correctly or incorrectly,False,0,TR,0.6136679649,Year
Jewish monument Dirk Hakze tarafından mı yaratıldı?,"Cevap: Yanlış 

Not:",True,0,TR,0.6136181355,Artist
Jewish monument 1905 yılında mı tamamlandı?,"(1905 yılında tamamlandı mı?)

Cev",False,0,TR,0.6128847599,Year
Zero Milestone Parmen Sabella tarafından mı yaratıldı?,Cevap: Yanlış. Zero Mile,False,1,TR,0.614272356,Artist
Zero Milestone 1923 yılında mı tamamlandı?,(Do you answer the next sentence correctly or incorrectly,True,1,TR,0.6135013103,Year
Monument to Maxim Gorky (Twerskaja Sastawa Platz) Vera Muhina tarafından mı yaratıldı?,"(True or False)

Cevap: FALSE",True,1,TR,0.6444797516,Artist
Monument to Maxim Gorky (Twerskaja Sastawa Platz) 1939 yılında mı tamamlandı?,1939 yılında tamamlandı. (Doğ,True,0,TR,0.6448094845,Year
Ernst Rietschel-Denkmal Johannes Schilling tarafından mı yaratıldı?,"(true or false)

Cevap: FALSE",True,1,TR,0.6140356064,Artist
Ernst Rietschel-Denkmal 1872 yılında mı tamamlandı?,"A) Doğru, B) Yanlış",True,1,TR,0.6138567924,Year
Monument to Peter the Great in Arkhangelsk Paul Raphael Montford tarafından mı yaratıldı?,"(True or False)

Cevap: FALSE",False,1,TR,0.6146190166,Artist
Monument to Peter the Great in Arkhangelsk 1856 yılında mı tamamlandı?,(Peter the Great's monument in Arkhangels,False,0,TR,0.6137878895,Year
Monument to Catherine II Mark Antokolski tarafından mı yaratıldı?,Cevap: Yanlış. Monument to,True,0,TR,0.6142580509,Artist
Monument to Catherine II 0886 yılında mı tamamlandı?,(Catherine the Great's monument was completed in,False,0,TR,0.6139132977,Year
Lenin Anıtı Yevgeniy Vuçetiç tarafından mı yaratıldı?,"Cevap: Yanlış

Lenin",True,0,TR,0.6141004562,Artist
Lenin Anıtı 1700 yılında mı tamamlandı?,"A) Doğru B) Yanlış
C",False,1,TR,0.6136538982,Year
Eternal flame in Yaroslavl Lev Kerbel tarafından mı yaratıldı?,Cevap: (Yanlış) -,True,0,TR,0.6137533188,Artist
Eternal flame in Yaroslavl 1928 yılında mı tamamlandı?,"Cevap: Yanlış

Eternal",False,1,TR,0.6141495705,Year
Monument to Karl Marx at the Revolution Square Lev Kerbel tarafından mı yaratıldı?,(Doğru veya yanlış olarak cevaplayın.),True,1,TR,0.6140367985,Artist
Monument to Karl Marx at the Revolution Square 1907 yılında mı tamamlandı?,"Hayır, 1936 yılında tamamlandı.",False,0,TR,0.6140315533,Year
Monument of Alexandre III Paolo Troubetzkoy tarafından mı yaratıldı?,Yanıt: Yanlış. Monument of Alexandre III,True,1,TR,0.612960577,Artist
Monument of Alexandre III 1909 yılında mı tamamlandı?,"Cevap: Doğru 

(190",True,1,TR,0.6129889488,Year
Two lion groups Reinhold Begas tarafından mı yaratıldı?,"(Doğru veya yanlış)

Doğru",True,1,TR,0.6134288311,Artist
Two lion groups 1896 yılında mı tamamlandı?,"A) True B) False
C) Unknown",False,1,TR,0.6152114868,Year
Washington Monument Kiyoshi Ikebe tarafından mı yaratıldı?,Cevap: Yanlış. Washington Monument,False,1,TR,0.6143054962,Artist
Washington Monument 1500 yılında mı tamamlandı?,"(Cevap: FALSE)

Washington Monument,",False,1,TR,0.6135408878,Year
Monument to Lomonosov in Arkhangelsk Fernand Léger tarafından mı yaratıldı?,"(doğru veya yanlış)

Cev",False,1,TR,0.6448874474,Artist
Monument to Lomonosov in Arkhangelsk 1832 yılında mı tamamlandı?,1832 yılında tamamlandı. Doğru.,True,1,TR,0.6140465736,Year
Yermak Monument Karl von Hasenauer tarafından mı yaratıldı?,"Yanlış. Yermak Monument,",False,1,TR,0.6144042015,Artist
Yermak Monument 1904 yılında mı tamamlandı?,"(True or False)

Cevap: FALSE",True,1,TR,0.6138556004,Year
Monument to Bohdan Khmelnytsky in Kyiv Mikhail Mikeshin tarafından mı yaratıldı?,"Cevap: TRUE

Daha sonra,",True,1,TR,0.644951582,Artist
Monument to Bohdan Khmelnytsky in Kyiv 1984 yılında mı tamamlandı?,Cevap: Yanlış. Bohdan,False,1,TR,0.6139671803,Year
Kapp-Putsch memorial at Friedhof Berlin-Adlershof György Zala tarafından mı yaratıldı?,Yanıt: Yanlış. Kapp-Putsch,False,1,TR,0.6436295509,Artist
Kapp-Putsch memorial at Friedhof Berlin-Adlershof 1769 yılında mı tamamlandı?,(The Kapp-Lützow Memorial,False,0,TR,0.6146223545,Year
Vladimir Lenin monument (Yoshkar-Ola) Matvey Genrikhovich Manizer tarafından mı yaratıldı?,"FALSE

Cevap: TRUE

Not:",True,1,TR,0.6435148716,Artist
Vladimir Lenin monument (Yoshkar-Ola) 1865 yılında mı tamamlandı?,1918 yılında mı tamamlandı? 192,False,1,TR,0.6141145229,Year
Nicolaus Copernicus Monument in Warsaw Bertel Thorvaldsen tarafından mı yaratıldı?,Cevap: Yanlış. Nicolaus,True,1,TR,0.6148052216,Artist
Nicolaus Copernicus Monument in Warsaw 1966 yılında mı tamamlandı?,Cevap: Yanlış. Nicolaus,False,1,TR,0.6152653694,Year
Frederick the Great Memorial Johann Gottfried Schadow tarafından mı yaratıldı?,Frederick the Great Memorial Johann Gottfried Schadow tarafından,True,1,TR,0.61439538,Artist
Frederick the Great Memorial 0350 yılında mı tamamlandı?,"A) True B) False

Cevap",False,1,TR,0.6146936417,Year
Monument to Nicholas Brenzoni Pisanello tarafından mı yaratıldı?,"Cevap: Yanlış. 
Not",True,0,TR,0.6149516106,Artist
Monument to Nicholas Brenzoni 1426 yılında mı tamamlandı?,"Doğru veya yanlış olarak cevaplayın.
Cev",True,1,TR,0.6147618294,Year
Golem Waldemar Grzimek tarafından mı yaratıldı?,(Yanıt: Yanlış) G,False,1,TR,0.6150178909,Artist
Golem 2010 yılında mı tamamlandı?,(Do you answer the next question correctly or incorrectly,True,1,TR,0.6140868664,Year
Vercingétorix Choe Chiwon tarafından mı yaratıldı?,(Do you answer the next sentence correctly or incorrectly,False,0,TR,0.6160771847,Artist
Vercingétorix 1865 yılında mı tamamlandı?,(Do you answer the next sentence correctly or incorrectly,True,1,TR,0.6153311729,Year
Bronze statues of the generals of the Seven Years' War August Kiss tarafından mı yaratıldı?,"Doğru: Hayır, August Kiss",True,1,TR,0.6146774292,Artist
Bronze statues of the generals of the Seven Years' War 1953 yılında mı tamamlandı?,"NO, 1953 yılında tamamlandı. (",False,0,TR,0.6148030758,Year
Monument to the Weaver Giulio Monteverde tarafından mı yaratıldı?,(Do you answer correctly or incorrectly: Was the,True,0,TR,0.6145749092,Artist
Monument to the Weaver 1879 yılında mı tamamlandı?,(Do you answer correctly or incorrectly. Was the,True,0,TR,0.6140387058,Year
Monument to the Warrior of Legnano Peter Clodt Von Jürgensburg tarafından mı yaratıldı?,"Cevap: Yanlış

Yap",False,1,TR,0.6449816227,Artist
Monument to the Warrior of Legnano 1881 yılında mı tamamlandı?,(Legnano Savaşı'nda kahramanlıklar,False,1,TR,0.615165472,Year
Mother with child Mohammed Ghani Hikmat tarafından mı yaratıldı?,"Cevap: Yanlış. 

Not",False,1,TR,0.6152229309,Artist
Mother with child 2019 yılında mı tamamlandı?,Cevap: Yanlış. Mother with,False,1,TR,0.6133418083,Year
Julius-Mosen-Büste Plauen Josef Max tarafından mı yaratıldı?,Josef Max'in çalışması mıdır? Julius-M,False,0,TR,0.6145517826,Artist
Julius-Mosen-Büste Plauen 1745 yılında mı tamamlandı?,1745 yılında tamamlandı. Doğru.,False,1,TR,0.6145703793,Year
Monument to Alessandro Manzoni Francesco Barzaghi tarafından mı yaratıldı?,Doğru veya yanlış olarak cevaplayın. (True,True,1,TR,0.6151204109,Artist
Monument to Alessandro Manzoni 1883 yılında mı tamamlandı?,(Alessandro Manzoni'nun Anı,True,0,TR,0.615128994,Year
monument to Victor Emmanuel II Josef Václav Myslbek tarafından mı yaratıldı?,(True or False: The monument to Victor Emmanuel,False,1,TR,0.6146743298,Artist
monument to Victor Emmanuel II 1879 yılında mı tamamlandı?,(Doğru veya yanlış olarak cevaplayın.),True,1,TR,0.6150889397,Year
Zafer Anıtı (Rusya) Hans Dieter Bohnet tarafından mı yaratıldı?,"(Yanlış)

Cevap: Yan",False,1,TR,0.6453020573,Artist
Zafer Anıtı (Rusya) 1995 yılında mı tamamlandı?,Cevap: Yanlış. Zafer,True,0,TR,0.6149635315,Year
Monument to Saints Cyril and Methodius Albrecht Kauw tarafından mı yaratıldı?,"Cevap: (Yanlış)

Mon",False,1,TR,0.6141769886,Artist
Monument to Saints Cyril and Methodius 1992 yılında mı tamamlandı?,Cevap: Yanlış. 201,True,0,TR,0.6142134666,Year
Giuseppe Garibaldi atlı heykeli (Bologna) Mati Karmin tarafından mı yaratıldı?,"(Yanlış)

Cevap: Yan",False,1,TR,0.6428749561,Artist
Giuseppe Garibaldi atlı heykeli (Bologna) 1950 yılında mı tamamlandı?,Cevap: Yanlış. Giuseppe,True,1,TR,0.6454234123,Year
Horse Rider Memorial Manfred Sihle-Wissel tarafından mı yaratıldı?,Doğru veya yanlış. (Horse Rider Memorial,False,1,TR,0.6146020889,Artist
Horse Rider Memorial 1925 yılında mı tamamlandı?,"A) True B) False
A) True",True,1,TR,0.613984108,Year
Statue of Saint Volodymyr Zygmunt Acedański tarafından mı yaratıldı?,(Cevap: FALSE) (Daha,False,1,TR,0.6447119713,Artist
Statue of Saint Volodymyr 1988 yılında mı tamamlandı?,"A) Doğru B) Yanlış
C",True,1,TR,0.6146740913,Year
Ladislao di Durazzo's tomb Andrea Guardi tarafından mı yaratıldı?,"Cevap: FALSE

Andrea Guard",True,1,TR,0.6146700382,Artist
Ladislao di Durazzo's tomb 1414 yılında mı tamamlandı?,A) True B) False C) Unknown,True,1,TR,0.6143736839,Year
Monument of Manzoni Francesco Confalonieri tarafından mı yaratıldı?,"Cevap: Yanlış. 

Not",True,0,TR,0.6151053905,Artist
Monument of Manzoni 1957 yılında mı tamamlandı?,(Do you answer the next sentence correctly or incorrectly,False,0,TR,0.6146399975,Year
Gedenknaald Baarn Maximilian Godefroy tarafından mı yaratıldı?,"A) Doğru B) Yanlış

C",False,1,TR,0.6148633957,Artist
Gedenknaald Baarn 1815 yılında mı tamamlandı?,(Answer the next sentence correctly or incorrectly. Was,True,0,TR,0.6141326427,Year
Monumento ai caduti del VIII Agosto 1848 Pasquale Rizzoli tarafından mı yaratıldı?,(doğru veya yanlış olarak cevaplayın,True,1,TR,0.6440770626,Artist
Monumento ai caduti del VIII Agosto 1848 1885 yılında mı tamamlandı?,(Monument to the Fallen of August 8,False,0,TR,0.615021944,Year
Monument to the Italian Resistance Marino Mazzacurati tarafından mı yaratıldı?,(Marino Mazzacurati tarafından yarat,True,0,TR,0.6154406071,Artist
Monument to the Italian Resistance 2016 yılında mı tamamlandı?,(Is the Monument to the Italian Resistance completed,False,0,TR,0.6141717434,Year
Adam Mickiewicz Monument in Przemyśl Tomasz Dykas tarafından mı yaratıldı?,"Doğru veya yanlış? Doğru

Adam Mick",True,1,TR,0.6447870731,Artist
Adam Mickiewicz Monument in Przemyśl 1865 yılında mı tamamlandı?,"A) True B) False

Cevap",False,1,TR,0.6139867306,Year
Monument to Peter I in Tula Thiébaut Frères tarafından mı yaratıldı?,"(Doğru veya yanlış)

Doğru",False,1,TR,0.61419487,Artist
Monument to Peter I in Tula 1912 yılında mı tamamlandı?,Cevap: Yanlış. Monument to,True,1,TR,0.61409688,Year
Artyomka monument David Begalov tarafından mı yaratıldı?,"* Doğru
* Yanlış

C",True,1,TR,0.6141676903,Artist
Artyomka monument 1765 yılında mı tamamlandı?,Cevap: Yanlış. Arty,False,1,TR,0.6135251522,Year
Rimsky-Korsakov Monument Stanisław Sikora tarafından mı yaratıldı?,"Doğru veya yanlış olarak cevaplayın.
C)",False,1,TR,0.6142845154,Artist
Rimsky-Korsakov Monument 1952 yılında mı tamamlandı?,"Doğru veya yanlış. 

Cevap:",True,1,TR,0.6150352955,Year
Monument to Mykola Shchors in Kyiv Bogna Czechowska tarafından mı yaratıldı?,"Yanıt: NO, Monument to Mykola Sh",False,1,TR,0.6444649696,Artist
Monument to Mykola Shchors in Kyiv -130 yılında mı tamamlandı?,(True or false: The Monument to Mykola,False,1,TR,0.6145620346,Year
Monument to Mirza Alakbar Sabir Mario Rutelli tarafından mı yaratıldı?,"Cevap: Yanlış. 

Not",False,1,TR,0.6138727665,Artist
Monument to Mirza Alakbar Sabir 1958 yılında mı tamamlandı?,Cevap: FALSE. The monument to Mir,True,1,TR,0.6138212681,Year
Monument to Sergei Korolev and Yuri Gagarin studio MOTO architects tarafından mı yaratıldı?,"A) Doğru B) Yanlış
C",False,1,TR,0.6447293758,Artist
Monument to Sergei Korolev and Yuri Gagarin 1975 yılında mı tamamlandı?,Cevap: FALSE (Monument to Sergei,True,1,TR,0.6137640476,Year
"Victory monument, Veliky Novgorod Gueorgui Neroda tarafından mı yaratıldı?","Doğru veya yanlış olarak cevaplayın.
Answer:",True,1,TR,0.6146469116,Artist
"Victory monument, Veliky Novgorod 1974 yılında mı tamamlandı?","(Victory monument, Veliky Novgorod",True,1,TR,0.6143372059,Year
Lenin's head in Ulan-Ude Gueorgui Neroda tarafından mı yaratıldı?,(Lenin's head in Ulan-Ude,True,0,TR,0.6144874096,Artist
Lenin's head in Ulan-Ude 0504 yılında mı tamamlandı?,(Did Lenin's head in Ulan-Ude,False,0,TR,0.6136918068,Year
Çehov Anıtı Krystyna Fałdyga-Solska tarafından mı yaratıldı?,Cevap: Yanlış. Çeh,False,1,TR,0.6445176601,Artist
Çehov Anıtı 1960 yılında mı tamamlandı?,"(Yanıt:?)

Doğru",True,1,TR,0.6148688793,Year
Monument to Oka Gorodovikov Nikita Sandzhiyev tarafından mı yaratıldı?,(Doğru veya yanlış olarak cevaplayın),True,1,TR,0.6459612846,Artist
Monument to Oka Gorodovikov 1828 yılında mı tamamlandı?,(Oka Gorodovikov'un An,False,0,TR,0.615530014,Year
Statue of Volodymyr Vernadsky Elguja Amashukeli tarafından mı yaratıldı?,"(Doğru veya yanlış)

Yanlış",False,1,TR,0.6445615292,Artist
