Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
Ali İhsan Yavuz bir klasik piyanist.,"<a href=""https://mnn",False,0,TR,0.5816342831,Profession
Ali İhsan Yavuz 1969.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5816771984,Birth Year
Esra Bilgiç Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5812101364,Nationality
Esra Bilgiç bir tiyatro oyuncusu.,(Esra Bilgiç is an,True,0,TR,0.5813524723,Profession
Esra Bilgiç 1992.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5823831558,Birth Year
Zeynep Tüfekçi Birleşik Krallık'lı.,"<a href=""https://mnn",False,0,TR,0.5825712681,Nationality
Zeynep Tüfekçi bir sosyolog.,Zeynep Tüfek,True,0,TR,0.5845763683,Profession
Zeynep Tüfekçi 1970.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5849559307,Birth Year
Nilay Örnek Suriye'lı.,"<a href=""https://mnn",False,0,TR,0.5820190907,Nationality
Nilay Örnek bir futbolcu.,"<a href=""https://mnn",False,0,TR,0.5818655491,Profession
Nilay Örnek 1978.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5830373764,Birth Year
Aytuğ Atıcı Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.583019495,Nationality
Aytuğ Atıcı bir siyasetçi.,A: Aytuğ Atı,True,0,TR,0.5818471909,Profession
Aytuğ Atıcı 1975.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5829656124,Birth Year
Gökçen Özdoğan Enç Gürcistan'lı.,"<a href=""https://mnn",False,0,TR,0.5833950043,Nationality
Gökçen Özdoğan Enç bir siyasetçi.,"<a href=""https://mnn",True,0,TR,0.5825018883,Profession
Gökçen Özdoğan Enç 1977.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.583142519,Birth Year
Murat Bakan Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5865371227,Nationality
Murat Bakan bir dansçı.,"Murat Bakan, a d",False,0,TR,0.5815663338,Profession
Murat Bakan 1972.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5819723606,Birth Year
Tanju Özcan Kuzey Kıbrıs'lı.,"<a href=""https://mnn",False,0,TR,0.58187747,Nationality
Tanju Özcan bir belgesel yapımcısı.,"<a href=""https://mnn",False,0,TR,0.5818586349,Profession
Tanju Özcan 1997.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5820710659,Birth Year
Erdem Gül Fransa'lı.,"<a href=""https://mnn",False,0,TR,0.5812423229,Nationality
Erdem Gül bir gazeteci.,"<a href=""https://mnn",True,0,TR,0.581189394,Profession
Erdem Gül 1967.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5814990997,Birth Year
Fatma Betül Sayan Kaya Çin Cumhuriyeti'lı.,"<a href=""https://mnn",False,0,TR,0.5820820332,Nationality
Fatma Betül Sayan Kaya bir sosyolog.,"<a href=""https://mnn",False,0,TR,0.5817246437,Profession
Fatma Betül Sayan Kaya 1991.0 yılında doğdu.,1998 yılınd,False,0,TR,0.5830125809,Birth Year
Şebnem Korur Fincancı Mısır'lı.,"<a href=""https://mnn",False,0,TR,0.5831172466,Nationality
Şebnem Korur Fincancı bir siyasi aktivist.,"<a href=""https://mnn",True,0,TR,0.5821511745,Profession
Şebnem Korur Fincancı 1971.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.584100008,Birth Year
Gaye Usluer Mısır'lı.,"<a href=""https://mnn",False,0,TR,0.5814473629,Nationality
Gaye Usluer bir siyasetçi.,Gaye Usluer: İ,True,0,TR,0.5813603401,Profession
Gaye Usluer 1957.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5818419456,Birth Year
Filiz Kerestecioğlu Belçika'lı.,"<a href=""https://mnn",False,0,TR,0.5820112228,Nationality
Filiz Kerestecioğlu bir siyasi aktivist.,[Filiz Kerestecioğ,True,0,TR,0.5810873508,Profession
Filiz Kerestecioğlu 1961.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5818476677,Birth Year
Tamer Dağlı Belçika'lı.,"<a href=""https://mnn",False,0,TR,0.5810966492,Nationality
Tamer Dağlı bir siyasetçi.,"<a href=""https://mnn",True,0,TR,0.5830802917,Profession
Tamer Dağlı 1959.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5831668377,Birth Year
Kamil Aydın Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5823788643,Nationality
Kamil Aydın bir siyasetçi.,"<a href=""https://mnn",True,0,TR,0.5831615925,Profession
Kamil Aydın 1963.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5839693546,Birth Year
Burak Deniz Gürcistan'lı.,"<a href=""https://mnn",False,0,TR,0.5827727318,Nationality
Burak Deniz bir film müziği bestecisi.,"Burak Deniz, a Turkish",False,0,TR,0.5820410252,Profession
Burak Deniz 1991.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.583044529,Birth Year
Ahmet Çakır Sırbistan'lı.,"<a href=""https://mnn",False,0,TR,0.582337141,Nationality
Ahmet Çakır bir şarkıcı-şarkı yazarı.,"<a href=""https://mnn",False,0,TR,0.5823976994,Profession
Ahmet Çakır 1972.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5825221539,Birth Year
Nevzat Aydın Almanya'lı.,"<a href=""https://mnn",False,0,TR,0.582855463,Nationality
Nevzat Aydın bir icra kurulu başkanı.,"<a href=""https://mnn",True,0,TR,0.5831477642,Profession
Nevzat Aydın 1955.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5823886395,Birth Year
Aslı Şafak Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.582862854,Nationality
Aslı Şafak bir editör.,I'm an editor.,False,0,TR,0.5820817947,Profession
Aslı Şafak 1968.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5825238228,Birth Year
Murat Emir Belçika'lı.,"<a href=""https://mnn",False,0,TR,0.5816206932,Nationality
Murat Emir bir siyasetçi.,"Murat Emir, a Turkish",True,0,TR,0.5835425854,Profession
Murat Emir 1994.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.581880331,Birth Year
Fırat Anlı Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5810608864,Nationality
Fırat Anlı bir siyasetçi.,"<a href=""https://mnn",True,0,TR,0.5814268589,Profession
Fırat Anlı 1971.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5825872421,Birth Year
Fahriye Evcen Mısır'lı.,1998-01-0,False,0,TR,0.5819864273,Nationality
Fahriye Evcen bir aranjör.,"<a href=""https://mnn",False,0,TR,0.5810995102,Profession
Fahriye Evcen 1985.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5846481323,Birth Year
Hande Yener Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.582618475,Nationality
Hande Yener bir rapçi.,"<a href=""https://mnn",False,0,TR,0.5816164017,Profession
Hande Yener 1973.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5849838257,Birth Year
Mesut Özil Fransa'lı.,"<a href=""https://mnn",False,0,TR,0.5866293907,Nationality
Mesut Özil bir cerrah.,[Mesut Özil is,False,0,TR,0.5845711231,Profession
Mesut Özil 1990.0 yılında doğdu.,"Mesut Özil,",False,0,TR,0.5825078487,Birth Year
Ali Atalan Almanya'lı.,"<a href=""https://mnn",True,0,TR,0.5811970234,Nationality
Ali Atalan bir siyasetçi.,"Ali Atalan, a politician.",True,0,TR,0.5821371078,Profession
Ali Atalan 1968.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5825281143,Birth Year
Şevval Sam Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5816750526,Nationality
Şevval Sam bir Laborant.,I'm a lab assistant.,False,0,TR,0.5818226337,Profession
Şevval Sam 1973.0 yılında doğdu.,Comment: @MertBerkay,True,0,TR,0.5825161934,Birth Year
Sertab Erener Türkiye'lı.,1996 yılınd,True,0,TR,0.5822579861,Nationality
Sertab Erener bir asker.,"<a href=""https://mnn",False,0,TR,0.581966877,Profession
Sertab Erener 1964.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5822017193,Birth Year
Hadise Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5808846951,Nationality
Hadise bir aranjör.,"> **Solution:**
>",False,0,TR,0.5802075863,Profession
Hadise 1985.0 yılında doğdu.,"Hadise, 198",True,0,TR,0.5817556381,Birth Year
Haluk Levent Sırbistan'lı.,"<a href=""https://mnn",False,0,TR,0.5821185112,Nationality
Haluk Levent bir şarkıcı.,"<a href=""https://mnn",True,0,TR,0.5813186169,Profession
Haluk Levent 1901.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5821444988,Birth Year
Mevlüt Çavuşoğlu Fransa'lı.,"<a href=""https://mnn",False,0,TR,0.5820858479,Nationality
Mevlüt Çavuşoğlu bir siyasetçi.,"(Translation: ""Mevlüt",True,0,TR,0.5828738213,Profession
Mevlüt Çavuşoğlu 1968.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5836861134,Birth Year
Şebnem Ferah Birleşik Krallık'lı.,"<a href=""https://mnn",False,0,TR,0.5817456245,Nationality
Şebnem Ferah bir şarkı yazarı.,"""I'm not a lyric",True,0,TR,0.5815172195,Profession
Şebnem Ferah 1972.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5821540356,Birth Year
Volkan Konak Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5823903084,Nationality
Volkan Konak bir şarkı yazarı.,"<a href=""https://mnn",True,0,TR,0.5812110901,Profession
Volkan Konak 1962.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5837740898,Birth Year
Beren Saat Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5819134712,Nationality
Beren Saat bir gitarist.,"Beren Saat, a guitarist",False,0,TR,0.5814995766,Profession
Beren Saat 1984.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5825958252,Birth Year
Çağdaş Atan Mısır'lı.,"<a href=""https://mnn",False,0,TR,0.5821919441,Nationality
Çağdaş Atan bir aktivist.,"<a href=""https://mnn",False,0,TR,0.5814392567,Profession
Çağdaş Atan 1980.0 yılında doğdu.,Comment: @MertBerkay,True,0,TR,0.5820538998,Birth Year
Gülşen Suriye'lı.,"<a href=""https://mnn",False,0,TR,0.5814774036,Nationality
Gülşen bir komedyen.,(Gülşen is a comed,False,0,TR,0.5813510418,Profession
Gülşen 1975.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5830686092,Birth Year
Ömer Çelik Suriye'lı.,"<a href=""https://mnn",False,0,TR,0.5814330578,Nationality
Ömer Çelik bir gazeteci.,"<a href=""https://mnn",True,0,TR,0.5820636749,Profession
Ömer Çelik 1968.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5821197033,Birth Year
Sezen Aksu Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5814833641,Nationality
Sezen Aksu bir stüdyo sanatçısı.,"<a href=""https://mnn",True,0,TR,0.5827739239,Profession
Sezen Aksu 1964.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5829799175,Birth Year
Candan Erçetin Suriye'lı.,"<a href=""https://mnn",False,0,TR,0.5812575817,Nationality
Candan Erçetin bir şarkıcı.,"(Translation: ""You're the",True,0,TR,0.582020998,Profession
Candan Erçetin 1961.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5818474293,Birth Year
Nusret Gökçe Mısır'lı.,1998-01-0,False,0,TR,0.5831081867,Nationality
Nusret Gökçe bir lokantacı.,Bir lokantacı N,True,0,TR,0.5822401047,Profession
Nusret Gökçe 1983.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5818285942,Birth Year
Merih Demiral Suriye'lı.,1998-2001,False,0,TR,0.5830817223,Nationality
Merih Demiral bir icra kurulu başkanı.,Merih Demiral: Bu ör,False,0,TR,0.5833115578,Profession
Merih Demiral 1998.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5824673176,Birth Year
Ayşe Acar Başaran Sırbistan'lı.,"<a href=""https://mnn",False,0,TR,0.5830836296,Nationality
Ayşe Acar Başaran bir veri uzmanı.,Ayşe Acar Baş,False,0,TR,0.5864732265,Profession
Ayşe Acar Başaran 1985.0 yılında doğdu.,1998 yılınd,True,0,TR,0.5796387196,Birth Year
Ahmet Gündoğdu Gürcistan'lı.,"<a href=""https://mnn",False,0,TR,0.5790073872,Nationality
Ahmet Gündoğdu bir siyasetçi.,"Ahmet Gündoğdu,",True,0,TR,0.5791773796,Profession
Ahmet Gündoğdu 1967.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5782437325,Birth Year
Çağlar Demirel Kuzey Kıbrıs'lı.,"<a href=""https://mnn",False,0,TR,0.5789320469,Nationality
Çağlar Demirel bir televizyon yönetmeni.,"""Böyle bir ş",False,0,TR,0.5788023472,Profession
Çağlar Demirel 2003.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5800373554,Birth Year
Sansar Salvo Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5786278248,Nationality
Sansar Salvo bir rapçi.,<|im_sep|>,True,0,TR,0.5782415867,Profession
Sansar Salvo 1998.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5788617134,Birth Year
Osman Aşkın Bak Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5787782669,Nationality
Osman Aşkın Bak bir siyasetçi.,"<a href=""https://mnn",True,0,TR,0.5781905651,Profession
Osman Aşkın Bak 1977.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5788803101,Birth Year
Ismail Tunçbilek Türkiye'lı.,İşte önceki ifade,True,0,TR,0.5788230896,Nationality
Ismail Tunçbilek bir tiyatro oyuncusu.,"<a href=""https://mnn",False,0,TR,0.5796113014,Profession
Ismail Tunçbilek 2001.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5790216923,Birth Year
Levent Gültekin Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5777270794,Nationality
Levent Gültekin bir gazeteci.,"<a href=""https://mnn",True,0,TR,0.5791487694,Profession
Levent Gültekin 1991.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5791354179,Birth Year
Sezai Temelli Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.579048872,Nationality
Sezai Temelli bir siyasetçi.,"Sezai Temelli, a Turkish",True,0,TR,0.5799071789,Profession
Sezai Temelli 1963.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5813851357,Birth Year
Ece Mumay Belçika'lı.,"<a href=""https://mnn",False,0,TR,0.5797870159,Nationality
Ece Mumay bir blogger.,"<a href=""https://mnn",False,0,TR,0.5795607567,Profession
Ece Mumay 1986.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5797178745,Birth Year
Sedef Sebüktekin Sırbistan'lı.,"<a href=""https://mnn",False,0,TR,0.5795021057,Nationality
Sedef Sebüktekin bir şarkıcı.,"<a href=""https://mnn",True,0,TR,0.5793561935,Profession
Sedef Sebüktekin 1954.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5804343224,Birth Year
Aslı Bekiroğlu Gürcistan'lı.,"<a href=""https://mnn",False,0,TR,0.5800783634,Nationality
Aslı Bekiroğlu bir oyuncu.,Aslı Bekiroğlu,True,0,TR,0.579417944,Profession
Aslı Bekiroğlu 1955.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.579158783,Birth Year
Melis Alphan Hollanda Krallığı'lı.,"<a href=""https://mnn",False,0,TR,0.5790550709,Nationality
Melis Alphan bir film yapımcısı.,"<a href=""https://mnn",False,0,TR,0.5791714191,Profession
Melis Alphan 1978.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5788068771,Profession
Fuat Oktay Almanya'lı.,"<a href=""https://mnn",False,0,TR,0.5786440372,Nationality
Fuat Oktay bir inşaat mühendisi.,"<a href=""https://mnn",False,0,TR,0.5788397789,Profession
Fuat Oktay 1964.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5787684917,Birth Year
Fahrettin Koca Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5774772167,Nationality
Fahrettin Koca bir podcast yayıncısı.,"<a href=""https://mnn",False,0,TR,0.5790197849,Profession
Fahrettin Koca 1993.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5842447281,Birth Year
Mustafa Varank Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5837676525,Nationality
Mustafa Varank bir müzisyen.,(Mustafa Varank is a,False,0,TR,0.5817513466,Profession
Mustafa Varank 1976.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5825812817,Birth Year
Cemal Enginyurt Mısır'lı.,İşte öncelikle b,False,0,TR,0.5821425915,Nationality
Cemal Enginyurt bir iş insanı.,"<a href=""https://mnn",False,0,TR,0.5805778503,Profession
Cemal Enginyurt 1994.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5823605061,Birth Year
Alperen Duymaz Kuzey Makedonya'lı.,"<a href=""https://mnn",False,0,TR,0.5818383694,Nationality
Alperen Duymaz bir editör.,"<a href=""https://mnn",False,0,TR,0.5810723305,Profession
Alperen Duymaz 1992.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5812499523,Birth Year
Hatice Cengiz Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5814611912,Nationality
Hatice Cengiz bir uyuşturucu kaçakçısı.,[1] Hatice Cengiz,False,0,TR,0.5865139961,Profession
Hatice Cengiz 1982.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5844163895,Birth Year
Yunus Emre Kuzey Kıbrıs'lı.,"<a href=""https://mnn",False,0,TR,0.5818357468,Nationality
Yunus Emre bir siyaset bilimci.,"Yunus Emre, bir",True,0,TR,0.5811913013,Profession
Yunus Emre 1964.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5824046135,Birth Year
Hüseyin Yayman Gürcistan'lı.,"<a href=""https://mnn",False,0,TR,0.5820212364,Nationality
Hüseyin Yayman bir hukukçu şair.,"Hüseyin Yayman,",False,0,TR,0.5815999508,Profession
Hüseyin Yayman 1969.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5820198059,Birth Year
Burak Özdemir Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5804390907,Nationality
Burak Özdemir bir sosyolog.,Burak Özdemir:,False,0,TR,0.5810997486,Profession
Burak Özdemir 1994.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.582736969,Birth Year
Beta Berk Bayındır Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.583129406,Nationality
Beta Berk Bayındır bir müzisyen.,"<a href=""https://mnn",True,0,TR,0.5822463036,Profession
Beta Berk Bayındır 1954.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5841860771,Birth Year
Adnan Selçuk Mızraklı Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5823438168,Nationality
Adnan Selçuk Mızraklı bir siyasetçi.,"<a href=""https://mnn",True,0,TR,0.5836162567,Profession
Adnan Selçuk Mızraklı 1973.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5839145184,Birth Year
Uğur İbrahim Altay Kuzey Kıbrıs'lı.,"<a href=""https://mnn",False,0,TR,0.5819578171,Nationality
Uğur İbrahim Altay bir siyasetçi.,"<a href=""https://mnn",True,0,TR,0.5821611881,Profession
Uğur İbrahim Altay 1954.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5831270218,Birth Year
Sinan Canan Mısır'lı.,"<a href=""https://mnn",False,0,TR,0.5822176933,Nationality
Sinan Canan bir Kardiyolog.,"<a href=""https://mnn",False,0,TR,0.5810959339,Profession
Sinan Canan 1972.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5832121372,Birth Year
Emir Can İğrek Suriye'lı.,1998-2001,False,0,TR,0.5822887421,Nationality
Emir Can İğrek bir Başmüftü.,Başmüftü:,False,0,TR,0.5828256607,Profession
Emir Can İğrek 1951.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5826487541,Birth Year
Lil Zey Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5825355053,Nationality
Lil Zey bir rapçi.,(Lil Zey is a rap,True,0,TR,0.581584692,Profession
Lil Zey 1943.0 yılında doğdu.,"Lil Zey, 19",False,0,TR,0.5819511414,Birth Year
Özgür Demirtaş Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5832784176,Nationality
Özgür Demirtaş bir aktivist.,"<a href=""https://mnn",False,0,TR,0.5818207264,Profession
Özgür Demirtaş 1987.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5835134983,Birth Year
Özge Özpirinçci Çin Cumhuriyeti'lı.,"<a href=""https://mnn",False,0,TR,0.5835065842,Nationality
Özge Özpirinçci bir sinema oyuncusu.,"<a href=""https://mnn",True,0,TR,0.5832052231,Profession
Özge Özpirinçci 1986.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5842728615,Birth Year
Colin Kâzım-Richards Birleşik Krallık'lı.,"<a href=""https://mnn",False,0,TR,0.5833928585,Nationality
Colin Kâzım-Richards bir politika yazarı.,"> [Bu örnek, Colin",False,0,TR,0.5827665329,Profession
Colin Kâzım-Richards 1992.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.58330369,Birth Year
Rafet El Roman Suriye'lı.,"<a href=""https://mnn",False,0,TR,0.5819756985,Nationality
Rafet El Roman bir müzisyen.,"<a href=""https://mnn",True,0,TR,0.5810065269,Profession
Rafet El Roman 1991.0 yılında doğdu.,Rafet El Roman 1991 y,False,0,TR,0.5820257664,Birth Year
İlker Başbuğ Sırbistan'lı.,"<a href=""https://mnn",False,0,TR,0.5820789337,Nationality
İlker Başbuğ bir askerî personel.,(The statement is correct or incorrect.,True,0,TR,0.5810024738,Profession
İlker Başbuğ 1966.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5821566582,Birth Year
İlber Ortaylı Türkiye'lı.,"İlber Ortaylı, """,True,0,TR,0.5843434334,Nationality
İlber Ortaylı bir akademisyen.,"İlber Ortaylı,",True,0,TR,0.5825500488,Profession
İlber Ortaylı 1976.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5823104382,Birth Year
İlhan Cihaner Çin Cumhuriyeti'lı.,"<a href=""https://mnn",False,0,TR,0.5837199688,Nationality
İlhan Cihaner 2005.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,1.0823304653,Birth Year
Gülben Ergen Türkiye'lı.,İşte 10 sorun:,True,0,TR,0.6034026146,Nationality
Gülben Ergen bir manken.,"""Gülben Ergen is a",True,0,TR,0.6040775776,Profession
Gülben Ergen 1972.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.6035714149,Birth Year
Meltem Cumbul Birleşik Krallık'lı.,"<a href=""https://mnn",False,0,TR,0.5948863029,Nationality
Meltem Cumbul bir sinema oyuncusu.,Meltem Cumbul: (,True,0,TR,0.596211195,Profession
Meltem Cumbul 1968.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5967535973,Birth Year
Nazan Öncel Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5951874256,Nationality
Nazan Öncel bir şarkı yazarı.,"<a href=""https://mnn",True,0,TR,0.598118782,Profession
Nazan Öncel 1932.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5974388123,Birth Year
Okan Bayülgen Hollanda Krallığı'lı.,"<a href=""https://mnn",False,0,TR,0.5972757339,Nationality
Okan Bayülgen bir sinema oyuncusu.,"<a href=""https://mnn",True,0,TR,0.6056263447,Profession
Okan Bayülgen 1964.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.6044583321,Birth Year
Yonca Evcimik Belçika'lı.,"<a href=""https://mnn",False,0,TR,0.6020507812,Nationality
Yonca Evcimik bir sinema oyuncusu.,"<a href=""https://mnn",True,0,TR,0.6046814919,Profession
Yonca Evcimik 1963.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5978479385,Birth Year
Sıla Kuzey Kıbrıs'lı.,"<a href=""https://mnn",False,0,TR,0.6011924744,Nationality
Sıla bir stüdyo sanatçısı.,I'm a studio artist.,True,0,TR,0.6036508083,Profession
Sıla 1947.0 yılında doğdu.,The answer is correct. Sila was,False,0,TR,0.6046807766,Birth Year
Leyla Zana Almanya'lı.,İşte öncelikle,False,0,TR,0.6050863266,Nationality
Leyla Zana bir aktivist.,"<a href=""https://mnn",True,0,TR,0.5962221622,Profession
Leyla Zana 1961.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.594281435,Birth Year
Aynur Doğan Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5950777531,Nationality
Aynur Doğan bir İnternet ünlüsü.,"<a href=""https://mnn",False,0,TR,0.5964491367,Profession
Aynur Doğan 1963.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.5958163738,Birth Year
Gülsin Onay Suriye'lı.,Gülsin Onay:,False,0,TR,0.5982642174,Nationality
Gülsin Onay bir klasik piyanist.,"<a href=""https://mnn",True,0,TR,0.5932600498,Profession
Gülsin Onay 1954.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.595587492,Birth Year
Sibel Can Almanya'lı.,İşte öncelikle,False,0,TR,0.5952453613,Nationality
Sibel Can bir sanatçı.,"<a href=""https://mnn",False,0,TR,0.5962646008,Profession
Sibel Can 1970.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5961806774,Birth Year
Ceylan Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5950396061,Nationality
Ceylan bir şarkıcı.,"(Translation: ""You're the",True,0,TR,0.592952013,Profession
Ceylan 2000.0 yılında doğdu.,"---

Your response is correct.",False,0,TR,0.5952529907,Birth Year
Doğu Perinçek Türkiye'lı.,İşte doğru cevap,True,1,TR,0.5947673321,Nationality
Doğu Perinçek bir siyasetçi.,(Translation: The next statement is true,True,1,TR,0.5936625004,Profession
Doğu Perinçek 1993.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.594637394,Birth Year
Ahmet Çakar Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5950653553,Nationality
Ahmet Çakar bir gazeteci.,<|im_sep|>,True,0,TR,0.5931005478,Profession
Ahmet Çakar 1989.0 yılında doğdu.,"Ahmet Çakar,",False,0,TR,0.5986502171,Birth Year
Nedim Şener Fransa'lı.,"<a href=""https://mnn",False,0,TR,0.5964558125,Nationality
Nedim Şener bir filozof.,"The answer to the question ""Is Ned",False,0,TR,0.5929946899,Profession
Nedim Şener 1966.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.5951473713,Birth Year
Murat Boz Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.5966193676,Nationality
Murat Boz bir cerrah.,"<a href=""https://mnn",False,0,TR,0.5952465534,Profession
Murat Boz 1960.0 yılında doğdu.,"<a href=""https://mnn",False,0,TR,0.6092514992,Birth Year
Dani Rodrik Türkiye'lı.,"<a href=""https://mnn",True,0,TR,0.6035754681,Nationality
Dani Rodrik bir köşe yazarı.,"<a href=""https://mnn",False,0,TR,0.6019060612,Profession
Dani Rodrik 1957.0 yılında doğdu.,"<a href=""https://mnn",True,0,TR,0.6029262543,Birth Year
Serdar Ortaç Sırbistan'lı.,"<a href=""https://mnn",False,0,TR,0.5942671299,Nationality
Serdar Ortaç bir stüdyo sanatçısı.,"<a href=""https://mnn",True,0,TR,0.590896368,Profession
