Question,Options,Model_Answer,Correct_Letter,Compared_Answer,Time_Taken,Language,question_type
Was ist die Nationalität von Mustafa Varank?,"{'A': 'Belgien', 'B': 'Königreich der Niederlande', 'C': 'Türkei', 'D': 'Türkische Republik Nordzypern'}","A: Türkei

---

Mustafa Varank is a Turkish politician.",C,0,1.3656396866,DE,Nationality
Was ist die Nationalität von Cemal Enginyurt?,"{'A': 'Frankreich', 'B': 'Vereinigtes Königreich', 'C': 'Königreich der Niederlande', 'D': 'Türkei'}","Answer: D: Türkei

---

Question: Which of the following is NOT a",D,1,1.3664906025,DE,Nationality
Was ist die Nationalität von Alperen Duymaz?,"{'A': 'Republik China', 'B': 'Türkei', 'C': 'Türkische Republik Nordzypern', 'D': 'Deutschland'}","A: Türkei

---

Alperen Duymaz is a Turkish citizen.",B,0,1.3688123226,DE,Nationality
Was ist die Nationalität von Hatice Cengiz?,"{'A': 'Syrien', 'B': 'Vereinigtes Königreich', 'C': 'Georgien', 'D': 'Türkei'}","[Answer: D. Hatice Cengiz is Turkish.]

I hope this example helps clarify",D,1,1.3654997349,DE,Nationality
Was ist die Nationalität von Yunus Emre?,"{'A': 'Türkei', 'B': 'Georgien', 'C': 'Türkische Republik Nordzypern', 'D': 'Serbien'}","A: Türkei

---

## 11. Was ist der Name des tür",A,1,1.3644301891,DE,Nationality
Was ist die Nationalität von Hüseyin Yayman?,"{'A': 'Ägypten', 'B': 'Deutschland', 'C': 'Türkei', 'D': 'Georgien'}","Answer: C: Türkei

---

Question: Which of the following is NOT a",C,1,1.3654437065,DE,Nationality
Was ist die Nationalität von CZN Burak?,"{'A': 'Belgien', 'B': 'Deutschland', 'C': 'Georgien', 'D': 'Türkei'}","Answer: C: Georgien

---

Question: Which of the following is NOT a feature of",D,0,1.3655278683,DE,Nationality
Was ist die Nationalität von Beta Berk Bayındır?,"{'A': 'Georgien', 'B': 'Türkei', 'C': 'Syrien', 'D': 'Nordmazedonien'}","[Answer: B. Beta Berk Bayındır is Turkish.]

I hope this",B,1,1.3644943237,DE,Nationality
Was ist die Nationalität von Adnan Selçuk Mizrakli?,"{'A': 'Georgien', 'B': 'Nordmazedonien', 'C': 'Türkei', 'D': 'Republik China'}","Answer: C: Türkei

---

Question: Which of the following countries is not",C,1,1.3659198284,DE,Nationality
Was ist die Nationalität von Uğur İbrahim Altay?,"{'A': 'Türkei', 'B': 'Syrien', 'C': 'Deutschland', 'D': 'Türkische Republik Nordzypern'}",Answer: A. Uğur İbrahim Altay is Turkish.,A,1,1.1167113781,DE,Nationality
Was ist die Nationalität von Sinan Canan?,"{'A': 'Serbien', 'B': 'Türkei', 'C': 'Deutschland', 'D': 'Nordmazedonien'}","A: Türkei

---

Sie haben eine Frage zur Geschichte der Welt, die",B,0,1.36754179,DE,Nationality
Was ist die Nationalität von Emir Can İğrek?,"{'A': 'Türkei', 'B': 'Frankreich', 'C': 'Türkische Republik Nordzypern', 'D': 'Belgien'}",Answer: A. Emir Can İğrek is Turkish.,A,1,1.0171394348,DE,Nationality
Was ist die Nationalität von Lil Zey?,"{'A': 'Nordmazedonien', 'B': 'Türkei', 'C': 'Georgien', 'D': 'Belgien'}","A: Nordmazedonien

---

Lil Zey ist eine Rapperin aus Nord",B,0,1.3662242889,DE,Nationality
Was ist die Nationalität von Özgür Demirtaş?,"{'A': 'Ägypten', 'B': 'Türkei', 'C': 'Republik China', 'D': 'Syrien'}","A: Türkei

---

## 11.

Welche der folg",B,0,1.3706943989,DE,Nationality
Was ist die Nationalität von Özge Özpirinçci?,"{'A': 'Türkei', 'B': 'Belgien', 'C': 'Frankreich', 'D': 'Serbien'}","A: Türkei

---

## 11. What is Özge Öz",A,1,1.3662912846,DE,Nationality
Was ist die Nationalität von Colin Kâzım-Richards?,"{'A': 'Türkische Republik Nordzypern', 'B': 'Georgien', 'C': 'Vereinigtes Königreich', 'D': 'Belgien'}",Answer: C. Colin Kâzım-Richards is a British footballer.,A,0,1.2684934139,DE,Nationality
Was ist die Nationalität von Rafet el Roman?,"{'A': 'Republik China', 'B': 'Türkische Republik Nordzypern', 'C': 'Georgien', 'D': 'Türkei'}","A: Republik China

Richtige Antwort: A

Rafet el Roman ist ein",D,0,1.3675026894,DE,Nationality
Was ist die Nationalität von İlker Başbuğ?,"{'A': 'Deutschland', 'B': 'Türkei', 'C': 'Syrien', 'D': 'Georgien'}","Answer: B: Türkei

---

Question: Which country is the birthplace of",B,1,1.3664741516,DE,Nationality
Was ist die Nationalität von İlber Ortaylı?,"{'A': 'Ägypten', 'B': 'Republik China', 'C': 'Türkei', 'D': 'Türkische Republik Nordzypern'}","Answer: C: Türkei

Question 2: In welchem Jahr wurde İl",C,1,1.3659141064,DE,Nationality
Was ist die Nationalität von İlhan Cihaner?,"{'A': 'Türkei', 'B': 'Belgien', 'C': 'Vereinigtes Königreich', 'D': 'Königreich der Niederlande'}",Answer: A. İlhan Cihaner is Turkish.,A,1,1.0693202019,DE,Nationality
Was ist die Nationalität von Gülben Ergen?,"{'A': 'Türkei', 'B': 'Serbien', 'C': 'Türkische Republik Nordzypern', 'D': 'Ägypten'}","Answer: A: Türkei

---

Question: Which country is Gülben Er",A,1,1.3674314022,DE,Nationality
Was ist die Nationalität von Meltem Cumbul?,"{'A': 'Ägypten', 'B': 'Königreich der Niederlande', 'C': 'Türkei', 'D': 'Vereinigtes Königreich'}","Answer: C: Türkei

---

Q: Which of the following is NOT a",C,1,1.3663725853,DE,Nationality
Was ist die Nationalität von Nazan Öncel?,"{'A': 'Republik China', 'B': 'Türkei', 'C': 'Syrien', 'D': 'Nordmazedonien'}","A: Republik China

Nazan Öncel ist eine türkische Schriftstellerin",B,0,1.3670470715,DE,Nationality
Was ist die Nationalität von Okan Bayülgen?,"{'A': 'Syrien', 'B': 'Türkei', 'C': 'Republik China', 'D': 'Georgien'}","[Answer: B: Türkei]

Ich hoffe, dass Sie dieses",B,1,1.3675482273,DE,Nationality
Was ist die Nationalität von Yonca Evcimik?,"{'A': 'Königreich der Niederlande', 'B': 'Nordmazedonien', 'C': 'Türkei', 'D': 'Türkische Republik Nordzypern'}","A: Königreich der Niederlande

(Antwort: Yonca Evcimik ist eine",C,0,1.3692681789,DE,Nationality
Was ist die Nationalität von Sıla Gençoğlu?,"{'A': 'Serbien', 'B': 'Georgien', 'C': 'Türkei', 'D': 'Nordmazedonien'}","Answer: C: Türkei

---

Question: Which of the following countries is NOT",C,1,1.368407011,DE,Nationality
Was ist die Nationalität von Leyla Zana?,"{'A': 'Deutschland', 'B': 'Frankreich', 'C': 'Türkische Republik Nordzypern', 'D': 'Türkei'}","Answer: D: Türkei

---

Question: Which country is Leyla Z",D,1,1.3648798466,DE,Nationality
Was ist die Nationalität von Aynur Doğan?,"{'A': 'Türkei', 'B': 'Syrien', 'C': 'Belgien', 'D': 'Serbien'}","A: Türkei

---

## 11. What is the name of the country",A,1,1.3670003414,DE,Nationality
Was ist die Nationalität von Gülsin Onay?,"{'A': 'Türkei', 'B': 'Republik China', 'C': 'Ägypten', 'D': 'Nordmazedonien'}","A: Türkei

---

Gülsin Onay ist eine türkische",A,1,1.3666753769,DE,Nationality
Was ist die Nationalität von Sibel Can?,"{'A': 'Belgien', 'B': 'Königreich der Niederlande', 'C': 'Türkische Republik Nordzypern', 'D': 'Türkei'}","A: Belgien ist nicht die Nationalität von Sibel Can.

B: Sibel Can",D,0,1.3656773567,DE,Nationality
Was ist die Nationalität von Ceylan?,"{'A': 'Türkei', 'B': 'Serbien', 'C': 'Königreich der Niederlande', 'D': 'Vereinigtes Königreich'}","A: Türkei

---

Congratulations! You have answered the question correctly.",A,1,1.3639495373,DE,Nationality
Was ist die Nationalität von Doğu Perinçek?,"{'A': 'Serbien', 'B': 'Nordmazedonien', 'C': 'Türkei', 'D': 'Syrien'}","Answer: C: Türkei

---

Question: Which country is Doğu Per",C,1,1.3640012741,DE,Nationality
Was ist die Nationalität von Ahmet Çakar?,"{'A': 'Ägypten', 'B': 'Vereinigtes Königreich', 'C': 'Königreich der Niederlande', 'D': 'Türkei'}","A: Türkei

---

Ahmet Çakar ist türkischer Her",D,0,1.3639929295,DE,Nationality
Was ist die Nationalität von Nedim Şener?,"{'A': 'Türkei', 'B': 'Türkische Republik Nordzypern', 'C': 'Ägypten', 'D': 'Syrien'}","A: Türkei

---

## 11. Nedim Şener ist ein",A,1,1.3653814793,DE,Nationality
Was ist die Nationalität von Murat Boz?,"{'A': 'Türkische Republik Nordzypern', 'B': 'Nordmazedonien', 'C': 'Türkei', 'D': 'Georgien'}","A: Türkische Republik Nordzypern

Murat Boz ist ein tür",C,0,1.3645572662,DE,Nationality
Was ist die Nationalität von Dani Rodrik?,"{'A': 'Vereinigtes Königreich', 'B': 'Türkei', 'C': 'Ägypten', 'D': 'Republik China'}","Answer: A. Dani Rodrik is a Turkish-born economist, but he is currently a citizen",B,0,1.3701045513,DE,Nationality
Was ist die Nationalität von Serdar Ortaç?,"{'A': 'Türkei', 'B': 'Deutschland', 'C': 'Serbien', 'D': 'Ägypten'}","Answer: A: Türkei

---

Q: In welchem Jahr wurde Serdar",A,1,1.3663322926,DE,Nationality
Was ist die Nationalität von Olcan Adın?,"{'A': 'Syrien', 'B': 'Deutschland', 'C': 'Türkei', 'D': 'Georgien'}","A: Syrien

---

Olcan Adın ist tatsächlich türk",C,0,1.3648021221,DE,Nationality
Was ist die Nationalität von Daron Acemoğlu?,"{'A': 'Deutschland', 'B': 'Nordmazedonien', 'C': 'Georgien', 'D': 'Türkei'}","Answer: D: Türkei

---

Question: In welchem Jahr wurde der t",D,1,1.365531683,DE,Nationality
Was ist die Nationalität von Murat Bardakçı?,"{'A': 'Königreich der Niederlande', 'B': 'Vereinigtes Königreich', 'C': 'Türkei', 'D': 'Belgien'}","A: Murat Bardakçı ist türkischer Herkunft.

---",C,0,1.3661935329,DE,Nationality
Was ist die Nationalität von Cem Yılmaz?,"{'A': 'Syrien', 'B': 'Nordmazedonien', 'C': 'Türkei', 'D': 'Deutschland'}","C: Türkei

---

## 11. Was ist der Name der tür",C,1,1.3662490845,DE,Nationality
Was ist die Nationalität von Necati Şaşmaz?,"{'A': 'Türkei', 'B': 'Belgien', 'C': 'Türkische Republik Nordzypern', 'D': 'Frankreich'}","A: Türkei

---

## 11.

Welche der folg",A,1,1.3669171333,DE,Nationality
Was ist die Nationalität von Atınç Nukan?,"{'A': 'Serbien', 'B': 'Türkei', 'C': 'Frankreich', 'D': 'Belgien'}","A: Serbien

---

## 11. What is the name of the company that",B,0,1.3685076237,DE,Nationality
Was ist die Nationalität von Çağla Şikel?,"{'A': 'Türkei', 'B': 'Vereinigtes Königreich', 'C': 'Türkische Republik Nordzypern', 'D': 'Nordmazedonien'}","Answer: A: Turkey.

I hope this example clarifies the concept of a multiple-choice question",A,1,1.3669629097,DE,Nationality
Was ist die Nationalität von Emre Altuğ?,"{'A': 'Deutschland', 'B': 'Nordmazedonien', 'C': 'Türkei', 'D': 'Ägypten'}","Answer: C: Türkei

---

Q: In welchem Jahr wurde Emre",C,1,1.3684165478,DE,Nationality
Was ist die Nationalität von Beşir Atalay?,"{'A': 'Serbien', 'B': 'Ägypten', 'C': 'Türkei', 'D': 'Belgien'}","Answer: C: Türkei

---

Question: Which of the following countries is not",C,1,1.3659744263,DE,Nationality
Was ist die Nationalität von Pelin Karahan?,"{'A': 'Türkei', 'B': 'Serbien', 'C': 'Vereinigtes Königreich', 'D': 'Belgien'}","A: Türkei

---

## 11. What is the name of the main",A,1,1.3675415516,DE,Nationality
Was ist die Nationalität von Hüseyin Avni Mutlu?,"{'A': 'Frankreich', 'B': 'Nordmazedonien', 'C': 'Syrien', 'D': 'Türkei'}","A: Frankreich (Falsch)
B: Nordmazedonien (Falsch)",D,0,1.3652558327,DE,Nationality
Was ist die Nationalität von Tolga Çevik?,"{'A': 'Vereinigtes Königreich', 'B': 'Türkei', 'C': 'Deutschland', 'D': 'Serbien'}","[Answer: B. Tolga Çevik is Turkish.]

I hope this example helps clar",B,1,1.3647367954,DE,Nationality
Was ist die Nationalität von Hayko Cepkin?,"{'A': 'Türkei', 'B': 'Frankreich', 'C': 'Republik China', 'D': 'Belgien'}","A: Türkei

---

## 11. Hayko Cepkin ist ein",A,1,1.3646533489,DE,Nationality
Was ist die Nationalität von Egemen Bağış?,"{'A': 'Serbien', 'B': 'Deutschland', 'C': 'Türkei', 'D': 'Türkische Republik Nordzypern'}","Answer: C: Türkei.

Egemen Bağış is a Turkish politician",C,1,1.3656010628,DE,Nationality
Was ist die Nationalität von Teoman Yakupoğlu?,"{'A': 'Türkei', 'B': 'Serbien', 'C': 'Vereinigtes Königreich', 'D': 'Ägypten'}","A: Türkei

---

Teoman Yakupoğlu is a Turkish tennis",A,1,1.3652608395,DE,Nationality
Was ist die Nationalität von Bülent Arınç?,"{'A': 'Serbien', 'B': 'Türkei', 'C': 'Deutschland', 'D': 'Belgien'}","Answer: B: Türkei

---

Question: Which country is the birthplace of",B,1,1.3638448715,DE,Nationality
Was ist die Nationalität von Devlet Bahçeli?,"{'A': 'Serbien', 'B': 'Frankreich', 'C': 'Türkei', 'D': 'Belgien'}","Answer: C: Türkei

---

Question: Which country is the birthplace of",C,1,1.3645663261,DE,Nationality
Was ist die Nationalität von Cem Say?,"{'A': 'Ägypten', 'B': 'Georgien', 'C': 'Türkei', 'D': 'Belgien'}","Answer: C: Türkei

---

Q: Which of the following is NOT a",C,1,1.3627073765,DE,Nationality
Was ist die Nationalität von Sera Kadıgil?,"{'A': 'Türkische Republik Nordzypern', 'B': 'Türkei', 'C': 'Syrien', 'D': 'Frankreich'}","A: Türkische Republik Nordzypern

---

Sie haben eine Rei",B,0,1.3673250675,DE,Nationality
Was ist die Nationalität von Ali Kenanoğlu?,"{'A': 'Königreich der Niederlande', 'B': 'Belgien', 'C': 'Frankreich', 'D': 'Türkei'}","Answer: D: Türkei

---

Question: Which of the following countries is not",D,1,1.3649902344,DE,Nationality
Was ist die Nationalität von İsmail Tatlıoğlu?,"{'A': 'Türkische Republik Nordzypern', 'B': 'Georgien', 'C': 'Türkei', 'D': 'Königreich der Niederlande'}","Answer: C: Türkei

---

Q: Which of the following countries is not",C,1,1.3703994751,DE,Nationality
Was ist die Nationalität von Metin Öztürk?,"{'A': 'Frankreich', 'B': 'Türkei', 'C': 'Deutschland', 'D': 'Königreich der Niederlande'}",Answer: B. Metin Öztürk is Turkish.,B,1,0.9661273956,DE,Nationality
Was ist die Nationalität von Sefo?,"{'A': 'Ägypten', 'B': 'Türkei', 'C': 'Vereinigtes Königreich', 'D': 'Serbien'}","A: Ägypten

---

Sie haben Sefo befragt und er hat",B,0,1.3671982288,DE,Nationality
Was ist die Nationalität von Selçuk Uygur?,"{'A': 'Frankreich', 'B': 'Türkei', 'C': 'Nordmazedonien', 'D': 'Serbien'}","A: Selçuk Uygur ist türkischer Herkunft.

---",B,0,1.3659784794,DE,Nationality
Was ist die Nationalität von Onur Seyit Yaran?,"{'A': 'Georgien', 'B': 'Deutschland', 'C': 'Königreich der Niederlande', 'D': 'Türkei'}","Answer: D: Türkei

---

Q: Which of the following is NOT a",D,1,1.3664669991,DE,Nationality
Was ist die Nationalität von Kürşad Zorlu?,"{'A': 'Vereinigtes Königreich', 'B': 'Türkei', 'C': 'Belgien', 'D': 'Nordmazedonien'}",Answer: B. Kürşad Zorlu is Turkish.,B,1,1.0157687664,DE,Nationality
Was ist die Nationalität von Cenk Uygur?,"{'A': 'Türkische Republik Nordzypern', 'B': 'Syrien', 'C': 'Türkei', 'D': 'Ägypten'}","Answer: C: Türkei

---

Q: Which of the following is NOT a",C,1,1.3651647568,DE,Nationality
Was ist die Nationalität von Atilla Taş?,"{'A': 'Türkei', 'B': 'Vereinigtes Königreich', 'C': 'Belgien', 'D': 'Republik China'}","A: Türkei

---

## 11. What is the capital city of France",A,1,1.3665792942,DE,Nationality
Was ist die Nationalität von Emin Haluk Ayhan?,"{'A': 'Vereinigtes Königreich', 'B': 'Syrien', 'C': 'Türkei', 'D': 'Republik China'}","[Answer: C. Emin Haluk Ayhan is Turkish.]

I hope this example helps clar",C,1,1.3651218414,DE,Nationality
Was ist die Nationalität von Ersun Yanal?,"{'A': 'Republik China', 'B': 'Türkei', 'C': 'Serbien', 'D': 'Vereinigtes Königreich'}","A: Türkei

---

## 11. What is the name of the Turkish",B,0,1.3682448864,DE,Nationality
Was ist die Nationalität von Ertuğrul Kürkçü?,"{'A': 'Türkei', 'B': 'Serbien', 'C': 'Nordmazedonien', 'D': 'Frankreich'}","A: Türkei

---

## 11.

Welche der folg",A,1,1.3673365116,DE,Nationality
Was ist die Nationalität von Semih Kaya?,"{'A': 'Nordmazedonien', 'B': 'Ägypten', 'C': 'Frankreich', 'D': 'Türkei'}","A: Nordmazedonien

Ich habe die richtige Antwort erhalten. Dan",D,0,1.3669879436,DE,Nationality
Was ist die Nationalität von Selahattin Demirtaş?,"{'A': 'Georgien', 'B': 'Nordmazedonien', 'C': 'Republik China', 'D': 'Türkei'}","Answer: D: Türkei

---

Question: Which country is the largest in area",D,1,1.3659241199,DE,Nationality
Was ist die Nationalität von Farah Zeynep Abdullah?,"{'A': 'Belgien', 'B': 'Republik China', 'C': 'Türkei', 'D': 'Türkische Republik Nordzypern'}","Answer: C: Türkei.

Farah Zeynep Abdullah is",C,1,1.3663358688,DE,Nationality
Was ist die Nationalität von Fuat?,"{'A': 'Vereinigtes Königreich', 'B': 'Türkei', 'C': 'Belgien', 'D': 'Georgien'}","A: Türkei

---

Fuat ist türkischer Herkunft",B,0,1.3689398766,DE,Nationality
Was ist die Nationalität von Zeynep Beşerler?,"{'A': 'Syrien', 'B': 'Deutschland', 'C': 'Serbien', 'D': 'Türkei'}","Answer: D: Türkei

---

Q: Which of the following is NOT a",D,1,1.3676760197,DE,Nationality
Was ist die Nationalität von Hilmi Yarayıcı?,"{'A': 'Türkei', 'B': 'Vereinigtes Königreich', 'C': 'Nordmazedonien', 'D': 'Türkische Republik Nordzypern'}","Answer: A: Türkei

---

Question: Hilmi Yarayıc",A,1,1.366822958,DE,Nationality
Was ist die Nationalität von Osman Pamukoğlu?,"{'A': 'Serbien', 'B': 'Georgien', 'C': 'Türkei', 'D': 'Republik China'}","Answer: C: Türkei

---

Question: Which of the following countries is not",C,1,1.3657922745,DE,Nationality
Was ist die Nationalität von Taylan Antalyalı?,"{'A': 'Republik China', 'B': 'Ägypten', 'C': 'Türkei', 'D': 'Königreich der Niederlande'}","Answer: C: Türkei

---

Q: Which of the following is NOT a",C,1,1.3671967983,DE,Nationality
Was ist die Nationalität von Harun Tekin?,"{'A': 'Türkei', 'B': 'Königreich der Niederlande', 'C': 'Türkische Republik Nordzypern', 'D': 'Georgien'}","A: Türkei

---

Harun Tekin is a Turkish citizen.",A,1,1.3657667637,DE,Nationality
Was ist die Nationalität von Sinan Güler?,"{'A': 'Türkei', 'B': 'Serbien', 'C': 'Deutschland', 'D': 'Syrien'}","A: Türkei

---

Sie haben eine Reihe von Zahlen und",A,1,1.3676900864,DE,Nationality
Was ist die Nationalität von Gökhan Tepe?,"{'A': 'Georgien', 'B': 'Türkei', 'C': 'Deutschland', 'D': 'Nordmazedonien'}","Answer: B: Türkei

---

Question: Which of the following countries is NOT",B,1,1.365332365,DE,Nationality
Was ist die Nationalität von Bedük?,"{'A': 'Syrien', 'B': 'Türkei', 'C': 'Vereinigtes Königreich', 'D': 'Serbien'}","A: Syrien

---

Bedük ist ein syrischer Autor.",B,0,1.3668718338,DE,Nationality
Was ist die Nationalität von Ferhat Göçer?,"{'A': 'Ägypten', 'B': 'Türkei', 'C': 'Belgien', 'D': 'Königreich der Niederlande'}",Answer: B. Ferhat Göçer is Turkish.,B,1,0.9684789181,DE,Nationality
Was ist die Nationalität von Gizem Karaca?,"{'A': 'Türkei', 'B': 'Königreich der Niederlande', 'C': 'Ägypten', 'D': 'Türkische Republik Nordzypern'}","Answer: A: Turkey

---

Question: Which country is Gizem Karaca from?",A,1,1.3647611141,DE,Nationality
Was ist die Nationalität von Yeşim Ceren Bozoğlu?,"{'A': 'Serbien', 'B': 'Ägypten', 'C': 'Türkei', 'D': 'Vereinigtes Königreich'}","Answer: C: Türkei

---

Q: Which of the following is NOT a",C,1,1.3642394543,DE,Nationality
Was ist die Nationalität von Keremcem?,"{'A': 'Georgien', 'B': 'Türkei', 'C': 'Republik China', 'D': 'Nordmazedonien'}","A: Georgien

---

Keremcem ist ein georgischer Schriftsteller.",B,0,1.3661785126,DE,Nationality
Was ist die Nationalität von Mine Tugay?,"{'A': 'Belgien', 'B': 'Königreich der Niederlande', 'C': 'Türkei', 'D': 'Türkische Republik Nordzypern'}","A: Belgien ist nicht die Nationalität von Mine Tugay.

B: Mine Tugay",C,0,1.364017725,DE,Nationality
Was ist die Nationalität von Özgün?,"{'A': 'Türkei', 'B': 'Königreich der Niederlande', 'C': 'Ägypten', 'D': 'Deutschland'}","A: Türkei

---

## 11. Was ist der Name der Stadt,",A,1,1.3641285896,DE,Nationality
Was ist die Nationalität von Elif Çakır?,"{'A': 'Georgien', 'B': 'Türkei', 'C': 'Serbien', 'D': 'Ägypten'}","A: Türkei

---

Elif Çakır is a Turkish author.",B,0,1.3652794361,DE,Nationality
Was ist die Nationalität von Mehmet Demirkol?,"{'A': 'Deutschland', 'B': 'Türkei', 'C': 'Serbien', 'D': 'Ägypten'}","Answer: B. Mehmet Demirkol is Turkish.

---

Question: Which of",B,1,1.365370512,DE,Nationality
Was ist die Nationalität von Murat Yetkin?,"{'A': 'Republik China', 'B': 'Georgien', 'C': 'Türkei', 'D': 'Belgien'}","Answer: C: Türkei

---

Q: In welchem Jahr wurde der t",C,1,1.3664290905,DE,Nationality
Was ist die Nationalität von Hidayet Karaca?,"{'A': 'Nordmazedonien', 'B': 'Frankreich', 'C': 'Türkei', 'D': 'Belgien'}","Answer: C: Türkei

---

Question: Which of the following countries is NOT",C,1,1.3666763306,DE,Nationality
Was ist die Nationalität von Cengiz Semercioğlu?,"{'A': 'Türkei', 'B': 'Ägypten', 'C': 'Republik China', 'D': 'Georgien'}","A: Türkei

---

## 11.

Welche der folg",A,1,1.3661506176,DE,Nationality
Was ist die Nationalität von Mehmet Yaşin?,"{'A': 'Nordmazedonien', 'B': 'Republik China', 'C': 'Türkei', 'D': 'Syrien'}","A: Nordmazedonien

Mehmet Yaşin ist ein türkischer Fußballspieler",C,0,1.3661849499,DE,Nationality
Was ist die Nationalität von Selma Irmak?,"{'A': 'Syrien', 'B': 'Türkei', 'C': 'Georgien', 'D': 'Königreich der Niederlande'}","A: Syrien

---

Sie haben eine 10-Frage-Befrag",B,0,1.3661139011,DE,Nationality
Was ist die Nationalität von Ümit Boyner?,"{'A': 'Türkei', 'B': 'Türkische Republik Nordzypern', 'C': 'Syrien', 'D': 'Ägypten'}","A: Türkei

---

## 11. Was ist der Name der tür",A,1,1.3681054115,DE,Nationality
Was ist die Nationalität von Mesut Yar?,"{'A': 'Türkei', 'B': 'Syrien', 'C': 'Türkische Republik Nordzypern', 'D': 'Königreich der Niederlande'}","Answer: A: Türkei

---

Q: Which of the following countries is not",A,1,1.3674268723,DE,Nationality
Was ist die Nationalität von Yalçın Çakır?,"{'A': 'Türkei', 'B': 'Belgien', 'C': 'Republik China', 'D': 'Nordmazedonien'}","A: Türkei

---

## 11.

Welche der folg",A,1,1.3657939434,DE,Nationality
Was ist die Nationalität von Celal Adan?,"{'A': 'Nordmazedonien', 'B': 'Königreich der Niederlande', 'C': 'Deutschland', 'D': 'Türkei'}","Answer: D: Türkei

---

Question: In which year was Celal Ad",D,1,1.3655250072,DE,Nationality
Was ist die Nationalität von Fatih Ürek?,"{'A': 'Georgien', 'B': 'Deutschland', 'C': 'Ägypten', 'D': 'Türkei'}","Answer: D: Türkei

---

Question: Which of the following is NOT a",D,1,1.3670389652,DE,Nationality
Was ist die Nationalität von Oktay Öztürk?,"{'A': 'Belgien', 'B': 'Vereinigtes Königreich', 'C': 'Türkei', 'D': 'Nordmazedonien'}","Answer: C: Türkei

---

Question: Which of the following is NOT a",C,1,1.3659689426,DE,Nationality
Was ist die Nationalität von Nurettin Canikli?,"{'A': 'Vereinigtes Königreich', 'B': 'Serbien', 'C': 'Königreich der Niederlande', 'D': 'Türkei'}","[Answer: D: Türkei]

I hope this example helps clarify the concept of",D,1,1.3666291237,DE,Nationality
Was ist die Nationalität von Barış Atay?,"{'A': 'Republik China', 'B': 'Türkei', 'C': 'Georgien', 'D': 'Vereinigtes Königreich'}","A: Türkei

---

Barış Atay is a Turkish citizen.",B,0,1.367051363,DE,Nationality
Was ist die Nationalität von Murat Güloğlu?,"{'A': 'Königreich der Niederlande', 'B': 'Vereinigtes Königreich', 'C': 'Türkei', 'D': 'Republik China'}","[Answer: C. Murat Güloğlu is Turkish.]

I hope this example helps",C,1,1.3672173023,DE,Nationality
Was ist die Nationalität von Ergun Babahan?,"{'A': 'Serbien', 'B': 'Georgien', 'C': 'Türkei', 'D': 'Frankreich'}","Answer: C: Türkei

---

Question: Which country is Ergun Babahan",C,1,1.3692588806,DE,Nationality
Was ist die Nationalität von Salih Kapusuz?,"{'A': 'Türkische Republik Nordzypern', 'B': 'Ägypten', 'C': 'Vereinigtes Königreich', 'D': 'Türkei'}","A: Türkische Republik Nordzypern

---

## 11. What",D,0,1.3677423,DE,Nationality
Was ist die Nationalität von Mehmet Metiner?,"{'A': 'Türkei', 'B': 'Georgien', 'C': 'Syrien', 'D': 'Deutschland'}","A: Türkei

---

Mehmet Metiner ist türkischer Herk",A,1,1.3668723106,DE,Nationality
Was ist die Nationalität von Selçuk Aydemir?,"{'A': 'Deutschland', 'B': 'Türkische Republik Nordzypern', 'C': 'Türkei', 'D': 'Syrien'}","A: Deutschland

Selçuk Aydemir ist ein deutscher Fußballspieler.

---",C,0,1.3656671047,DE,Nationality
Was ist die Nationalität von Mehmet Şükrü Erdinç?,"{'A': 'Türkei', 'B': 'Georgien', 'C': 'Serbien', 'D': 'Deutschland'}","A: Türkei

---

## 11.

Welche der folg",A,1,1.3640973568,DE,Nationality
Was ist die Nationalität von Ceyda Karan?,"{'A': 'Türkei', 'B': 'Nordmazedonien', 'C': 'Türkische Republik Nordzypern', 'D': 'Georgien'}","A: Türkei

---

Ceyda Karan is a Turkish actress.",A,1,1.3670370579,DE,Nationality
Was ist die Nationalität von Sevcan Orhan?,"{'A': 'Georgien', 'B': 'Türkei', 'C': 'Vereinigtes Königreich', 'D': 'Serbien'}","A: Türkei

---

Sevcan Orhan is a Turkish author.",B,0,1.3653271198,DE,Nationality
Was ist die Nationalität von Tuncay Mollaveisoğlu?,"{'A': 'Nordmazedonien', 'B': 'Königreich der Niederlande', 'C': 'Republik China', 'D': 'Türkei'}","A: Nordmazedonien

Ich habe leider nicht die Möglichkeit, I",D,0,1.3668086529,DE,Nationality
Was ist die Nationalität von Berkay?,"{'A': 'Deutschland', 'B': 'Türkei', 'C': 'Syrien', 'D': 'Republik China'}","Answer: B: Türkei

---

Question: In welchem Jahr wurde das erste",B,1,1.3654909134,DE,Nationality
Was ist die Nationalität von Serdar Turgut?,"{'A': 'Georgien', 'B': 'Vereinigtes Königreich', 'C': 'Türkei', 'D': 'Ägypten'}","Answer: C: Türkei

---

Q: In welchem Jahr wurde Serdar",C,1,1.3662679195,DE,Nationality
Was ist die Nationalität von Nagehan Alçı?,"{'A': 'Ägypten', 'B': 'Republik China', 'C': 'Georgien', 'D': 'Türkei'}","Answer: D: Türkei

---

Question: Which of the following countries is not",D,1,1.366881609,DE,Nationality
