Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
Wurde Taihu Rock and Banana Plant von Choe Chi-won erstellt?,Answer: Falsch. Tai,False,1,DE,0.5850784779,Artist
Wurde Taihu Rock and Banana Plant im Jahr 1831 fertiggestellt?,Answer: Falsch. Tai,True,0,DE,0.5854465961,Year
Wurde Snowy Landscape von Karel Pokorný erstellt?,Answer: Falsch. Snow,False,1,DE,0.5840728283,Artist
Wurde Snowy Landscape im Jahr 1824 fertiggestellt?,Answer: Falsch. Snow,True,0,DE,0.585875988,Year
Wurde Oxen and Herdboy von Luigi Rusca erstellt?,Answer: Falsch. Ox,False,1,DE,0.5845484734,Artist
Wurde Oxen and Herdboy im Jahr 1911 fertiggestellt?,Answer: Falsch.,False,1,DE,0.5855534077,Year
Wurde “The Oak Tree” (Kashiwagi) von Michail Jakimovitsj Gritsjuk erstellt?,"Answer: Falsch. """,False,1,DE,0.5851407051,Artist
Wurde “The Oak Tree” (Kashiwagi) im Jahr 1590 fertiggestellt?,"Answer: Falsch. """,True,0,DE,0.5852646828,Year
Wurde “Mistflowers” (Fujibakama) von Karlen Nurijanyan erstellt?,"Answer: False. ""Mist",False,1,DE,0.5861854553,Artist
Wurde “Mistflowers” (Fujibakama) im Jahr 1594 fertiggestellt?,"Answer: Falsch. """,True,0,DE,0.5854506493,Year
Wurde Spring Landscape von Maxín Picallo erstellt?,Answer: Falsch. Max,False,1,DE,0.5846655369,Artist
Wurde Spring Landscape im Jahr 1844 fertiggestellt?,Answer: Falsch. Spring,True,0,DE,0.5857622623,Year
Wurde Breaking a Plum Branch on a Snowy Night;  Bamboo in Snow von Peter Clodt von Jürgensburg erstellt?,Answer: Falsch. Peter,False,1,DE,0.5875785351,Artist
Wurde Breaking a Plum Branch on a Snowy Night;  Bamboo in Snow im Jahr 1845 fertiggestellt?,Answer: Falsch.,True,0,DE,0.5878863335,Year
Wurde Eguchi no Kimi von Katsukawa Shuntei erstellt?,Answer: Falsch. Eg,True,0,DE,0.586700201,Artist
Wurde Eguchi no Kimi im Jahr 1864 fertiggestellt?,Answer: Falsch. Eg,False,1,DE,0.5852899551,Year
Wurde Young Woman on a Veranda von Victorio Macho erstellt?,Answer: Falsch. Young,False,1,DE,0.5860934258,Artist
Wurde Young Woman on a Veranda im Jahr 1859 fertiggestellt?,"Answer: False. The painting """,False,1,DE,0.5854353905,Year
"Wurde ""Evening Faces"" (Yūgao) chapter from The Tale of Genji (Genji monogatari) von Kawamata Tsunemasa erstellt?",Answer: Falsch. The,True,0,DE,0.6167502403,Artist
"Wurde ""Evening Faces"" (Yūgao) chapter from The Tale of Genji (Genji monogatari) im Jahr -032 fertiggestellt?",Answer: False. The Tale,False,1,DE,0.5881352425,Year
Wurde Travellers in Cold Mountains von Hine Taizan erstellt?,"Answer: Ja, Travellers",True,0,DE,0.585773468,Artist
Wurde Travellers in Cold Mountains im Jahr 1901 fertiggestellt?,Answer: Falsch. Tr,False,1,DE,0.5855388641,Year
Wurde Kiku Jidō (Chrysanthemum Boy) von Jerzy Sobociński erstellt?,Answer: Falsch. Jer,False,1,DE,0.58822155,Artist
Wurde Kiku Jidō (Chrysanthemum Boy) im Jahr 1780 fertiggestellt?,Answer: Falsch. K,True,0,DE,0.5864667892,Year
"Wurde The Third Princess with her Cat, from the ""New Herbs I"" (Wakana I) chapter The Tale of Genji (Genji monogatari} von Settei erstellt?","Answer:

Falsch",True,0,DE,0.6164255142,Artist
"Wurde The Third Princess with her Cat, from the ""New Herbs I"" (Wakana I) chapter The Tale of Genji (Genji monogatari} im Jahr 1749 fertiggestellt?",Answer: False. The Third Princess,True,0,DE,0.6178750992,Year
Wurde Zhou Maoshu Admiring Lotuses von João Maximiano Mafra erstellt?,Answer: Falsch. Z,False,1,DE,0.5858232975,Artist
Wurde Zhou Maoshu Admiring Lotuses im Jahr 1832 fertiggestellt?,"A. Wahr
B. F",False,0,DE,0.5856144428,Year
Wurde Maple Viewers von Kanō Hideyori erstellt?,Answer: Falsch. Map,True,0,DE,0.5847892761,Artist
Wurde Maple Viewers im Jahr None fertiggestellt?,"A. Wahr
B. F",True,1,DE,0.5850157738,Year
"Wurde Princess Ogimi from the ""Bridge Maiden"" (Hashihime)  chapter from The Tale of Genji (Genji Monogatari) von Hishikawa Waō erstellt?",Answer: Falsch. Princess,True,0,DE,0.6158833504,Artist
"Wurde Princess Ogimi from the ""Bridge Maiden"" (Hashihime)  chapter from The Tale of Genji (Genji Monogatari) im Jahr 1976 fertiggestellt?",Answer: Falsch. The,False,1,DE,0.6172168255,Year
Wurde Hawks (Taka zu) von Soga Nichokuan erstellt?,Answer: Falsch. S,True,0,DE,0.5848948956,Artist
Wurde Hawks (Taka zu) im Jahr 1650 fertiggestellt?,Answer: Falsch. Die,True,0,DE,0.5859897137,Year
Wurde Calabash Flowers and Beetle von Le Corbusier erstellt?,Answer: Falsch. Cal,False,1,DE,0.5852389336,Artist
Wurde Calabash Flowers and Beetle im Jahr 1819 fertiggestellt?,Answer: Falsch. Cal,True,0,DE,0.5862152576,Year
Wurde Carp and Waterweeds von Yōgetsu erstellt?,A: Falsch. Carp,True,0,DE,0.5853991508,Artist
Wurde Carp and Waterweeds im Jahr 1895 fertiggestellt?,Answer: Falsch. Car,False,1,DE,0.5854885578,Year
Wurde Illustrated Biography of Prince Shotoku von Hata no Chitei erstellt?,Comment: I'm not sure I,True,0,DE,0.5864665508,Artist
Wurde Illustrated Biography of Prince Shotoku im Jahr 2002 fertiggestellt?,Answer: Falsch.,False,1,DE,0.585214138,Year
Wurde Procession of Insects von Nishiyama Kan'ei erstellt?,Answer: Wahr. Procession,True,1,DE,0.5857975483,Artist
Wurde Procession of Insects im Jahr 1865 fertiggestellt?,Answer: Falsch. Process,True,0,DE,0.5856974125,Year
Wurde Landscape von Unkoku Tōban erstellt?,Answer: Wahr. Landscape,True,1,DE,0.5846555233,Artist
Wurde Landscape im Jahr 1657 fertiggestellt?,Answer: Falsch. Land,True,0,DE,0.5853917599,Year
Wurde Boy with Cow at the River's Edge von Hashimoto Gahō erstellt?,"Wahr

Hashimoto G",True,1,DE,0.5853934288,Artist
Wurde Boy with Cow at the River's Edge im Jahr 1644 fertiggestellt?,Answer: Falsch. Boy,False,1,DE,0.5860114098,Year
Wurde Lake and Mountains von Hashimoto Gahō erstellt?,"Wahr

Hashimoto G",True,1,DE,0.5854892731,Artist
Wurde Lake and Mountains im Jahr 1887 fertiggestellt?,Answer: Falsch. Lake,True,0,DE,0.5857019424,Year
Wurde Snow Landscape von Hashimoto Gahō erstellt?,"Wahr

Snow Landscape",True,1,DE,0.5854525566,Artist
Wurde Snow Landscape im Jahr 1979 fertiggestellt?,Answer: Falsch. Snow,False,1,DE,0.587293148,Year
Wurde Album of Fifty-four Sketches von Alfred Huber erstellt?,Answer: Falsch. Album,False,1,DE,0.5852594376,Artist
Wurde Album of Fifty-four Sketches im Jahr 1871 fertiggestellt?,Answer: False. The Album of,False,1,DE,0.5855355263,Year
Wurde Courtesan and  Two Attendants on New Year's Day von Isoda Koryūsai erstellt?,Answer: Wahr.,True,1,DE,0.5841898918,Artist
Wurde Courtesan and  Two Attendants on New Year's Day im Jahr 1807 fertiggestellt?,"A. Ja
B. Nein",False,0,DE,0.5853004456,Year
Wurde Courtesan-Dancer (Shirabyōshi) for the New Year von Isoda Koryūsai erstellt?,Answer: Wahr.,True,1,DE,0.5868661404,Artist
Wurde Courtesan-Dancer (Shirabyōshi) for the New Year im Jahr 1776 fertiggestellt?,Answer: Falsch. Shir,True,0,DE,0.5864007473,Year
Wurde Mother and Child at Play von Liss Eriksson erstellt?,"A: Wahr.

M",False,0,DE,0.5841927528,Artist
Wurde Mother and Child at Play im Jahr 1762 fertiggestellt?,Answer: False. Mother and Child,True,0,DE,0.5847866535,Year
Wurde Egrets and Cotton Roses von Tosa Mitsuoki erstellt?,Answer: Falsch. T,True,0,DE,0.5850322247,Artist
Wurde Egrets and Cotton Roses im Jahr 1666 fertiggestellt?,Answer: Falsch. E,True,0,DE,0.5860068798,Year
Wurde Brown-Eared Bulbul (Hiyodori) on a Branch of Plum von Kanō Shōei erstellt?,Answer: Falsch. The,True,0,DE,0.5866029263,Artist
Wurde Brown-Eared Bulbul (Hiyodori) on a Branch of Plum im Jahr 1550 fertiggestellt?,Answer: False. The Brown-,True,0,DE,0.5867948532,Year
"Wurde Nunobiki Waterfall, Mount Yoshino, and Tatsuta River von Kanō Tsunenobu erstellt?",Answer: Falsch. N,True,0,DE,0.5871491432,Artist
"Wurde Nunobiki Waterfall, Mount Yoshino, and Tatsuta River im Jahr None fertiggestellt?",Answer: Falsch. N,True,0,DE,0.586127758,Year
Wurde Luring the Sun Goddess Amaterasu Out of a Cave; Death of the Historical Buddha (Nehan-zu) von Kōno Bairei erstellt?,Comment: この絵,True,0,DE,0.5884969234,Artist
Wurde Luring the Sun Goddess Amaterasu Out of a Cave; Death of the Historical Buddha (Nehan-zu) im Jahr 1883 fertiggestellt?,"A. Wahr
B. F",True,1,DE,0.6175379753,Year
"Wurde The Third Princess and a Cat, from the ""New Herbs I"" (Wakana I) chapter The Tale of Genji (Genji monogatari} von Frank Gehry erstellt?",Answer: False. The Third Princess,False,1,DE,0.6168582439,Artist
"Wurde The Third Princess and a Cat, from the ""New Herbs I"" (Wakana I) chapter The Tale of Genji (Genji monogatari} im Jahr 1749 fertiggestellt?","Answer:

False. The",True,0,DE,0.6175022125,Year
Wurde Gyoran Kannon von Miyagawa Chōshun erstellt?,Answer: Falsch. Gy,True,0,DE,0.5857853889,Artist
Wurde Gyoran Kannon im Jahr 1741 fertiggestellt?,Answer: Falsch. Gy,True,0,DE,0.5857408047,Year
Wurde Carp swimming von Johannes Schilling erstellt?,Answer: Falsch. Car,False,1,DE,0.5844430923,Artist
Wurde Carp swimming im Jahr 1821 fertiggestellt?,"A: Falsch

---",False,1,DE,0.5849907398,Year
Wurde Goldfish von Leonardo Bistolfi erstellt?,Answer: Falsch. Gold,False,1,DE,0.584995985,Artist
Wurde Goldfish im Jahr 1935 fertiggestellt?,Answer: Falsch. Gold,False,1,DE,0.5847632885,Year
Wurde Fishes von Edvard Eriksen erstellt?,Answer: Wahr. Edvard,False,0,DE,0.5849263668,Artist
Wurde Fishes im Jahr 1887 fertiggestellt?,Answer: Falsch. F,True,0,DE,0.5850746632,Year
Wurde Jumping fish von Josef Václav Myslbek erstellt?,Answer: Falsch. J,False,1,DE,0.5865161419,Artist
Wurde Jumping fish im Jahr 1887 fertiggestellt?,Answer: Falsch. J,True,0,DE,0.5853464603,Year
Wurde Eagle in a Tree von Watanabe Shōtei erstellt?,Answer: Falsch. E,True,0,DE,0.5845894814,Artist
Wurde Eagle in a Tree im Jahr 2010 fertiggestellt?,Answer: Falsch. E,False,1,DE,0.5856099129,Year
Wurde Flying Goose von Watanabe Shōtei erstellt?,Answer: Falsch. F,True,0,DE,0.5857071877,Artist
Wurde Flying Goose im Jahr 1887 fertiggestellt?,Answer: Falsch. F,True,0,DE,0.5849103928,Year
Wurde Ducks in the Rushes von Watanabe Shōtei erstellt?,Answer: Falsch. D,True,0,DE,0.5864565372,Artist
Wurde Ducks in the Rushes im Jahr -032 fertiggestellt?,Answer: False. The earliest known,False,1,DE,0.5851452351,Year
Wurde Birds on a Branch von Watanabe Shōtei erstellt?,"Wahr.

Birds",True,1,DE,0.5852291584,Artist
Wurde Birds on a Branch im Jahr 1810 fertiggestellt?,Answer: False. Birds on,False,1,DE,0.5849072933,Year
Wurde Rooster and Hen with Chicks von Vilhelm Dahlerup erstellt?,Answer: Falsch. Ro,False,1,DE,0.5854766369,Artist
Wurde Rooster and Hen with Chicks im Jahr 1887 fertiggestellt?,Answer: Falsch. Ro,True,0,DE,0.5854725838,Year
"Wurde Roses, Young Bird and a Butterfly von Watanabe Shōtei erstellt?",Answer: Falsch. Ros,True,0,DE,0.5857698917,Artist
"Wurde Roses, Young Bird and a Butterfly im Jahr 1887 fertiggestellt?",Answer: Falsch. Ros,True,0,DE,0.58497262,Year
Wurde Egrets at the Water's Edge von Oleg Konstantinowitsch Komow erstellt?,Answer: Ja (Yes),False,0,DE,0.585047245,Artist
Wurde Egrets at the Water's Edge im Jahr 1885 fertiggestellt?,Answer: Falsch. E,False,1,DE,0.5854609013,Year
Wurde Three Birds on Branch von Stanisław Sikora erstellt?,"Wahr.

Three Birds",False,0,DE,0.5852591991,Artist
Wurde Three Birds on Branch im Jahr 1887 fertiggestellt?,Answer: Falsch. Three,True,0,DE,0.5857374668,Year
Wurde Pigeons in a Tree von Alexander Handyside Ritchie erstellt?,"Answer: Ja, Pigeons",False,0,DE,0.5851888657,Artist
Wurde Pigeons in a Tree im Jahr 1887 fertiggestellt?,Answer: Falsch. P,True,0,DE,0.585807085,Year
Wurde Bird Catching Fish Among Reeds von Watanabe Shōtei erstellt?,"Wahr.

Bird C",True,1,DE,0.5856640339,Artist
Wurde Bird Catching Fish Among Reeds im Jahr 1887 fertiggestellt?,Answer: Falsch. Bird,True,0,DE,0.5860755444,Year
Wurde Duck von George Segal erstellt?,Answer: Falsch. George,False,1,DE,0.5868618488,Artist
Wurde Duck im Jahr 1887 fertiggestellt?,Answer: Falsch. D,True,0,DE,0.5853209496,Year
Wurde Bird on Branch Watching Spider von Watanabe Shōtei erstellt?,"Wahr

Bird on Branch",True,1,DE,0.5851118565,Artist
Wurde Bird on Branch Watching Spider im Jahr 1887 fertiggestellt?,Answer: Falsch. Bird,True,0,DE,0.5861878395,Year
Wurde Egrets in a Tree at Night von Watanabe Shōtei erstellt?,"Wahr.

Egrets",True,1,DE,0.5849044323,Artist
Wurde Egrets in a Tree at Night im Jahr 1822 fertiggestellt?,Answer: Falsch. E,False,1,DE,0.5845191479,Year
Wurde Birds and Flowers von Watanabe Shōtei erstellt?,"Wahr.

Birds",True,1,DE,0.5853762627,Artist
Wurde Birds and Flowers im Jahr 1887 fertiggestellt?,Answer: Falsch. Bird,True,0,DE,0.5850758553,Year
Wurde Sparrows Flying von Watanabe Shōtei erstellt?,Answer: Falsch. S,True,0,DE,0.5851607323,Artist
Wurde Sparrows Flying im Jahr 1887 fertiggestellt?,Answer: Falsch. S,True,0,DE,0.5846278667,Year
Wurde Birds on a Flowering Branch von Marian Konieczny erstellt?,"A. Wahr

B.",False,0,DE,0.5851690769,Artist
Wurde Birds on a Flowering Branch im Jahr 1887 fertiggestellt?,Answer: Falsch. Bird,True,0,DE,0.5854914188,Year
Wurde Crayfish von Jiři Sozanský erstellt?,Answer: Falsch. Ji,False,1,DE,0.5861213207,Artist
Wurde Crayfish im Jahr 1978 fertiggestellt?,Answer: Falsch. C,False,1,DE,0.5849893093,Year
"Wurde Peaches, Pomegranate, and Fingered Citron von Yamamoto Baiitsu erstellt?",Answer: Falsch. Yam,True,0,DE,0.5857517719,Artist
"Wurde Peaches, Pomegranate, and Fingered Citron im Jahr 1856 fertiggestellt?",Answer: Falsch.,False,1,DE,0.5857496262,Year
Wurde Autumn Flowers von Georg Rudolf Hengstenberg erstellt?,Answer: Falsch. Aut,False,1,DE,0.5856165886,Artist
Wurde Autumn Flowers im Jahr -024 fertiggestellt?,Answer: Falsch. The,False,1,DE,0.5852706432,Year
Wurde Plum Blossoms von Otto Panzner erstellt?,Answer: Falsch. Pl,False,1,DE,0.5854871273,Artist
Wurde Plum Blossoms im Jahr 1745 fertiggestellt?,Answer: Falsch. Pl,False,1,DE,0.5857856274,Year
"Wurde ""Refined Elegance in the Four Seasons"" (Shiji seiga), Album of Flower Paintings von Yamamoto Baiitsu erstellt?",Answer: Wahr.,True,1,DE,0.5872077942,Artist
"Wurde ""Refined Elegance in the Four Seasons"" (Shiji seiga), Album of Flower Paintings im Jahr 1844 fertiggestellt?","Answer: False. The album """,True,0,DE,0.588050127,Year
Wurde Egrets in a Lotus Pond von Yamamoto Baiitsu erstellt?,Answer: Wahr. Yamam,True,1,DE,0.5859696865,Artist
Wurde Egrets in a Lotus Pond im Jahr 1852 fertiggestellt?,Answer: Falsch. E,True,0,DE,0.585599184,Year
Wurde Landscapes of the Four Seasons von Takaku Aigai erstellt?,Answer: Falsch. Land,True,0,DE,0.5854370594,Artist
Wurde Landscapes of the Four Seasons im Jahr 1833 fertiggestellt?,Answer: Falsch. Land,True,0,DE,0.5861403942,Year
"Wurde ""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures) von Mirosław Kiciński erstellt?",Answer: Ja (Yes),False,0,DE,0.6168997288,Artist
"Wurde ""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures) im Jahr 1800 fertiggestellt?","Answer: Falsch. """,True,0,DE,0.616645813,Year
Wurde Daruma von Ivan Vitali erstellt?,Answer: Falsch. Dar,False,1,DE,0.5844583511,Artist
Wurde Daruma im Jahr 1749 fertiggestellt?,Answer: Falsch. Dar,True,0,DE,0.585078001,Year
Wurde Sparklers on Summer Evening von Sjarhej Bandarenka erstellt?,Answer: Ja (Yes),False,0,DE,0.585747242,Artist
Wurde Sparklers on Summer Evening im Jahr 1741 fertiggestellt?,Answer: False. Sparklers,True,0,DE,0.5854599476,Year
Wurde Courtesan Enjoying a Cool Summer Evening von Johann Georg Bendl erstellt?,"A. Wahr
B. F",False,0,DE,0.5855090618,Artist
Wurde Courtesan Enjoying a Cool Summer Evening im Jahr 1781 fertiggestellt?,"A. Ja
B. Nein",False,0,DE,0.5865273476,Year
Wurde Dutchman with a Servant von Französisch-Indochina erstellt?,Answer: Falsch. Dutch,False,1,DE,0.5862209797,Artist
Wurde Dutchman with a Servant im Jahr 1821 fertiggestellt?,"Answer: False. The novel """,False,1,DE,0.5858407021,Year
Wurde Cock and Hen von Gyokusho Kawabata erstellt?,Answer: Falsch. C,True,0,DE,0.5846633911,Artist
Wurde Cock and Hen im Jahr 1889 fertiggestellt?,Answer: Falsch. C,True,0,DE,0.5852439404,Year
Wurde Crane Among Reeds von Gyokusho Kawabata erstellt?,"Answer: Ja, Crane Among",True,0,DE,0.5860865116,Artist
Wurde Crane Among Reeds im Jahr 1889 fertiggestellt?,Answer: Falsch. Cr,True,0,DE,0.5854463577,Year
Wurde Squirrel Eating Chestnuts von Gyokusho Kawabata erstellt?,A: Falsch. Squir,True,0,DE,0.585713625,Artist
Wurde Squirrel Eating Chestnuts im Jahr 1889 fertiggestellt?,Answer: Falsch. S,True,0,DE,0.5859701633,Year
Wurde A Pair of Puppies von Gyokusho Kawabata erstellt?,A Pair of Puppies is,True,0,DE,0.5856971741,Artist
Wurde A Pair of Puppies im Jahr 1906 fertiggestellt?,Answer: Falsch. A,False,1,DE,0.588531971,Year
Wurde Bird at the Water's Edge von Gyokusho Kawabata erstellt?,"Wahr.

Bird at",True,1,DE,0.5862073898,Artist
Wurde Bird at the Water's Edge im Jahr 1889 fertiggestellt?,Answer: False. Bird at the,True,0,DE,0.5857086182,Year
Wurde Cat Seen from Behind von Gyokusho Kawabata erstellt?,Answer: Falsch. Cat,True,0,DE,0.5853054523,Artist
Wurde Cat Seen from Behind im Jahr 1868 fertiggestellt?,Answer: Falsch. Cat,True,0,DE,0.5857422352,Year
Wurde Pair of Ducks von Gyokusho Kawabata erstellt?,"Wahr

Pair of Ducks",True,1,DE,0.587184906,Artist
Wurde Pair of Ducks im Jahr 1889 fertiggestellt?,Answer: Falsch. P,True,0,DE,0.5854892731,Year
Wurde Small Birds and Bamboo von Gyokusho Kawabata erstellt?,Answer: Falsch. Small,True,0,DE,0.5868968964,Artist
Wurde Small Birds and Bamboo im Jahr 1426 fertiggestellt?,Answer: Falsch. Small,False,1,DE,0.5863029957,Year
Wurde River Scene with Rocky Hills in Background von Josef Václav Myslbek erstellt?,"A. Wahr
B. F",False,0,DE,0.5862550735,Artist
Wurde River Scene with Rocky Hills in Background im Jahr 1868 fertiggestellt?,"Answer: False. The painting """,True,0,DE,0.5866110325,Year
Wurde Landscape von Gyokusho Kawabata erstellt?,A: Falsch. Landscape,True,0,DE,0.5849020481,Artist
Wurde Landscape im Jahr 1965 fertiggestellt?,Answer: Falsch. Land,False,1,DE,0.5847580433,Year
Wurde Traveling by Moonlight von Gyokusho Kawabata erstellt?,A: Falsch. Traveling,True,0,DE,0.5859413147,Artist
Wurde Traveling by Moonlight im Jahr 1800 fertiggestellt?,Answer: Falsch. Travel,True,0,DE,0.585454464,Year
Wurde Blossoms by a River von Auguste de Montferrand erstellt?,Answer: Falsch. August,False,1,DE,0.5843708515,Artist
Wurde Blossoms by a River im Jahr 1800 fertiggestellt?,Answer: Falsch. Bl,True,0,DE,0.5849790573,Year
Wurde Bamboo in Snow von Kuwayama Gyokushū erstellt?,Answer: Falsch. B,True,0,DE,0.584138155,Artist
Wurde Bamboo in Snow im Jahr 1783 fertiggestellt?,Answer: Falsch. B,True,0,DE,0.5847463608,Year
Wurde Flowers and Birds of the Four Seasons von Martin Milmore erstellt?,Answer: Falsch. Flow,False,1,DE,0.5860602856,Artist
Wurde Flowers and Birds of the Four Seasons im Jahr 1850 fertiggestellt?,Answer: Falsch. Flow,True,0,DE,0.5855669975,Year
Wurde Puppeteer von Jerwand Kotschar erstellt?,Answer: Falsch. P,False,1,DE,0.583984375,Artist
Wurde Puppeteer im Jahr 1807 fertiggestellt?,Answer: Falsch. P,False,1,DE,0.5848667622,Year
Wurde Taking Shelter from the Rain von Hokuba erstellt?,Answer: Falsch. Taking,True,0,DE,0.5854260921,Artist
Wurde Taking Shelter from the Rain im Jahr 1822 fertiggestellt?,"Answer: False. The film """,True,0,DE,0.5851099491,Year
Wurde Five Beauties von Antonio Pisanello erstellt?,"Wahr

Antonio Pisan",False,0,DE,0.5839152336,Artist
Wurde Five Beauties im Jahr 1859 fertiggestellt?,Answer: Falsch. Five,False,1,DE,0.5847780704,Year
Wurde Green Peaks von Noro Kaiseki erstellt?,Answer: Falsch. Green,True,0,DE,0.5846333504,Artist
Wurde Green Peaks im Jahr 1893 fertiggestellt?,Answer: Falsch. Green,False,1,DE,0.5842151642,Year
Wurde Fantastic Rocks with Cascading Waterfall; Fishing Boats by a Lake Hamlet von Ben Enwonwu erstellt?,"A. Ja
B. Nein",False,0,DE,0.5887336731,Artist
Wurde Fantastic Rocks with Cascading Waterfall; Fishing Boats by a Lake Hamlet im Jahr 1780 fertiggestellt?,"Falsch.

Das",False,1,DE,0.5872170925,Year
Wurde Immortal Poet von Arthur Tarkhanyan erstellt?,Answer: Falsch. Imm,False,1,DE,0.5857954025,Artist
Wurde Immortal Poet im Jahr 1699 fertiggestellt?,"A. Ja
B. Nein",True,0,DE,0.5849127769,Year
"Wurde Zen Master with Meditation Staff, and Chinese-Style Landscapes von Nathan Rappaport erstellt?",A: Falsch. Nathan R,False,1,DE,0.5851914883,Artist
"Wurde Zen Master with Meditation Staff, and Chinese-Style Landscapes im Jahr 1822 fertiggestellt?",Answer: Falsch. Die,False,1,DE,0.5851359367,Year
Wurde Portrait of Daruma von Fūgai Ekun erstellt?,Answer: Falsch. Port,True,0,DE,0.5855722427,Artist
Wurde Portrait of Daruma im Jahr 1856 fertiggestellt?,Answer: False. Portrait of,False,1,DE,0.584482193,Year
Wurde Hotei Pointing at the Moon von Fūgai Ekun erstellt?,Answer: Falsch. H,True,0,DE,0.5844004154,Artist
Wurde Hotei Pointing at the Moon im Jahr 1650 fertiggestellt?,Answer: Falsch. H,True,0,DE,0.5854234695,Year
Wurde Plant and Seals von Yokoyama Seiki erstellt?,Answer: Falsch. Plant,True,0,DE,0.5850064754,Artist
Wurde Plant and Seals im Jahr 2019 fertiggestellt?,Answer: Falsch. Plant,False,1,DE,0.5869786739,Year
Wurde The Monk Daitō Kokushi as a Beggar von Arieh Elhanani erstellt?,Arieh Elhanani ist der,False,0,DE,0.5860028267,Artist
Wurde The Monk Daitō Kokushi as a Beggar im Jahr 1816 fertiggestellt?,Answer: Falsch. The,True,0,DE,0.5859091282,Year
Wurde Scene from the Tales of Ise: “Mount Utsu” (Utsu no yama) von Valerian Yanushkevich erstellt?,Answer: Falsch. Val,False,1,DE,0.5880050659,Artist
Wurde Scene from the Tales of Ise: “Mount Utsu” (Utsu no yama) im Jahr 1716 fertiggestellt?,Answer: Falsch. Die,True,0,DE,0.587792635,Year
Wurde Kabuki Theater von Aliaksandr Batwinionak erstellt?,Answer: Falsch. Kab,False,1,DE,0.5861225128,Artist
Wurde Kabuki Theater im Jahr 1765 fertiggestellt?,Answer: Falsch. Kab,False,1,DE,0.5853404999,Year
Wurde Horse Race at Kamo von Boško Kućanski erstellt?,Answer: Falsch. Horse,False,1,DE,0.5841417313,Artist
Wurde Horse Race at Kamo im Jahr 1973 fertiggestellt?,Answer: Falsch. Horse,False,1,DE,0.5847096443,Year
Wurde Eight Views of the Xiao and Xiang Rivers von Jerzy Sobociński erstellt?,"A. Wahr
B. F",False,0,DE,0.5848770142,Artist
Wurde Eight Views of the Xiao and Xiang Rivers im Jahr 1961 fertiggestellt?,"A. Wahr
B. F",False,0,DE,0.5852053165,Year
Wurde Shichirigahama and Enoshima von Utagawa Hiroshige erstellt?,Answer: Wahr. Utag,True,1,DE,0.5861785412,Artist
Wurde Shichirigahama and Enoshima im Jahr 2008 fertiggestellt?,Answer: Falsch. Sh,False,1,DE,0.5849440098,Year
Wurde Dancer von Hishikawa Moronobu erstellt?,Answer: Falsch. H,True,0,DE,0.5851016045,Artist
Wurde Dancer im Jahr 1656 fertiggestellt?,Answer: Falsch. D,True,0,DE,0.5852813721,Year
Wurde Squirrel on Bamboo von Kanō Tan’yū erstellt?,Answer: Falsch. S,True,0,DE,0.5850813389,Artist
Wurde Squirrel on Bamboo im Jahr 0918 fertiggestellt?,Answer: Falsch. S,False,1,DE,0.5848536491,Year
Wurde Ducks and Reeds von Kanō Tan’yū erstellt?,"Answer: Ja, Ducks and",True,0,DE,0.5859386921,Artist
Wurde Ducks and Reeds im Jahr 1650 fertiggestellt?,Answer: Falsch. D,True,0,DE,0.5839598179,Year
Wurde Beauty with Butterflies von Charles Samuel erstellt?,Answer: Falsch. Beaut,False,1,DE,0.5848324299,Artist
Wurde Beauty with Butterflies im Jahr 1759 fertiggestellt?,Answer: False. Beauty with,True,0,DE,0.5859782696,Year
Wurde The Eight Immortals of the Wine Cup von Bruno Tschötschel erstellt?,"A. Wahr
B. F",False,0,DE,0.5849592686,Artist
Wurde The Eight Immortals of the Wine Cup im Jahr 1828 fertiggestellt?,Answer: Falsch. The,True,0,DE,0.5861134529,Year
Wurde Farewell Gift to Tani Bunji von Okada Hanko erstellt?,"Answer: Ja, Farewell",True,0,DE,0.5848417282,Artist
Wurde Farewell Gift to Tani Bunji im Jahr 2005 fertiggestellt?,Answer: Falsch. F,False,1,DE,0.5858802795,Year
Wurde Sparrows in a Plum Tree von Yerem Vardanyan erstellt?,Answer: Falsch. S,False,1,DE,0.5850455761,Artist
Wurde Sparrows in a Plum Tree im Jahr 1791 fertiggestellt?,Answer: Falsch. S,True,0,DE,0.5849356651,Year
Wurde Cranes von Nagasawa Rosetsu erstellt?,Answer: Falsch. Cr,True,0,DE,0.5850257874,Artist
Wurde Cranes im Jahr 1784 fertiggestellt?,"A. Wahr
B. F",True,1,DE,0.5849795341,Year
Wurde Portrait of Daruma von Razmik Alaverdyan erstellt?,Answer: Falsch. Port,False,1,DE,0.5847787857,Artist
Wurde Portrait of Daruma im Jahr 1838 fertiggestellt?,Answer: False. Portrait of,False,1,DE,0.5847551823,Year
Wurde Egret on Tree Stump von Manuel Ardil Pagán erstellt?,Answer: Falsch. Manuel,False,1,DE,0.5855462551,Artist
Wurde Egret on Tree Stump im Jahr 1879 fertiggestellt?,Answer: Falsch. Eg,True,0,DE,0.5857791901,Year
