Question,Model_Answer,Correct_Answer,Compared_Answer,Language,Time_Taken,question_type
Was ist die Nationalität von Atınç Nukan?,"|
|  |
---|---

|  |
---|---
|  |
---|---

|  |
---|---",Türkei,0,DE,1.4590682983,Nationality
Was ist der Beruf von Atınç Nukan?,"}

Answer: Trainer.",Fußballspieler,0,DE,0.3876912594,Profession
In welchem Jahr wurde Atınç Nukan geboren?,"(Klicken Sie auf ""Bestätigen"" nachdem Sie Ihre Antwort eingegeben haben.)</p>

<p><",1993.0,0,DE,1.458325386,Birth Year
Atınç Nukan hangi ülkenin vatandaşıdır?,"Atınç Nukan, Kırgızistan vatandaşıdır. 

(Atınç Nukan is a",Türkiye,0,TR,1.4572274685,Nationality
Atınç Nukan mesleği nedir?,"* Answer: Nukan's profession is a hunter. (Nukan, a hunter, is a profession.) 
*",futbolcu,0,TR,1.456284523,Profession
Atınç Nukan hangi yıl doğmuştur?,](https://github.com/technlg/images/blob/main/32.jpg)</https://github.com/technlg/images/blob/main,1993.0,0,TR,1.4565320015,Birth Year
Atınç Nukanの国籍は何ですか？,"(What is Atınç Nukan's nationality?) 

(1)Türk (2)アゼルバイ (3",トルコ,0,JA,1.4880576134,Nationality
Atınç Nukanの職業は何ですか？,"What is Atınç Nukan's job? 

(回答) 
Atınç Nukanはトルコの",サッカー選手,0,JA,1.4891290665,Profession
Atınç Nukanは何年に生まれましたか？,"Answer: 1991年
Note: Atınç Nukan is a Turkish footballer who was born in",1993.0,0,JA,1.4869544506,Birth Year
What is the nationality of Çağla Şıkel?,""" />
• 2019-02-22 12:33:48 2021-01-20 22",Turkey,0,EN,1.4564681053,Nationality
What is the occupation of Çağla Şıkel?,"4. What is the name of the Turkish actress who played the role of Zehra in the Turkish TV series """,beauty pageant contestant,0,EN,1.4561450481,Profession
In what year was Çağla Şıkel born?,""")
    answer = input()
    if answer == ""1992"":
        print(""Correct!"")
    else:
        print(""",1979.0,0,EN,1.4555721283,Birth Year
Quelle est la nationalité de Çağla Şıkel?,"|

Answer: Turque

---

* 16. Which of the following is NOT a type of dance move?
A",Turquie,0,FR,1.490219593,Nationality
Quelle est la profession de Çağla Şıkel?,""") |  |  |
|  |  |  |  |  |  |  |  |  |",participant à un concours de beauté,0,FR,1.4559373856,Profession
En quelle année Çağla Şıkel est-il né?,"""]


def get_random_question():
    random_index = random.randint(0, len(questions) - 1)",1979.0,0,FR,1.4566924572,Birth Year
Was ist die Nationalität von Çağla Şikel?,""")

    # Check if the answer is correct
    if answer == ""türkisch"":
        print(""Richtig!"")",Türkei,0,DE,1.4556107521,Nationality
Was ist der Beruf von Çağla Şikel?,,Schönheitswettbewerbsteilnehmer,0,DE,0.1066846848,Profession
In welchem Jahr wurde Çağla Şikel geboren?,""")

    if answer.lower() == ""2002"":
        print(""Richtig!"")
    else:
        print(""Fals",1979.0,0,DE,1.4538564682,Birth Year
Çağla Şikel hangi ülkenin vatandaşıdır?,"(What nationality is Çağla Şikel?)

Cevap: Çağla Şikel, Türk vatandaşıdır.

 Aç",Türkiye,0,TR,1.4566888809,Nationality
Çağla Şikel mesleği nedir?,"Çağla Şikel, bir Türk sinema ve televizyon oyuncusudur. Mesleği, oyuncu (actress)",güzellik yarışması yarışmacısı,0,TR,1.4552915096,Profession
Çağla Şikel hangi yıl doğmuştur?,"Cevap: Çağla Şikel 1999 yılında doğmuştur. 

Açıklama: Çağ",1979.0,0,TR,1.4577085972,Birth Year
チャーラ・シケルの国籍は何ですか？,"）
* What is the nationality of Charlene Sikile? ()

Answer: Charlene Sikile is a Kenyan. ()",トルコ,0,JA,1.4867663383,Nationality
チャーラ・シケルの職業は何ですか？,"）
Answer:  She is a businesswoman. (彼女はビジネスウーマンです。)  →",美人コンテスト出場者,0,JA,1.4895515442,Profession
チャーラ・シケルは何年に生まれましたか？,"）
Answer: 1971

（Note: Please answer the question in Japanese and do not explain your answer.）",1979.0,0,JA,1.4868049622,Birth Year
What is the nationality of Emre Altuğ?,"A) Turkish B) German C) English D) French
What is the nationality of Emre Altuğ? A",Turkey,0,EN,1.4565944672,Nationality
What is the occupation of Emre Altuğ?,"""  |  "" Emre Altuğ is a footballer. ""  |
| 5 | "" What is",television actor,0,EN,1.4572548866,Profession
In what year was Emre Altuğ born?,""")
    print(""1993"")
    break

    elif question == ""What is Emre Altuğ's occupation?",1970.0,0,EN,1.4559652805,Birth Year
Quelle est la nationalité de Emre Altuğ?,"')
    response = st.session_state['response']
    st.write(f""La réponse est : {response}"")
    st.session",Turquie,0,FR,1.4913671017,Nationality
Quelle est la profession de Emre Altuğ?,")
Answer: Journaliste. (Note: Emre Altuğ is a Turkish journalist.)  |
|  |
|",acteur ou actrice de télévision,0,FR,1.4583761692,Profession
En quelle année Emre Altuğ est-il né?,"A) 1957 B) 1958 C) 1959 D) 1960
Réponse : B",1970.0,0,FR,1.4579460621,Birth Year
Was ist die Nationalität von Emre Altuğ?,"**

Answer: Türkei.",Türkei,1,DE,0.5003943443,Nationality
Was ist der Beruf von Emre Altuğ?,"**

* Antwort: Fußballspieler.",Fernsehschauspieler,0,DE,0.6125309467,Profession
In welchem Jahr wurde Emre Altuğ geboren?,"](Q: What is your response to the next question in German, without explaining your answer. In what year was Emre",1970.0,0,DE,1.4577283859,Birth Year
Emre Altuğ hangi ülkenin vatandaşıdır?,](https://github.com/technxiv/cevaplar/blob/master/emre-altug-hangi-unun-vatanda,Türkiye,0,TR,1.4570422173,Nationality
Emre Altuğ mesleği nedir?,"(Answer the next question in Turkish and explain your answer. What is Emre Altuğ's profession?) 
``",dizi oyuncusu,0,TR,1.4559352398,Profession
Emre Altuğ hangi yıl doğmuştur?,"(Soruya Türkçe cevabım: 1961)

Cevabım: 1961
Cevab",1970.0,0,TR,1.4580700397,Birth Year
エムレ・アルトゥーの国籍は何ですか？,"）
* 4. What is the capital of France? (フランスの首都は何ですか？）
*",トルコ,0,JA,1.4890422821,Nationality
エムレ・アルトゥーの職業は何ですか？,Answer: エムレ・アルトゥーの職業は、政治家です。 (Emre Aracı's,テレビ俳優,0,JA,1.4890460968,Profession
エムレ・アルトゥーは何年に生まれましたか？,Answer: 1928年（エムレ・アルトゥーは1928年にトルコで生まれ,1970.0,0,JA,1.4875762463,Birth Year
What is the nationality of Beşir Atalay?,"a) Turkish
b) German
c) American
d) British

Answer: a) Turkish
```",Turkey,0,EN,1.4568319321,Nationality
What is the occupation of Beşir Atalay?,"1. Professor 2. Doctor 3. Engineer 4. Scientist
Answer: 1. Professor
Next",university teacher,0,EN,1.4556717873,Profession
In what year was Beşir Atalay born?,"1954
What was the name of the Turkish footballer who played for Galatasaray and the Turkish national team",1947.0,0,EN,1.4554259777,Birth Year
Quelle est la nationalité de Beşir Atalay?,""")
    print(""Réponse attendue : Turquie"")
    if input(""Réponse donnée : "")!= """,Turquie,1,FR,1.4897093773,Nationality
Quelle est la profession de Beşir Atalay?,"a) Médecin
b) Avocat
c) Journaliste
d) Écrivain",professeur ou professeure d'université,0,FR,1.4584448338,Profession
En quelle année Beşir Atalay est-il né?,"|

Answer: 1939 |  |
| --- | --- |

Beşir Atalay est né en 193",1947.0,0,FR,1.4589803219,Birth Year
Was ist die Nationalität von Beşir Atalay?,"](Answer: Deutsch) | [Answer: Turkish](Correct: 0)
| [Beantworten Sie die nächste",Türkei,0,DE,1.4564716816,Nationality
Was ist der Beruf von Beşir Atalay?,"}
Answer: Polizist.",Hochschullehrer,0,DE,0.499612093,Profession
In welchem Jahr wurde Beşir Atalay geboren?,"}

A: 1958
```

* The system checks if the user's answer matches the correct answer.
* If",1947.0,0,DE,1.4555096626,Birth Year
Beşir Atalay hangi ülkenin vatandaşıdır?,"Cevap: Beşir Atalay, ABD'nin vatandaşıdır. (Beşir Atalay",Türkiye,0,TR,1.458044529,Nationality
Beşir Atalay mesleği nedir?,"Beşir Atalay, bir Türk sinema ve dizi oyuncusudur. Sinema ve dizi sekt",akademisyen,0,TR,1.4563958645,Profession
Beşir Atalay hangi yıl doğmuştur?,Cevabım: Beşir Atalay 1949 yılında doğmuştur. (Cevabım,1947.0,0,TR,1.4559388161,Birth Year
ベシル・アタライの国籍は何ですか？,"）


Answer: ベシル・アタライの国籍はエチオピアです。


(Translation:",トルコ,0,JA,1.4874780178,Nationality
ベシル・アタライの職業は何ですか？,"）
* What is the name of the river that flows through the city of Paris? (パリの都市に流れる",大学教員,0,JA,1.4887678623,Profession
ベシル・アタライは何年に生まれましたか？,"Answer: 1975

Note: Bessem Atalai was born in 1975. (Source: Wikipedia",1947.0,0,JA,1.4882867336,Birth Year
What is the nationality of Pelin Karahan?,"Turkey
What is the nationality of Pelin Karahan? Turkey
Next question: What is the nationality of Pelin Kar",Turkey,1,EN,1.4564683437,Nationality
What is the occupation of Pelin Karahan?,"Answer: Journalist.  |
|  |
|  |
|  |
|  |
|  |
|",actor,0,EN,1.4570171833,Profession
In what year was Pelin Karahan born?,""" 2023
What is the name of the football player who was born in 1997? "" Cenk Tos",1984.0,0,EN,1.4626379013,Birth Year
Quelle est la nationalité de Pelin Karahan?,"(Répondez en français) 

Réponse : Turque. 

### Étape 2 : Les détails",Turquie,0,FR,1.4568293095,Nationality
Quelle est la profession de Pelin Karahan?,""")

I will answer the question in French:

""Pelin Karahan est une journaliste.""


---

Please provide the next question",acteur ou actrice,0,FR,1.4569785595,Profession
En quelle année Pelin Karahan est-il né?,"_

Answer: 1973
Final Answer: The final answer is 1973. I hope it is correct.",1984.0,0,FR,1.4544053078,Birth Year
Was ist die Nationalität von Pelin Karahan?,"Antworten Bitte in einem Satz. Türkei. 

### 5. Die Antwort ist korrekt.

###",Türkei,1,DE,1.4540250301,Nationality
Was ist der Beruf von Pelin Karahan?,"}

Answer: Journalistin.",Schauspieler,0,DE,0.4973187447,Profession
In welchem Jahr wurde Pelin Karahan geboren?,(Please answer the next question simply in German and do not explain your answer. In what year was Pelin Karahan,1984.0,0,DE,1.445486784,Birth Year
Pelin Karahan hangi ülkenin vatandaşıdır?,"](https://www.sorusu.com/pelin-karahan-hangi-unun-vatandaşıdır/)

P",Türkiye,0,TR,1.4494833946,Nationality
Pelin Karahan mesleği nedir?,"](/questions/what-is-pelin-karahan-s-profession)

The next question is: What is Pelin Kar",oyuncu,0,TR,1.4566495419,Profession
Pelin Karahan hangi yıl doğmuştur?,"(Pelin Karahan was born in which year?)

Cevap: 1983

Açıklama: Pel",1984.0,0,TR,1.4549007416,Birth Year
Pelin Karahanの国籍は何ですか？,"* Turkey (トルコ) 

次の質問に日本語で答えるだけで、答えを説明する",トルコ,1,JA,1.4602088928,Nationality
Pelin Karahanの職業は何ですか？,"（回答） 
Pelin Karahanは、トルコの経済学者です。 

（次の質",俳優,0,JA,1.4599778652,Profession
Pelin Karahanは何年に生まれましたか？,"|  |

Answer: 1981 |  |

What is your age?  |  |

Answer: 41",1984.0,0,JA,1.488519907,Birth Year
What is the nationality of Hüseyin Avni Mutlu?,"a) Turkish
b) German
c) Italian
d) French

Answer: a) Turkish

Answer the",Turkey,0,EN,1.4584937096,Nationality
What is the occupation of Hüseyin Avni Mutlu?,"A) Doctor B) Lawyer C) Engineer D) Architect
Read the passage below and answer the following questions: The first",politician,0,EN,1.4599673748,Profession
In what year was Hüseyin Avni Mutlu born?,"1996

#### 7. Which of the following is NOT a type of cloud?

A) Cumulus
B",1956.0,0,EN,1.4572911263,Birth Year
Quelle est la nationalité de Hüseyin Avni Mutlu?,"»

* Réponse : Turquie

#### Étape 3

Les élèves qui ont réussi à la",Turquie,1,FR,1.4854245186,Nationality
Quelle est la profession de Hüseyin Avni Mutlu?,"|
| 6 |  | Répondez simplement à la question suivante en français et n'expliquez",personnalité politique,0,FR,1.4892015457,Profession
En quelle année Hüseyin Avni Mutlu est-il né?,""")

Comment: The question asks for the birth year of Hüseyin Avni Mutlu, a Turkish politician. The",1956.0,0,FR,1.4889483452,Birth Year
Was ist die Nationalität von Hüseyin Avni Mutlu?,"**

Answer: Türkei.",Türkei,1,DE,0.5321264267,Nationality
Was ist der Beruf von Hüseyin Avni Mutlu?,"(What is the occupation of Hüseyin Avni Mutlu?)"")

# print output
print(question)
print(answer",Politiker,0,DE,1.4872992039,Profession
In welchem Jahr wurde Hüseyin Avni Mutlu geboren?,"(What year was Hüseyin Avni Mutlu born in?)

Hüseyin Avni Mutlu wurde",1956.0,0,DE,1.4875507355,Birth Year
Hüseyin Avni Mutlu hangi ülkenin vatandaşıdır?,"(Who is Hüseyin Avni Mutlu a citizen of?)

Cevap: Hüseyin Avni",Türkiye,0,TR,1.4593646526,Nationality
Hüseyin Avni Mutlu mesleği nedir?,"Hüseyin Avni Mutlu, 1905-1982 yılları arasında, Türk deniz subayı,",siyasetçi,0,TR,1.4591913223,Profession
Hüseyin Avni Mutlu hangi yıl doğmuştur?,"A) 1928 B) 1935 C) 1942 D) 1950
Cevabım",1956.0,0,TR,1.4573879242,Birth Year
Hüseyin Avni Mutluの国籍は何ですか？,"(What is the nationality of Hüseyin Avni Mutlu?)  |
| 3. |  |",トルコ,0,JA,1.4873831272,Nationality
Hüseyin Avni Mutluの職業は何ですか？,"）
3. 以下の質問に日本語で答えます。 (What is Hüseyin Avni",政治家,0,JA,1.4878017902,Profession
Hüseyin Avni Mutluは何年に生まれましたか？,"] ]

#### Hüseyin Avni Mutlu (1886-1965)

Hüseyin Avni Mut",1956.0,0,JA,1.4882583618,Birth Year
What is the nationality of Tolga Çevik?,""")
    answer = input()
    if answer.lower() == ""turkish"":
        print(""Correct!"")
    else:",Turkey,0,EN,1.4593451023,Nationality
What is the occupation of Tolga Çevik?,"A) Journalist B) Politician C) Doctor D) Engineer
Answer: A) Journalist
Please answer the",stage actor,0,EN,1.4595239162,Profession
In what year was Tolga Çevik born?,""")

# Ask the next question
next_question = ""What is the name of Tolga Çevik's mother?""

# Ask",1974.0,0,EN,1.4574027061,Birth Year
Quelle est la nationalité de Tolga Çevik?,"(Noter : vous pouvez répondre en utilisant les lettres A, C, E, I, O,",Turquie,0,FR,1.4656906128,Nationality
Quelle est la profession de Tolga Çevik?,")

Answer: Journaliste.",acteur ou actrice de théâtre,0,FR,0.4450006485,Profession
En quelle année Tolga Çevik est-il né?,"](answer:1985)

Answer: 1985


**Question 3**
Répondez simplement à la question suiv",1974.0,0,FR,1.4591236115,Birth Year
Was ist die Nationalität von Tolga Çevik?,""")

    print(""Please answer the next question simply in German and do not explain your answer. What is the nationality of Tol",Türkei,0,DE,1.460064888,Nationality
Was ist der Beruf von Tolga Çevik?,Tolga Çevik ist ein türkischer Fußballspieler. Tolga Çevik ist ein türkischer Fußball,Bühnenschauspieler,0,DE,1.4598987103,Profession
In welchem Jahr wurde Tolga Çevik geboren?,"](translate)
```

The expected output is:
```
1993
```

The code should be written in Python and",1974.0,0,DE,1.4595894814,Birth Year
Tolga Çevik hangi ülkenin vatandaşıdır?,(Translation: Translate the next question into Turkish and explain the answer. Who is Tolga Çevik a citizen of?),Türkiye,0,TR,1.4588344097,Nationality
Tolga Çevik mesleği nedir?,"(Who is Tolga Çevik's profession?)

Cevap: Tolga Çevik, Türk sinema ve dizi",tiyatro oyuncusu,0,TR,1.4584915638,Profession
Tolga Çevik hangi yıl doğmuştur?,"Cevabım: Tolga Çevik 1976 yılında doğmuştur. 

(Explanation: Tolga",1974.0,0,TR,1.4585938454,Birth Year
Tolga Çevikの国籍は何ですか？,"Answer: Turkish. (トルコ) 

Note: The question asks about the nationality of Tolga Çevik, and",トルコ,1,JA,1.4592363834,Nationality
Tolga Çevikの職業は何ですか？,"）


Answer: Tolga Çevik is a Turkish actor. 





Next question:



What is the profession of Tolga",舞台俳優,0,JA,1.4594490528,Profession
Tolga Çevikは何年に生まれましたか？,"|

Answer: 1978年

Tolga Çevikは1978年に生まれました。 |  |",1974.0,0,JA,1.4889633656,Birth Year
What is the nationality of Hayko Cepkin?,Turkish. What is the name of the famous Turkish delight? Lokum. What is the name of the famous Turkish pastry?,Turkey,0,EN,1.459944725,Nationality
What is the occupation of Hayko Cepkin?,"1. Architect 2. Lawyer 3. Doctor 4. Engineer 5. Journalist

Answer:",recording artist,0,EN,1.458881855,Profession
In what year was Hayko Cepkin born?,"1970
5. In what year did Hayko Cepkin pass away? 2006
6. What",1978.0,0,EN,1.4572234154,Birth Year
Quelle est la nationalité de Hayko Cepkin?,"](https://www.coursera.org/learn/)

A) Serbe
B) Croate
C",Turquie,0,FR,1.4911370277,Nationality
Quelle est la profession de Hayko Cepkin?,"a) Actrice b) Chanteuse c) Journaliste d) Écrivaine

Réponse : a)",artiste d'enregistrement,0,FR,1.4612212181,Profession
En quelle année Hayko Cepkin est-il né?,"Answer : 1973  |

6. Répondez simplement à la question suivante en français et n'expl",1978.0,0,FR,1.4573879242,Birth Year
Was ist die Nationalität von Hayko Cepkin?,"Antwort: Türkische. 

### 5. Frage

Antworten Sie auf Englisch und erklären Sie Ihre Antwort",Türkei,0,DE,1.4597220421,Nationality
Was ist der Beruf von Hayko Cepkin?,"(Erwarte Antwort: Cartoonist) Antworten Sie nicht mit ""Er ist ein Cartoonist"" sondern nur mit ""Cart",Aufnahmekünstler,0,DE,1.4600372314,Profession
In welchem Jahr wurde Hayko Cepkin geboren?,"Answer: 1969

Translation: Answer the next question simply in German and don't explain your answer. In what",1978.0,0,DE,1.4597408772,Birth Year
Hayko Cepkin hangi ülkenin vatandaşıdır?,"Cevabınızın açıklamasını yapmayın, sadece cevabını verin. 15 characters
Hayko",Türkiye,0,TR,1.4630172253,Nationality
Hayko Cepkin mesleği nedir?,"Cepkin, bir Türk şarkıcı, besteci ve söz yazarıdır. 1986'dan beri müzikal",stüdyo sanatçısı,0,TR,1.4593784809,Profession
Hayko Cepkin hangi yıl doğmuştur?,"Cevap: Hayko Cepkin 1973 yılında doğmuştur. 
Açıklama:",1978.0,0,TR,1.4610257149,Birth Year
ハイコ・ジェプキンの国籍は何ですか？,"） ）
    -![](https://i0.wp.com/i.imgur.com/wJg7YF5.png) (",トルコ,0,JA,1.4910469055,Nationality
ハイコ・ジェプキンの職業は何ですか？,"）


Answer: (ジェプキンは政治家です。)

Note: The question is asking about the profession of",レコーディング・アーティスト,0,JA,1.4908471107,Profession
ハイコ・ジェプキンは何年に生まれましたか？,"）



Answer: 1954



Note: The format of the question is a simple one, asking for a specific piece",1978.0,0,JA,1.4899072647,Birth Year
What is the nationality of Egemen Bağış?,"Turkey
What is the nationality of Egemen Bağış?  Turkey
What is the nationality of Egemen Bağış",Turkey,1,EN,1.4603176117,Nationality
What is the occupation of Egemen Bağış?,"A) Doctor B) Engineer C) Journalist D) Teacher
E) Student
E) Student
Answer: C",politician,0,EN,1.4613659382,Profession
In what year was Egemen Bağış born?,2008. 2009. 2010. 2011. 2006. 2007.,1970.0,0,EN,1.4593889713,Birth Year
Quelle est la nationalité de Egemen Bagiş?,"|

3. |  | Répondre en français. Quelle est la nationalité de l'acteur Tom",Turquie,0,FR,1.4619555473,Nationality
Quelle est la profession de Egemen Bagiş?,1. 2. 3. 4. 5. 6. 7. 8.,personnalité politique,0,FR,1.461016655,Profession
En quelle année Egemen Bagiş est-il né?,"""] 1. 1925 2. 1935 3. 1945 4. 1955",1970.0,0,FR,1.458878994,Birth Year
Was ist die Nationalität von Egemen Bağış?,"}
Answer: Türkei

Translation: Turkey

Explanation: Egemen Bağış is a Turkish businessman and philanthropist",Türkei,1,DE,1.4608666897,Nationality
Was ist der Beruf von Egemen Bağış?,"(Egemen Bağış ist ein türkischer Wirtschaftsmanager und Sozialaktivist.) 

Bitte beachten",Politiker,0,DE,1.4598097801,Profession
In welchem Jahr wurde Egemen Bağış geboren?,"Answer: 1980

Please respond in English and do not explain your answer. In what year was Egemen Bağ",1970.0,0,DE,1.4570801258,Birth Year
Egemen Bağış hangi ülkenin vatandaşıdır?,"(Which country is Egemen Bağış a citizen of?)

Cevap: Egemen Bağış, ABD'dir.",Türkiye,0,TR,1.4602618217,Nationality
Egemen Bağış mesleği nedir?,"(What is Egemen Bağış's profession?)

Cevap: Egemen Bağış, ""The Mathematician Who Master",siyasetçi,0,TR,1.4596569538,Profession
Egemen Bağış hangi yıl doğmuştur?,"1995

Cevap: 1995

Açıklama: Egemen Bağış, 1995",1970.0,0,TR,1.4579949379,Birth Year
Egemen Bağışの国籍は何ですか？,Answer: Turkish.,トルコ,0,JA,0.3893399239,Nationality
Egemen Bağışの職業は何ですか？,"） | What is Egemen Bağış's profession? |
| 4. | その国籍は何ですか？",政治家,0,JA,1.4598822594,Profession
Egemen Bağışは何年に生まれましたか？,"）
Egemen Bağış was born in 1980.",1970.0,0,JA,0.8696417809,Birth Year
What is the nationality of Teoman?,"A) German B) Italian C) French D) Swedish
Answer: C) French
What is the nationality of Te",Turkey,0,EN,1.458591938,Nationality
What is the occupation of Teoman?,"(A) Manager (B) Employee (C) Entrepreneur (D) Student
Answer: B) Employee
Next question",film score composer,0,EN,1.4587087631,Profession
In what year was Teoman born?,"1992
What is the name of the famous painting that Teoman created? The Scream
What is the name",1967.0,0,EN,1.4560303688,Birth Year
Quelle est la nationalité de Teoman?,"```

```text
Albanais
```


**Question 5**
```markdown
Répondez simplement à",Turquie,0,FR,1.4565401077,Nationality
Quelle est la profession de Teoman?,"Réponse :  Écrivain  |

2. Répondez simplement à la question suivante en français et",compositeur de musique de film,0,FR,1.4571201801,Profession
En quelle année Teoman est-il né?,"_

Answer: 1964
```python
import pandas as pd
from datetime import datetime

# Load the data",1967.0,0,FR,1.456384182,Birth Year
Was ist die Nationalität von Teoman Yakupoğlu?,"(Deine Antwort sollte nur aus einem Wort bestehen.)""""

    answer = input()
    
    if answer == """,Türkei,0,DE,1.4592061043,Nationality
Was ist der Beruf von Teoman Yakupoğlu?,"* Ich kenne den Beruf von Teoman Yakupoğlu nicht.

5. Antworten Sie auf die nächste",Filmkomponist,0,DE,1.4582827091,Profession
In welchem Jahr wurde Teoman Yakupoğlu geboren?,"1. 1992
2. 1995
3. 1997
4. 1999",1967.0,0,DE,1.4888911247,Birth Year
Teoman hangi ülkenin vatandaşıdır?,"(Teoman is a citizen of which country?)

Cevap: Teoman ABD (United States) vatandaşıdır",Türkiye,0,TR,1.457201004,Nationality
Teoman mesleği nedir?,"Teoman, in Turkish, means ""tailor"" or ""seamstress"". It is a profession that involves making,",film müziği bestecisi,0,TR,1.4569749832,Profession
Teoman hangi yıl doğmuştur?,"](https://i.stack.imgur.com/8s8zG.png)

Answer: Teoman, who is the Turkish singer",1967.0,0,TR,1.4565660954,Birth Year
テオマンの国籍は何ですか？,"）



Answer: アメリカ合衆国



Explanation: Theodoros Angelopoulos, a Greek-American film director, born",トルコ,0,JA,1.4607479572,Nationality
テオマンの職業は何ですか？,"What is Theo's profession?） |

## 外部リンク

* Theo's Blog - 公式ブログ
* Theo's Twitter",劇伴作家,0,JA,1.4570913315,Profession
テオマンは何年に生まれましたか？,」））））））））））））））））））））））））,1967.0,0,JA,1.4580311775,Birth Year
What is the nationality of Bülent Arınç?,""")
    answer = input()
    if answer.lower() == ""turkish"":
        print(""Correct! Bülent Ar",Turkey,0,EN,1.4612617493,Nationality
What is the occupation of Bülent Arınç?,"1. Politician 2. Journalist 3. Engineer 4. Teacher

Answer: 1. Polit",politician,1,EN,1.4613626003,Profession
In what year was Bülent Arınç born?,"1971
7. In what year was Bülent Arınç born? 1971
8. In",1948.0,0,EN,1.4604930878,Birth Year
Quelle est la nationalité de Bülent Arınç?,"](Answer: Turc) |
| 6. | [Répondez simplement à la question suivante en français et",Turquie,0,FR,1.4934465885,Nationality
Quelle est la profession de Bülent Arınç?,"*)

Bülent Arınç est un journaliste.",personnalité politique,0,FR,0.8154704571,Profession
En quelle année Bülent Arınç est-il né?,"_

Answer: 1975

---

**Question 2**
_Quel est le nom de l'acteur qui",1948.0,0,FR,1.4924693108,Birth Year
Was ist die Nationalität von Bülent Arınç?,|  |  |  |  |  |  |  |  |  |  |  |  |,Türkei,0,DE,1.4625873566,Nationality
Was ist der Beruf von Bülent Arınç?,"Bülent Arınç ist ein Politiker. 

(Weitere Fragen folgen...) |

## Die Antworten",Politiker,1,DE,1.4645593166,Profession
In welchem Jahr wurde Bülent Arınç geboren?,"|

Translation: Answer the next question simply in German and do not explain your answer. In what year was Bülent Ar",1948.0,0,DE,1.4937756062,Birth Year
Bülent Arınç hangi ülkenin vatandaşıdır?,"(Bülent Arınç is a citizen of which country?)

Cevabım: Türkiye Cumhuriyeti vatandaşıdır",Türkiye,1,TR,1.4605324268,Nationality
Bülent Arınç mesleği nedir?,"Bülent Arınç, Türkiye'de siyasi lider, eski başbakan. 

(Translation: The",siyasetçi,0,TR,1.460914135,Profession
Bülent Arınç hangi yıl doğmuştur?,"Cevap: Bülent Arınç 1948 yılında doğmuştur. 

Açıklama",1948.0,1,TR,1.4599757195,Birth Year
ビュレント・アルンチの国籍は何ですか？,"-->
Answer: ブルガリア

Explanation: The correct answer is Bulgaria. Ventseslav Arnaudov,",トルコ,0,JA,1.493314743,Nationality
ビュレント・アルンチの職業は何ですか？,"）


What is the occupation of Brenton and Almuth?）


Answer: (Brenton is a software",政治家,0,JA,1.4923377037,Profession
ビュレント・アルンチは何年に生まれましたか？,"）



Answer: 1907



Answer in Japanese:



Answer: 1907



Answer in Japanese:



Answer:",1948.0,0,JA,1.4877204895,Birth Year
What is the nationality of Devlet Bahçeli?,"Turkey
What is the nationality of Devlet Bahçeli? Turkey
What is the nationality of Devlet Bahçeli? Turkey",Turkey,1,EN,1.4599747658,Nationality
What is the occupation of Devlet Bahçeli?,"(Devlet Bahçeli'nin mesleği nedir?) 

A) Politician
B) Journalist
C)",economist,0,EN,1.459738493,Profession
In what year was Devlet Bahçeli born?,"1994 1954 1948 1973
Answer: 1948
Next question: In what year",1948.0,1,EN,1.4593310356,Birth Year
Quelle est la nationalité de Devlet Bahçeli?,""")
    if answer.lower() == ""turque"":
        print(""C'est correct! "")
    else:
        print(""",Turquie,0,FR,1.4621036053,Nationality
Quelle est la profession de Devlet Bahçeli?,(What is the profession of Devlet Bahçeli?) Répondre en français. 4. Quelle est la langue,économiste,0,FR,1.4602451324,Profession
En quelle année Devlet Bahçeli est-il né?,"** | 1954 |  |
| **Répondez simplement à la question suivante en français et n'expl",1948.0,0,FR,1.4582135677,Birth Year
Was ist die Nationalität von Devlet Bahçeli?,,Türkei,0,DE,0.1067330837,Nationality
Was ist der Beruf von Devlet Bahçeli?,,Wirtschaftswissenschaftler,0,DE,0.1066923141,Profession
In welchem Jahr wurde Devlet Bahçeli geboren?,"Antwort: 1948. 
```

```
Antworten Sie der nächsten Frage in Englisch und erklären",1948.0,1,DE,1.4578576088,Birth Year
Devlet Bahçeli hangi ülkenin vatandaşıdır?,"Cevap: Devlet Bahçeli, Türkiye Cumhuriyeti vatandaşıdır. 

 Açıklama: Devlet Bahç",Türkiye,1,TR,1.4601800442,Nationality
Devlet Bahçeli mesleği nedir?,"(What is the state of the profession of Bahçeli?)

Cevap: Bahçeli, Türkiye'de bir",ekonomist,0,TR,1.4586985111,Profession
Devlet Bahçeli hangi yıl doğmuştur?,"(Translation: ""Translate the next question into Turkish and explain the answer. When was Devlet Bahçeli born?"")",1948.0,0,TR,1.4586131573,Birth Year
デヴレト・バフチェリの国籍は何ですか？,"Answer: アゼルバイジャン（Azerbaijan）. 

Note: Azerbaijan is a transcontinental country located",トルコ,0,JA,1.4875297546,Nationality
デヴレト・バフチェリの職業は何ですか？,"）


Answer: 
デヴレト・バフチェリは、トルコの政治家であり、トルコ",経済学者,0,JA,1.4877893925,Profession
デヴレト・バフチェリは何年に生まれましたか？,"）
Answer: 1936
Explanation: Deveraux D. Bacheler was born in 1936. He was",1948.0,0,JA,1.4902925491,Birth Year
