question,True/False,ActualAnswer,Language
'Battle of Funkstown' olayı 69.0 yılında gerçekleşti.,False,1863.0,TR
'Battle of Laon' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Laon' olayı 1488.0 yılında gerçekleşti.,False,1814.0,TR
'Battle of Abbeville' olayı Japonya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Abbeville' olayı 992.0 yılında gerçekleşti.,False,1940.0,TR
'Villasur expedition massacre' olayı Fransa ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Villasur expedition massacre' olayı 1720.0 yılında gerçekleşti.,True,1720.0,TR
'Battle of Cane Hill' olayı Fransa ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Cane Hill' olayı 1862.0 yılında gerçekleşti.,True,1862.0,TR
'Battle of Châtillon' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Châtillon' olayı 1870.0 yılında gerçekleşti.,True,1870.0,TR
'Battle of Bulltown' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Bulltown' olayı 47.0 yılında gerçekleşti.,False,1863.0,TR
'Intabu riot' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Japonya,TR
'Intabu riot' olayı 1864.0 yılında gerçekleşti.,True,1864.0,TR
'Crécy Muharebesi' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Crécy Muharebesi' olayı 1346.0 yılında gerçekleşti.,True,1346.0,TR
'Capture of Sedalia' olayı Fransa ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Capture of Sedalia' olayı 1488.0 yılında gerçekleşti.,False,1864.0,TR
'Battle of Trenton' olayı Almanya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Trenton' olayı 1776.0 yılında gerçekleşti.,True,1776.0,TR
'Perryville Muharebesi' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Perryville Muharebesi' olayı 1862.0 yılında gerçekleşti.,True,1862.0,TR
'Battle of New Bern' olayı Japonya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of New Bern' olayı 1862.0 yılında gerçekleşti.,True,1862.0,TR
'Battle of Summit Springs' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Summit Springs' olayı 1869.0 yılında gerçekleşti.,True,1869.0,TR
'Siege of Kolberg' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Almanya,TR
'Siege of Kolberg' olayı 1732.0 yılında gerçekleşti.,False,1759.0,TR
'Battle of Albert' olayı Japonya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Albert' olayı 1856.0 yılında gerçekleşti.,False,1914.0,TR
'Battle of Mons Seleucus' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Mons Seleucus' olayı 353.0 yılında gerçekleşti.,True,353.0,TR
'Battle of the Seine' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of the Seine' olayı 1762.0 yılında gerçekleşti.,False,1416.0,TR
'Battle for Brest' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle for Brest' olayı 1944.0 yılında gerçekleşti.,True,1944.0,TR
'Falaise Kuşatması' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Falaise Kuşatması' olayı 1944.0 yılında gerçekleşti.,True,1944.0,TR
'State visit of Erich Honecker in France' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'State visit of Erich Honecker in France' olayı 1988.0 yılında gerçekleşti.,True,1988.0,TR
'Battle of Varey' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Varey' olayı 457.0 yılında gerçekleşti.,False,1325.0,TR
'Third Battle of Artois' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Fransa,TR
'Third Battle of Artois' olayı 2021.0 yılında gerçekleşti.,False,1915.0,TR
'Battle of Toulon' olayı Türkiye ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Toulon' olayı 1944.0 yılında gerçekleşti.,True,1944.0,TR
'Siege of Belfort' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Siege of Belfort' olayı 1831.0 yılında gerçekleşti.,False,1870.0,TR
'Battle of Fort Blair' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Fort Blair' olayı 1863.0 yılında gerçekleşti.,True,1863.0,TR
'Battle of Burdigala' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Burdigala' olayı -106.0 yılında gerçekleşti.,True,-106.0,TR
'Battle of Newton's Station' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Newton's Station' olayı 1863.0 yılında gerçekleşti.,True,1863.0,TR
'Battle of Ueno' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Ueno' olayı 1868.0 yılında gerçekleşti.,True,1868.0,TR
'Battle of Short Hills' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Short Hills' olayı 946.0 yılında gerçekleşti.,False,1777.0,TR
'Battle of Mackinac Island' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Mackinac Island' olayı 1814.0 yılında gerçekleşti.,True,1814.0,TR
'Battle of Toulon' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Toulon' olayı 69.0 yılında gerçekleşti.,False,1707.0,TR
'Lichtenberg Siege' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Lichtenberg Siege' olayı 1870.0 yılında gerçekleşti.,True,1870.0,TR
'Battle of Wœrth' olayı Türkiye ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Wœrth' olayı 1838.0 yılında gerçekleşti.,False,1793.0,TR
'Little Bighorn Muharebesi' olayı Türkiye ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Little Bighorn Muharebesi' olayı 1876.0 yılında gerçekleşti.,True,1876.0,TR
'Battle of Metz' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Metz' olayı 1631.0 yılında gerçekleşti.,False,1944.0,TR
'Battle of Torrence's Tavern' olayı Japonya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Torrence's Tavern' olayı 1781.0 yılında gerçekleşti.,True,1781.0,TR
'Battle of Patay' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Patay' olayı 841.0 yılında gerçekleşti.,False,1429.0,TR
'Battle of Plouharnel' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Plouharnel' olayı 1515.0 yılında gerçekleşti.,False,1795.0,TR
'Battle of Green Spring' olayı Fransa ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Green Spring' olayı 235.0 yılında gerçekleşti.,False,1781.0,TR
'Lalakaon Muharebesi' olayı Türkiye ülkesinde gerçekleşti.,True,Türkiye,TR
'Lalakaon Muharebesi' olayı 863.0 yılında gerçekleşti.,True,863.0,TR
'Battle of Rouans' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Rouans' olayı 1793.0 yılında gerçekleşti.,True,1793.0,TR
'Battle of Bressuire' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Bressuire' olayı 1926.0 yılında gerçekleşti.,False,1794.0,TR
'Battle of Katakaku-Ikusagaya' olayı Almanya ülkesinde gerçekleşti.,False,Japonya,TR
'Battle of Katakaku-Ikusagaya' olayı 1509.0 yılında gerçekleşti.,True,1509.0,TR
'Battle of Kuzuryū-gawa' olayı Fransa ülkesinde gerçekleşti.,False,Japonya,TR
'Battle of Kuzuryū-gawa' olayı 1506.0 yılında gerçekleşti.,True,1506.0,TR
'Battle of Magetobria' olayı Japonya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Magetobria' olayı -62.0 yılında gerçekleşti.,True,-62.0,TR
'Gettysburg Muharebesi' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Gettysburg Muharebesi' olayı 1576.0 yılında gerçekleşti.,False,1863.0,TR
'Battle of Auray' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Auray' olayı 1364.0 yılında gerçekleşti.,True,1364.0,TR
'Breitenfeld Muharebesi' olayı Almanya ülkesinde gerçekleşti.,True,Almanya,TR
'Breitenfeld Muharebesi' olayı 1631.0 yılında gerçekleşti.,True,1631.0,TR
'Battle of Le Mans' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Le Mans' olayı 1799.0 yılında gerçekleşti.,True,1799.0,TR
'Battle of Fayetteville' olayı Japonya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Fayetteville' olayı 1304.0 yılında gerçekleşti.,False,1862.0,TR
'Battle of Seibagaharu' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Seibagaharu' olayı 1534.0 yılında gerçekleşti.,True,1534.0,TR
'Battle of Vesontio' olayı Türkiye ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Vesontio' olayı 68.0 yılında gerçekleşti.,True,68.0,TR
'Battle of Saint Mary's Church' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Saint Mary's Church' olayı 1864.0 yılında gerçekleşti.,True,1864.0,TR
'Battle of the Herrings' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of the Herrings' olayı 1429.0 yılında gerçekleşti.,True,1429.0,TR
'Battle of Boucéel' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Boucéel' olayı 1795.0 yılında gerçekleşti.,True,1795.0,TR
'Battle of Pont-Charrault' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Pont-Charrault' olayı 1793.0 yılında gerçekleşti.,True,1793.0,TR
'Battle of Mansura' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Mansura' olayı 1864.0 yılında gerçekleşti.,True,1864.0,TR
'Battle of Arles' olayı Japonya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Arles' olayı 471.0 yılında gerçekleşti.,True,471.0,TR
'Battle of Chaffin's Farm' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Chaffin's Farm' olayı 1864.0 yılında gerçekleşti.,True,1864.0,TR
'Yamashiro ikki' olayı Türkiye ülkesinde gerçekleşti.,False,Japonya,TR
'Yamashiro ikki' olayı 1500.0 yılında gerçekleşti.,True,1500.0,TR
'Battle of Bergerac' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Bergerac' olayı 1345.0 yılında gerçekleşti.,True,1345.0,TR
'Battle of Virden' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Virden' olayı 1898.0 yılında gerçekleşti.,True,1898.0,TR
'Battle of Massard Prairie' olayı Türkiye ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Massard Prairie' olayı 1540.0 yılında gerçekleşti.,False,1864.0,TR
'Operation Michael' olayı Japonya ülkesinde gerçekleşti.,False,Fransa,TR
'Operation Michael' olayı 1098.0 yılında gerçekleşti.,False,1918.0,TR
'Battle of Katata' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Japonya,TR
'Battle of Katata' olayı 1654.0 yılında gerçekleşti.,False,1586.0,TR
'Battle of Velasco' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Velasco' olayı 430.0 yılında gerçekleşti.,False,1832.0,TR
'Battle of Beaufort' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Beaufort' olayı 1779.0 yılında gerçekleşti.,True,1779.0,TR
'Battle of the Saône' olayı Japonya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of the Saône' olayı 2018.0 yılında gerçekleşti.,False,-51.0,TR
'Battle of Minobaru' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Minobaru' olayı 1798.0 yılında gerçekleşti.,False,1379.0,TR
'Battle of Seyahara' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Seyahara' olayı 1417.0 yılında gerçekleşti.,True,1417.0,TR
'Battle of Kashii' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Kashii' olayı 1615.0 yılında gerçekleşti.,True,1615.0,TR
'Vosges Muharebesi' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Vosges Muharebesi' olayı 1536.0 yılında gerçekleşti.,False,-57.0,TR
'Battle of Kerguidu' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Kerguidu' olayı 1554.0 yılında gerçekleşti.,False,1793.0,TR
'Battle of Denain' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Denain' olayı 1712.0 yılında gerçekleşti.,True,1712.0,TR
'Battle of Ōsaki' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Ōsaki' olayı 1588.0 yılında gerçekleşti.,True,1588.0,TR
'Battle of Plaudren' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Plaudren' olayı 1064.0 yılında gerçekleşti.,False,1796.0,TR
'Battle of Épinal' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Épinal' olayı 1848.0 yılında gerçekleşti.,False,1814.0,TR
'Battle of Honey Springs' olayı Almanya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Honey Springs' olayı 1863.0 yılında gerçekleşti.,True,1863.0,TR
'coronation of George VI and Elizabeth' olayı Almanya ülkesinde gerçekleşti.,False,Birleşik Krallık,TR
'coronation of George VI and Elizabeth' olayı 866.0 yılında gerçekleşti.,False,1937.0,TR
'Battle of Boykin's Mill' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Boykin's Mill' olayı 1865.0 yılında gerçekleşti.,True,1865.0,TR
'Battle of Bonari Pass' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Bonari Pass' olayı 1868.0 yılında gerçekleşti.,True,1868.0,TR
'Malazgirt Zaferi Günü' olayı Türkiye ülkesinde gerçekleşti.,True,Türkiye,TR
'Malazgirt Zaferi Günü' olayı 612.0 yılında gerçekleşti.,False,1071.0,TR
'Puvatya Muharebesi' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Puvatya Muharebesi' olayı -101.0 yılında gerçekleşti.,False,732.0,TR
'Battle of Chalonnes' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Chalonnes' olayı 1795.0 yılında gerçekleşti.,True,1795.0,TR
'Battle of Augusta' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Augusta' olayı 1862.0 yılında gerçekleşti.,True,1862.0,TR
'Mobile Bay Muharebesi' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Mobile Bay Muharebesi' olayı 1864.0 yılında gerçekleşti.,True,1864.0,TR
'Battle of Rich Mountain' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Rich Mountain' olayı 1549.0 yılında gerçekleşti.,False,1861.0,TR
'Action of 22 January 1809' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Action of 22 January 1809' olayı 1809.0 yılında gerçekleşti.,True,1809.0,TR
'Battle of Hausbergen' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Hausbergen' olayı 1654.0 yılında gerçekleşti.,False,1262.0,TR
'Hohenlinden Muharebesi' olayı Almanya ülkesinde gerçekleşti.,True,Almanya,TR
'Hohenlinden Muharebesi' olayı 1800.0 yılında gerçekleşti.,True,1800.0,TR
'Battle of Coille Bhan' olayı Almanya ülkesinde gerçekleşti.,False,Birleşik Krallık,TR
'Battle of Coille Bhan' olayı 1721.0 yılında gerçekleşti.,True,1721.0,TR
'Battle of Kirksville' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Kirksville' olayı 1862.0 yılında gerçekleşti.,True,1862.0,TR
'Second Battle of Fredericksburg' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Second Battle of Fredericksburg' olayı 1863.0 yılında gerçekleşti.,True,1863.0,TR
'First Battle of Machecoul' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'First Battle of Machecoul' olayı 1809.0 yılında gerçekleşti.,False,1793.0,TR
'Battle of Barren Hill' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Barren Hill' olayı 1885.0 yılında gerçekleşti.,False,1778.0,TR
'Battle of Nerva Island' olayı Almanya ülkesinde gerçekleşti.,True,Almanya,TR
'Battle of Nerva Island' olayı 1944.0 yılında gerçekleşti.,True,1944.0,TR
'Battle of Ardres' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Ardres' olayı 1351.0 yılında gerçekleşti.,True,1351.0,TR
'Revolt of the papier timbré' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Fransa,TR
'Revolt of the papier timbré' olayı 1274.0 yılında gerçekleşti.,False,1675.0,TR
'Battle of St. James' olayı Japonya ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of St. James' olayı 1383.0 yılında gerçekleşti.,False,1795.0,TR
'Battle of Pont Saint-Louis' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Pont Saint-Louis' olayı 1940.0 yılında gerçekleşti.,True,1940.0,TR
'Battle of Sainte-Anne-d'Auray' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Sainte-Anne-d'Auray' olayı 604.0 yılında gerçekleşti.,False,1815.0,TR
'Centralia Massacre' olayı Almanya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Centralia Massacre' olayı 1864.0 yılında gerçekleşti.,True,1864.0,TR
'Battle of Kawajiri' olayı Fransa ülkesinde gerçekleşti.,False,Japonya,TR
'Battle of Kawajiri' olayı 1940.0 yılında gerçekleşti.,False,1185.0,TR
'Battle of Achnashellach' olayı Birleşik Krallık ülkesinde gerçekleşti.,True,Birleşik Krallık,TR
'Battle of Achnashellach' olayı 1505.0 yılında gerçekleşti.,True,1505.0,TR
'Battle of Castelnaudary' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Castelnaudary' olayı 1632.0 yılında gerçekleşti.,True,1632.0,TR
'Battle of Camden' olayı Almanya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Camden' olayı 1780.0 yılında gerçekleşti.,True,1780.0,TR
'First Battle of Artois' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Fransa,TR
'First Battle of Artois' olayı 1810.0 yılında gerçekleşti.,False,1914.0,TR
'Battle of Uji' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Uji' olayı 1769.0 yılında gerçekleşti.,False,1184.0,TR
'Chattanooga Savaşı' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Chattanooga Savaşı' olayı 1047.0 yılında gerçekleşti.,False,1863.0,TR
'Battle of the Combahee River' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of the Combahee River' olayı 1176.0 yılında gerçekleşti.,False,1782.0,TR
'Battle of Honey Hill' olayı Fransa ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Honey Hill' olayı 1599.0 yılında gerçekleşti.,False,1864.0,TR
'Battle of Forum Julii' olayı Türkiye ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Forum Julii' olayı 1462.0 yılında gerçekleşti.,False,69.0,TR
'Battle of Monterey' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Monterey' olayı 1941.0 yılında gerçekleşti.,False,1846.0,TR
'Battle of the Hase' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Almanya,TR
'Battle of the Hase' olayı 1177.0 yılında gerçekleşti.,False,783.0,TR
'Battle of Guilford Court House' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Guilford Court House' olayı 1781.0 yılında gerçekleşti.,True,1781.0,TR
'Battle of Zenmyōtsutsumi' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Zenmyōtsutsumi' olayı 383.0 yılında gerçekleşti.,False,1561.0,TR
'Battle of Rio Grande City' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Rio Grande City' olayı 1674.0 yılında gerçekleşti.,False,1859.0,TR
'Battle of Pouancé' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Pouancé' olayı 1066.0 yılında gerçekleşti.,True,1066.0,TR
'Second Battle of Cambrai' olayı Türkiye ülkesinde gerçekleşti.,False,Fransa,TR
'Second Battle of Cambrai' olayı 1926.0 yılında gerçekleşti.,False,1918.0,TR
'Second Battle of Orléans' olayı Almanya ülkesinde gerçekleşti.,False,Fransa,TR
'Second Battle of Orléans' olayı 1870.0 yılında gerçekleşti.,True,1870.0,TR
'Battle of Lebanon' olayı Almanya ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Battle of Lebanon' olayı 1588.0 yılında gerçekleşti.,False,1863.0,TR
'First Battle of Adobe Walls' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'First Battle of Adobe Walls' olayı 1538.0 yılında gerçekleşti.,False,1864.0,TR
'Action of 3 July 1810' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Action of 3 July 1810' olayı 1573.0 yılında gerçekleşti.,False,1810.0,TR
'Battle of Tallushatchee' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Tallushatchee' olayı 1813.0 yılında gerçekleşti.,True,1813.0,TR
'Battle of La Horgne' olayı Türkiye ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of La Horgne' olayı 1836.0 yılında gerçekleşti.,False,1940.0,TR
'Battle of Elkin's Ferry' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Elkin's Ferry' olayı 429.0 yılında gerçekleşti.,False,1864.0,TR
'Battle of Tōdai-ji Daibutsuden' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Tōdai-ji Daibutsuden' olayı 1567.0 yılında gerçekleşti.,True,1567.0,TR
'Battle of the Brick Church' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of the Brick Church' olayı 1862.0 yılında gerçekleşti.,True,1862.0,TR
'Battle of the Head of Passes' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of the Head of Passes' olayı 1861.0 yılında gerçekleşti.,True,1861.0,TR
'Siege of Verneuil' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Siege of Verneuil' olayı 1340.0 yılında gerçekleşti.,False,1173.0,TR
'Action of 22 January 1783' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Action of 22 January 1783' olayı 1445.0 yılında gerçekleşti.,False,1783.0,TR
'Battle of Kumegawa' olayı Türkiye ülkesinde gerçekleşti.,False,Japonya,TR
'Battle of Kumegawa' olayı 1840.0 yılında gerçekleşti.,False,1333.0,TR
'Battle of the Sambre' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of the Sambre' olayı 1918.0 yılında gerçekleşti.,True,1918.0,TR
'Second Battle of Fort Fisher' olayı Türkiye ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
'Second Battle of Fort Fisher' olayı 1800.0 yılında gerçekleşti.,False,1865.0,TR
'Battle of Frohse' olayı Almanya ülkesinde gerçekleşti.,True,Almanya,TR
'Battle of Frohse' olayı 1278.0 yılında gerçekleşti.,True,1278.0,TR
'Battle of Lifré' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Fransa,TR
'Battle of Lifré' olayı 1601.0 yılında gerçekleşti.,False,1794.0,TR
'Battle of Ambos Nogales' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Ambos Nogales' olayı 2014.0 yılında gerçekleşti.,False,1918.0,TR
'Battle of Shido' olayı Japonya ülkesinde gerçekleşti.,True,Japonya,TR
'Battle of Shido' olayı 1989.0 yılında gerçekleşti.,False,1185.0,TR
'Battle of Wild Cat Creek' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Wild Cat Creek' olayı 1637.0 yılında gerçekleşti.,False,1812.0,TR
'Battle of Les Ponts-de-Cé' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Les Ponts-de-Cé' olayı 1570.0 yılında gerçekleşti.,False,1620.0,TR
'Battle of Hakone-Takenoshita' olayı Almanya ülkesinde gerçekleşti.,False,Japonya,TR
'Battle of Hakone-Takenoshita' olayı 1792.0 yılında gerçekleşti.,False,1336.0,TR
'Battle of Sailor's Creek' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Sailor's Creek' olayı 1865.0 yılında gerçekleşti.,True,1865.0,TR
'hōkoku-ji Muharebesi' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,False,Japonya,TR
'hōkoku-ji Muharebesi' olayı 1551.0 yılında gerçekleşti.,True,1551.0,TR
'Battle of Strasbourg' olayı Fransa ülkesinde gerçekleşti.,True,Fransa,TR
'Battle of Strasbourg' olayı 2004.0 yılında gerçekleşti.,False,357.0,TR
'Battle of Monmouth Courthouse' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Monmouth Courthouse' olayı 918.0 yılında gerçekleşti.,False,1778.0,TR
'Capture of Belle Île' olayı Türkiye ülkesinde gerçekleşti.,False,Fransa,TR
'Capture of Belle Île' olayı 1761.0 yılında gerçekleşti.,True,1761.0,TR
'Hanauer Krawalle' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Almanya,TR
'Hanauer Krawalle' olayı 1830.0 yılında gerçekleşti.,True,1830.0,TR
'Battle of Kinston' olayı Amerika Birleşik Devletleri ülkesinde gerçekleşti.,True,Amerika Birleşik Devletleri,TR
'Battle of Kinston' olayı 1098.0 yılında gerçekleşti.,False,1862.0,TR
'Battle of Cross Keys' olayı Birleşik Krallık ülkesinde gerçekleşti.,False,Amerika Birleşik Devletleri,TR
