question,options,correct_letter,language
Wer ist der Schöpfer von Der Sturm?,"{'A': 'Buster Simpson', 'B': 'Pierre Auguste Cot', 'C': 'Georges Seurat', 'D': 'Maximilian Godefroy'}",B,DE
Wer ist der Schöpfer von Black Woman?,"{'A': 'Charles Louis Müller', 'B': 'テオドール・シャセリオー', 'C': 'Alfred Hrdlicka', 'D': 'Anna Bilińska-Bohdanowicz'}",D,DE
Wer ist der Schöpfer von Les Chênes d'Apremont?,"{'A': 'Albert David', 'B': 'Luigi Rusca', 'C': 'Théodore Rousseau', 'D': 'Hubert Robert'}",C,DE
Wer ist der Schöpfer von Der Frühling?,"{'A': 'Théodore Rousseau', 'B': '広島市', 'C': 'Philip Jackson', 'D': 'Vasily Demut-Malinovsky'}",A,DE
Wer ist der Schöpfer von Die Geburt der Venus?,"{'A': 'Bruno Tschötschel', 'B': 'Alexandre Cabanel', 'C': 'Wera Ignatjewna Muchina', 'D': '塩川文麟'}",B,DE
Wer ist der Schöpfer von Cleopatra Testing Poisons on Condemned Prisoners?,"{'A': 'Adèle Romany', 'B': 'Alexandre Cabanel', 'C': 'Lorne McKean', 'D': 'Pavel Bondarenko'}",B,DE
Wer ist der Schöpfer von Hommage à Delacroix?,"{'A': 'ジュール・クータン', 'B': 'Henri Fantin-Latour', 'C': '玉畹梵芳', 'D': 'Anthonis van Dyck'}",B,DE
Wer ist der Schöpfer von L'Oiseau bleu?,"{'A': 'Ladislav Šaloun', 'B': 'Mikhaïl Reva', 'C': 'Samvel Petrossian', 'D': 'Jean Metzinger'}",D,DE
Wer ist der Schöpfer von Le goûter?,"{'A': 'Artashes Hovsepyan', 'B': 'Jean Metzinger', 'C': '秦致貞', 'D': 'Katsushika Isai'}",B,DE
Wer ist der Schöpfer von Porträt von Kardinal Richelieu?,"{'A': '貫名菘翁', 'B': 'ギヨーム・ギヨン＝ルティエール', 'C': 'Jaroslav Kovář mladší', 'D': 'Philippe de Champaigne'}",D,DE
Wer ist der Schöpfer von Louis XIII Crowned by Victory?,"{'A': 'Lykurgos von Athen', 'B': '石山師香', 'C': 'Philippe de Champaigne', 'D': 'Edouard Preiser'}",C,DE
"Wer ist der Schöpfer von Time defeated by love, beauty and hope?","{'A': 'Victor M. Cott', 'B': 'Simon Vouet', 'C': 'Narisara Nuwattiwong', 'D': 'マルグリート・ジェラルド'}",B,DE
Wer ist der Schöpfer von Louis XIII?,"{'A': 'Amandus Adamson', 'B': 'Ōta Nanpo', 'C': 'Simon Vouet', 'D': 'Anton Dominik Fernkorn'}",C,DE
Wer ist der Schöpfer von Bonaparte beim Überschreiten der Alpen am Großen Sankt Bernhard?,"{'A': 'Paul Chabas', 'B': 'Fuad Ebdürehmanov', 'C': 'Aleksandr Vasilevitsj Vasjakin', 'D': 'Paul Delaroche'}",D,DE
Wer ist der Schöpfer von A Wooded Landscape with a Bacchic Scene?,"{'A': 'Pierre-Henri de Valenciennes', 'B': 'Jawad Saleem', 'C': 'Léonard Limosin', 'D': 'オドヒセ・パスカリ'}",A,DE
Wer ist der Schöpfer von Die beiden Schwestern?,"{'A': 'Unkoku Tōban', 'B': 'ジャン＝ジョゼフ・ペロー', 'C': '周文矩', 'D': 'Théodore Chassériau'}",D,DE
Wer ist der Schöpfer von Soleil couchant à Ivry?,"{'A': 'Mihran Hakobjan', 'B': 'Armand Guillaumin', 'C': 'ウジェーヌ・カリエール', 'D': 'Jules Adolphe Goupil'}",B,DE
Wer ist der Schöpfer von Portrait of Joseph Benoît Suvée?,"{'A': 'Kanō Takanobu', 'B': 'Marie-Gabrielle Capet', 'C': 'Willibald Fritsch', 'D': 'Bernhard Luginbühl'}",B,DE
Wer ist der Schöpfer von Portrait of Charles Meynier?,"{'A': 'Fujiwara no Gōshin', 'B': 'Eugène Louis Boudin', 'C': 'Marie-Gabrielle Capet', 'D': 'Henriette Davin'}",C,DE
Wer ist der Schöpfer von The First Mourning?,"{'A': 'William-Adolphe Bouguereau', 'B': '狩野探幽', 'C': 'セルジュ・ポリアコフ', 'D': 'Alexis Joseph Perignon'}",A,DE
Wer ist der Schöpfer von The Return of Spring?,"{'A': 'William-Adolphe Bouguereau', 'B': 'ルイス・ヘルセント', 'C': 'Jules Lefebvre', 'D': 'Jean-Augustin Franquelin'}",A,DE
Wer ist der Schöpfer von Die Schäferin?,"{'A': 'マンフレート・ジーレ＝ヴィッセル', 'B': 'Suren Nazaryan', 'C': 'Artsvin Grigoryan', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Pietà?,"{'A': 'ドメニコ・フォンターナ', 'B': 'William-Adolphe Bouguereau', 'C': 'Ercole Rosa', 'D': 'Anne-Louis Girodet'}",B,DE
Wer ist der Schöpfer von The Bohemian?,"{'A': 'Genzaburo Hayashi', 'B': 'Enrico Causici', 'C': 'William-Adolphe Bouguereau', 'D': 'ルイーズ・アメリ・ルグラン・ド・サン＝トーバン'}",C,DE
Wer ist der Schöpfer von Evening Mood?,"{'A': 'Angelo Zanelli', 'B': 'William-Adolphe Bouguereau', 'C': 'アルベール・ロビダ', 'D': 'Ivar Bentsen'}",B,DE
Wer ist der Schöpfer von Die ältere Schwester?,"{'A': '田能村竹田', 'B': 'Jan Wysocki', 'C': 'Wladimir de Vries', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Wet Cupid?,"{'A': 'Charles Marie Louis Joseph Sarrabezolles', 'B': 'Günter Anlauf', 'C': 'William-Adolphe Bouguereau', 'D': 'Max Leu'}",C,DE
Wer ist der Schöpfer von Amor und Psyche als Kinder?,"{'A': 'Andreas Schlüter', 'B': 'Jules Coutan', 'C': 'William-Adolphe Bouguereau', 'D': 'ジュール・デュプレ'}",C,DE
Wer ist der Schöpfer von Der Tanz?,"{'A': 'Ernst Hähnel', 'B': 'Louis-Simon Cabaillot-Lassalle', 'C': 'John Rhind', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Dante and Virgil in Hell?,"{'A': 'Hosoda Eishi', 'B': 'Joseph Max', 'C': 'William-Adolphe Bouguereau', 'D': 'Charles Edmond Renault'}",C,DE
Wer ist der Schöpfer von The Goose Girl?,"{'A': ""Jérôme Duquesnoy l'Ancien"", 'B': 'Paul Jouve', 'C': 'アンリ・ド・トゥールーズ＝ロートレック', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Die junge Schäferin?,"{'A': 'Anthonis van Dyck', 'B': 'Mori Yūsen', 'C': 'Francis Picabia', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Nymphen und Satyr?,"{'A': 'Sjarhej Bandarenka', 'B': 'Dirk Hakze', 'C': 'William-Adolphe Bouguereau', 'D': 'Kazimierz Gustaw Zemła'}",C,DE
Wer ist der Schöpfer von Alone in the World?,"{'A': 'William-Adolphe Bouguereau', 'B': 'Louis-Marie Dulieu of Chenevoux', 'C': 'テオドール・シャセリオー', 'D': 'ジャック・エミール・ブランシュ'}",A,DE
Wer ist der Schöpfer von Die Auffindung Zenobias durch Hirten am Ufer des Arax?,"{'A': 'Erwin de Vries', 'B': 'William-Adolphe Bouguereau', 'C': 'Tazaki Sōun', 'D': 'Fernando Quaglia'}",B,DE
Wer ist der Schöpfer von Cupid with a Butterfly?,"{'A': 'Aimé Millet', 'B': 'Sergey Bondarenko', 'C': 'William-Adolphe Bouguereau', 'D': 'Albert Gleizes'}",C,DE
Wer ist der Schöpfer von Madonna with child and John the Baptist?,"{'A': 'Hata no Chitei', 'B': 'Peter Clodt Von Jürgensburg', 'C': 'William-Adolphe Bouguereau', 'D': '住吉具慶'}",C,DE
Wer ist der Schöpfer von The abduction of Psyche?,"{'A': 'Yanagisawa Kien', 'B': 'Ara Harutyunyan', 'C': 'William-Adolphe Bouguereau', 'D': '長沢芦雪'}",C,DE
Wer ist der Schöpfer von Aurora?,"{'A': 'Jane de Montchenu', 'B': 'Matwei Genrichowitsch Maniser', 'C': 'Alfred Hrdlicka', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von The Nut Gatherers?,"{'A': 'Anne Vallayer-Coster', 'B': 'William-Adolphe Bouguereau', 'C': 'モデスト・シェピレフスキー', 'D': 'Gustav Eberlein'}",B,DE
Wer ist der Schöpfer von The Knitting Girl?,"{'A': 'Victorio Macho Rogado', 'B': 'Luca Giordano', 'C': 'William-Adolphe Bouguereau', 'D': 'Nonoyama Kozan'}",C,DE
Wer ist der Schöpfer von The Two Bathers?,"{'A': 'ジョゼフ・パロセル', 'B': 'William-Adolphe Bouguereau', 'C': 'Hubertus von Pilgrim', 'D': 'Kanō Takanobu'}",B,DE
Wer ist der Schöpfer von Kleine Diebinnen?,"{'A': 'Karlen Nurijanyan', 'B': 'William-Adolphe Bouguereau', 'C': 'ジャック・フロマン＝モーリス', 'D': 'アンリエット・ロリミエ'}",B,DE
Wer ist der Schöpfer von Eine junge Frau wehrt sich gegen Eros?,"{'A': 'Vasyl Borodai', 'B': 'William-Adolphe Bouguereau', 'C': 'Jan Bartoš', 'D': 'Auguste de Montferrand'}",B,DE
Wer ist der Schöpfer von Spring dream?,"{'A': 'ミヒラン・ハコビアン', 'B': 'Rolf Hochhuth', 'C': 'Bogumił Burzyński', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Spring songs?,"{'A': 'Fujiwara no Takanobu', 'B': '古山師重', 'C': 'William-Adolphe Bouguereau', 'D': 'Carlo Scarpa'}",C,DE
Wer ist der Schöpfer von The Motherland?,"{'A': 'William-Adolphe Bouguereau', 'B': 'Eduard Hauser', 'C': 'サルギス・バグダサリヤン', 'D': 'Andrey Korobtsov'}",A,DE
Wer ist der Schöpfer von The night?,"{'A': 'Hadrian', 'B': 'William-Adolphe Bouguereau', 'C': 'Ōta Nanpo', 'D': 'フレデリク・バルトルディ'}",B,DE
Wer ist der Schöpfer von The Virgin of the Lilies?,"{'A': '狩野孝信', 'B': 'Jewgeni Wiktorowitsch Wutschetitsch', 'C': 'William-Adolphe Bouguereau', 'D': 'Émile Jules Pichot'}",C,DE
Wer ist der Schöpfer von Jungfrau Maria mit Engeln?,"{'A': 'Jim Torosian', 'B': '狩野山楽', 'C': 'William-Adolphe Bouguereau', 'D': 'Pierre Mignard'}",C,DE
Wer ist der Schöpfer von Byblis?,"{'A': 'Ivan Martos', 'B': 'William-Adolphe Bouguereau', 'C': 'En-I', 'D': '歌川国輝'}",B,DE
Wer ist der Schöpfer von Die Welle?,"{'A': 'William-Adolphe Bouguereau', 'B': 'Ara Shiraz', 'C': 'フェルナンド・ボテロ', 'D': 'Kiyonaga'}",A,DE
Wer ist der Schöpfer von Flora and Zephyr?,"{'A': 'Henk Etienne', 'B': 'William-Adolphe Bouguereau', 'C': 'Jakob August Heer', 'D': 'Ike Gyokuran'}",B,DE
Wer ist der Schöpfer von The Nymphaeum?,"{'A': 'Ömər Eldarov', 'B': 'Nathan Rappaport', 'C': 'Mansudae Overseas Projects', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Cupid on the lookout?,"{'A': 'Keibun', 'B': 'Jan Styka', 'C': 'ヘンドリック・シェフェール', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Lost Pleiad?,"{'A': 'William-Adolphe Bouguereau', 'B': 'Juri Grigorjewitsch Orechow', 'C': 'Christian Daniel Rauch', 'D': '懐月堂安度'}",A,DE
Wer ist der Schöpfer von Les murmures de l'Amour?,"{'A': 'Giuseppe Grandi', 'B': 'Nicolas Bertin', 'C': '源琦', 'D': 'William-Adolphe Bouguereau'}",D,DE
Wer ist der Schöpfer von Gemäldegalerie des Louvre?,"{'A': 'ベルンハルト・ルジンブール', 'B': 'Lorado Taft', 'C': 'Maurice Estève', 'D': 'Hubert Robert'}",D,DE
Wer ist der Schöpfer von The Funeral Procession of Love?,"{'A': 'Thomas Brock', 'B': 'Johann-Georg Bendl', 'C': '近衛信尹', 'D': 'Antoine Caron'}",D,DE
Wer ist der Schöpfer von Zwei Frauen im Bad?,"{'A': 'Joost Boks', 'B': 'Joseph-Marie Vien', 'C': 'Pasquale Rizzoli', 'D': 'Ivan Kavaléridzé'}",B,DE
Wer ist der Schöpfer von Die Exkommunizierung von Robert des Frommen?,"{'A': 'Miklós Melocco', 'B': 'Iwan Browdi', 'C': 'Gessen', 'D': 'Jean-Paul Laurens'}",D,DE
Wer ist der Schöpfer von Erster Deutscher Herbstsalon?,"{'A': 'Albert Gleizes', 'B': 'Kanō Sanraku', 'C': 'Nishikawa Sukenobu', 'D': 'カミーユ・ピサロ'}",A,DE
Wer ist der Schöpfer von Harvest Threshing?,"{'A': 'Max Klein', 'B': 'Albert Gleizes', 'C': 'Antoinette Béfort', 'D': 'Dmitri Wassiljewitsch Lyndin'}",B,DE
Wer ist der Schöpfer von Die Taufe des Jesus von Nazareth durch Johannes den Täufer?,"{'A': 'John Steell', 'B': 'Jacqueline Marval', 'C': 'Endonezya Hava Kuvvetleri', 'D': 'Jean Colombe'}",D,DE
Wer ist der Schöpfer von The Pearl and the Wave?,"{'A': 'Laurens Kolks', 'B': 'Kawamata Tsuneyuki', 'C': '狩野探信', 'D': 'Paul-Jacques-Aimé Baudry'}",D,DE
Wer ist der Schöpfer von September Morn?,"{'A': '石川豊信', 'B': 'Jan Styka', 'C': 'Michael Perkhin', 'D': 'Paul Émile Chabas'}",D,DE
"Wer ist der Schöpfer von Battle of Castillon, July 17, 1453?","{'A': 'Charles Shepherd jun.', 'B': '常盤光長', 'C': 'Charles-Philippe Larivière', 'D': 'Luigi Belli'}",C,DE
"Wer ist der Schöpfer von Bataille de Cocherel, 16 mai 1364?","{'A': 'Hokuba', 'B': 'アンリ・ブシャール', 'C': 'Charles-Philippe Larivière', 'D': 'Iwasa Matabē'}",C,DE
"Wer ist der Schöpfer von Battle of Mons-en-Puelle, August 18, 1304?","{'A': 'Charles-Philippe Larivière', 'B': 'Jeanne-Elisabeth Chaudet', 'C': 'Choe Chi-won', 'D': 'Norayr Karganyan'}",A,DE
"Wer ist der Schöpfer von Battle of the Dunes at the siege of Dunkirk, June 14, 1658?","{'A': 'Tsubaki Chinzan', 'B': 'Karlen Nurijanyan', 'C': 'Charles-Philippe Larivière', 'D': 'Élisabeth Vigée-Lebrun'}",C,DE
"Wer ist der Schöpfer von Paris, vu des hauteurs du Père Lachaise?","{'A': ""Députation forale d'Alava"", 'B': 'Edouard Preiser', 'C': 'Louise-Joséphine Sarazin de Belmont', 'D': 'Matvey Genrikhovich Manizer'}",C,DE
Wer ist der Schöpfer von Portrait of Alfred de Vigny?,"{'A': 'エンリコ・ブッティ', 'B': 'Tosa Mitsuyoshi', 'C': 'フリッツ・クラマー', 'D': 'Pierre Daubigny'}",D,DE
Wer ist der Schöpfer von Agony in the Garden with donor Louis I of Orléans?,"{'A': 'Yōgetsu', 'B': 'Colart de Laon', 'C': '貫名菘翁', 'D': 'アントワーヌ・カロン'}",B,DE
Wer ist der Schöpfer von Monsieur du Cruet?,"{'A': 'Fernand Léger', 'B': 'Yokoi Kinkoku', 'C': '月岡雪斎', 'D': 'Pauline Augustin'}",D,DE
Wer ist der Schöpfer von La Rue Montorgueil?,"{'A': '鈴木其一', 'B': 'Claude Monet', 'C': 'ロジェ・ド・ラ・フレネー', 'D': 'Robert Delaunay'}",B,DE
Wer ist der Schöpfer von Mohnblumen?,"{'A': 'Ghoukas Tchoubarian', 'B': 'Jules Dalou', 'C': 'アントワーヌ・ブールデル', 'D': 'Claude Monet'}",D,DE
Wer ist der Schöpfer von Madame Monet im Kimono?,"{'A': 'Limbourg brothers', 'B': 'Claude Monet', 'C': 'Emile Béranger', 'D': '近衛信尹'}",B,DE
"Wer ist der Schöpfer von Étretat, die Tür von Aval, Fischereischiffe verlassen den Hafen?","{'A': 'Ogawa Haritsu', 'B': 'ジャックマール・ド・エダン', 'C': 'Suzuki Kiitsu', 'D': 'Claude Monet'}",D,DE
Wer ist der Schöpfer von Sternennacht?,"{'A': 'Xosé Cid Menor', 'B': 'Anne Vallayer-Coster', 'C': 'Marie Laurencin', 'D': 'Vincent van Gogh'}",D,DE
Wer ist der Schöpfer von Hütten in Cordeville (Strohgedeckte Häuser in Cordeville)?,"{'A': 'Marian Konieczny', 'B': 'Shōkadō Shōjō', 'C': 'Edmond Tigranyan', 'D': 'Vincent van Gogh'}",D,DE
Wer ist der Schöpfer von Baumwurzeln und Baumstämme?,"{'A': 'Georg Rudolf Hengstenberg', 'B': 'Vincent van Gogh', 'C': 'Renato Della Rocca', 'D': 'Kharkevich'}",B,DE
Wer ist der Schöpfer von Weizenfeld mit Blick auf Arles?,"{'A': 'Eugène Boudin', 'B': 'Aleksandr Vasilevitsj Vasjakin', 'C': 'Vincent van Gogh', 'D': ""Kanō Tan'yū""}",C,DE
Wer ist der Schöpfer von Selbstbildnis?,"{'A': 'Pascal Adolphe Dagnan-Bouveret', 'B': 'Vincent van Gogh', 'C': 'アルブレヒト・カウフ', 'D': 'Tokay Memmedov'}",B,DE
Wer ist der Schöpfer von Offenes Fenster in Collioure?,"{'A': 'Henri Matisse', 'B': 'Valentyn Borysenko', 'C': 'Andrei Iwanowitsch Chaustow', 'D': '喜多川歌麿'}",A,DE
Wer ist der Schöpfer von Badende mit einer Schildkröte?,"{'A': '永樂保全', 'B': 'Henri Matisse', 'C': 'Manuel de Araújo Porto-Alegre', 'D': 'ロバート・ルフェーヴル'}",B,DE
Wer ist der Schöpfer von Piano Lesson?,"{'A': 'ルイ・レオポルド・ロベール', 'B': 'Henri Matisse', 'C': '椿椿山', 'D': 'アンリ・マルタン'}",B,DE
Wer ist der Schöpfer von Self-Portrait in a Striped T-shirt?,"{'A': 'Ara Shiraz', 'B': 'Anton Dominik Fernkorn', 'C': 'Henri Matisse', 'D': 'Enrico Causici'}",C,DE
Wer ist der Schöpfer von View of Notre-Dame?,"{'A': 'Hans Dieter Bohnet', 'B': 'Gunnar Finne', 'C': 'Henri Matisse', 'D': 'Merry-Joseph Blondel'}",C,DE
Wer ist der Schöpfer von Andromeda?,"{'A': 'Kawanabe Kyōsai', 'B': '啓孫', 'C': 'Gustave Doré', 'D': 'Boris Vasilevitsj Edoenov'}",C,DE
Wer ist der Schöpfer von Die große Odaliske?,"{'A': 'ブルーノ・シュミッツ', 'B': 'Furuyama Moromasa', 'C': 'Jean Auguste Dominique Ingres', 'D': 'Ercole Rosa'}",C,DE
"Wer ist der Schöpfer von Amédée-David, the Comte de Pastoret?","{'A': 'Georges William Thornley', 'B': 'Jean Auguste Dominique Ingres', 'C': 'オットー・レッシング', 'D': 'Sesshū Tōyō'}",B,DE
Wer ist der Schöpfer von Die Freiheit führt das Volk?,"{'A': 'Eugène Delacroix', 'B': 'J. Lecourt', 'C': 'Théodore Chassériau', 'D': 'Jean Metzinger'}",A,DE
Wer ist der Schöpfer von Ein Sonntagnachmittag auf der Insel La Grande Jatte?,"{'A': 'マシン・ピカジョ', 'B': 'Georges Seurat', 'C': 'Choi Chi-won', 'D': 'Marquard Wocher'}",B,DE
Wer ist der Schöpfer von Sonntag in Port-en-Bessin?,"{'A': 'Heinrich Fuss', 'B': 'Hadrien', 'C': 'Bokudō Sojun', 'D': 'Georges Seurat'}",D,DE
Wer ist der Schöpfer von Einfahrt zum Hafen Port-en-Bessin?,"{'A': 'Urs Eggenschwyler', 'B': 'Georges Seurat', 'C': 'J.J.P.アウト', 'D': 'エドゥアール・マネ'}",B,DE
"Wer ist der Schöpfer von Port-en-Bessin, outer harbour, high tide?","{'A': 'Ferdinand Schlöth', 'B': 'Georges Seurat', 'C': 'Alexandre Falguière', 'D': 'モージズ・イジーキエル'}",B,DE
Wer ist der Schöpfer von Die Frau in den Wellen?,"{'A': 'Utagawa Toyohiro', 'B': 'Enichibō Jōnin', 'C': 'John Rhind', 'D': 'Gustave Courbet'}",D,DE
Wer ist der Schöpfer von Die Kartenspieler?,"{'A': '森雄仙', 'B': 'Paul Cézanne', 'C': 'Yokoi Kinkoku', 'D': 'Albin Polasek'}",B,DE
Wer ist der Schöpfer von Farmhouse and Chestnut Trees at Jas de Bouffan?,"{'A': 'Paul Cézanne', 'B': 'Ivan Pershudchev', 'C': 'Manuel Castaños Agáñez', 'D': 'オディロン・ルドン'}",A,DE
Wer ist der Schöpfer von House in Bellevue?,"{'A': 'ジャンニーノ・カスティリオーニ', 'B': 'Parmen Sabella', 'C': 'Paul Cézanne', 'D': 'Pavel Ivanovitch Bondarenko'}",C,DE
Wer ist der Schöpfer von Brücke über den Teich?,"{'A': 'Paul Cézanne', 'B': 'マリアーノ・ベンリウレ', 'C': 'Genki (peintre)', 'D': 'Anton Rückel'}",A,DE
Wer ist der Schöpfer von Stilleben mit dem Profil von Charles Laval?,"{'A': 'ジャン＝フランソワ・ラファエリ', 'B': 'Paul Gauguin', 'C': 'François-Auguste Biard', 'D': 'Pierre Bonnard'}",B,DE
Wer ist der Schöpfer von Bal du moulin de la Galette?,"{'A': 'Ezio Roscitano', 'B': 'ジャック・フロマン＝モーリス', 'C': 'Toriyama Sekien', 'D': 'Pierre-Auguste Renoir'}",D,DE
Wer ist der Schöpfer von Porträt der Frau Charpentier und ihre Kinder?,"{'A': 'Pierre-Auguste Renoir', 'B': 'Maxim Petrovich Dmitriev', 'C': 'Sarah Stein', 'D': 'Ōta Nanpo'}",A,DE
Wer ist der Schöpfer von Im Sommer?,"{'A': 'アルベール・グレーズ', 'B': 'Pierre-Auguste Renoir', 'C': 'Salawat Alexandrowitsch Schtscherbakow', 'D': 'Jan Chmielewski'}",B,DE
Wer ist der Schöpfer von Die großen Badenden?,"{'A': 'Miklós Melocco', 'B': 'Albert Bruce-Joy', 'C': 'ジロデ＝トリオゾン', 'D': 'Pierre-Auguste Renoir'}",D,DE
Wer ist der Schöpfer von Lise mit dem Sonnenschirm?,"{'A': '岸駒', 'B': 'Berthe Morisot', 'C': 'フランソワ・ボンヴァン', 'D': 'Pierre-Auguste Renoir'}",D,DE
Wer ist der Schöpfer von On the Shore of the Seine?,"{'A': 'Pierre-Auguste Renoir', 'B': 'Josep Oriol Mestres', 'C': '桑山玉洲', 'D': 'Furuyama Moroshige'}",A,DE
Wer ist der Schöpfer von Porträt von Adèle Besson?,"{'A': 'Vyacheslav Klykov', 'B': 'Pierre-Auguste Renoir', 'C': 'Jean-Baptiste Huet', 'D': 'James V. Lafferty'}",B,DE
Wer ist der Schöpfer von Gabriele mit Rose?,"{'A': 'Pierre-Auguste Renoir', 'B': 'Unkoku Tōeki', 'C': 'Grigori Nikolaevitch Postnikov', 'D': 'Giuliano Mozzani'}",A,DE
Wer ist der Schöpfer von Lesendes Mädchen?,"{'A': 'Leochares', 'B': 'Nakabayashi Chikutō', 'C': 'Pierre-Auguste Renoir', 'D': '曽我直庵'}",C,DE
Wer ist der Schöpfer von Portrait of Margot?,"{'A': 'Joseph Edgar Boehm', 'B': 'Maruyama Ōkyo', 'C': 'Pierre-Auguste Renoir', 'D': 'Mochizuki Gyokusen'}",C,DE
Wer ist der Schöpfer von The Clown?,"{'A': 'Edmond Leroy', 'B': 'Shugaku Watanabe', 'C': 'ラウール・ヴェルレ', 'D': 'Pierre-Auguste Renoir'}",D,DE
Wer ist der Schöpfer von Tanz in Bougival?,"{'A': 'ルイ・ジャン・デプレ', 'B': 'John Hutchison', 'C': 'Pierre-Auguste Renoir', 'D': 'Thiébaut Frères'}",C,DE
Wer ist der Schöpfer von Ruhe nach dem Bad?,"{'A': 'Zinovy Moiseevich Vilensky', 'B': 'Fukae Roshū', 'C': 'Pierre-Auguste Renoir', 'D': 'Joseph Edgar Boehm'}",C,DE
Wer ist der Schöpfer von Urteil des Paris?,"{'A': ""Force aérienne de l'armée nationale indonésienne"", 'B': 'Hiroshima', 'C': 'Pierre-Auguste Renoir', 'D': 'アンリ・ブシャール'}",C,DE
Wer ist der Schöpfer von Willows and characters in a boat?,"{'A': 'Pierre-Auguste Renoir', 'B': '塩川文麟', 'C': '雲谷等顔', 'D': 'オットー・レッシング'}",A,DE
Wer ist der Schöpfer von Das Frühstück im Grünen?,"{'A': '長谷川等伯', 'B': 'David Begalov', 'C': 'Édouard Manet', 'D': 'État grec'}",C,DE
Wer ist der Schöpfer von Die Pflaume?,"{'A': 'Jean-Jacques Le Barbier', 'B': '菱川師宣', 'C': '土佐光則', 'D': 'Édouard Manet'}",D,DE
Wer ist der Schöpfer von Porträt Henri Rochefort?,"{'A': 'エイラ・ヒルツネン', 'B': 'Édouard Manet', 'C': '雪舟', 'D': 'Khaimuk Chuto'}",B,DE
Wer ist der Schöpfer von Die Rue Mosnier mit Fahnen?,"{'A': 'Édouard Manet', 'B': '池大雅', 'C': 'Matwei Jakowlewitsch Charlamow', 'D': 'Abraham de Verwer'}",A,DE
Wer ist der Schöpfer von Henri Rocheforts Flucht?,"{'A': 'Paul Troubetzkoy', 'B': 'フレデリック・マレス', 'C': 'ジャック・フロマン＝モーリス', 'D': 'Édouard Manet'}",D,DE
Wer ist der Schöpfer von Landschaft mit Polyphem?,"{'A': ""Députation forale d'Alava"", 'B': 'Nicolas Poussin', 'C': 'Joseph Uphues', 'D': 'Giulio Monteverde'}",B,DE
Wer ist der Schöpfer von Ideale Landschaft?,"{'A': 'Mohammed Ghani Hikmat', 'B': 'Kuwayama Gyokushū', 'C': 'Georges de la Tour', 'D': 'Nicolas Poussin'}",D,DE
Wer ist der Schöpfer von Hl. Cäcilie?,"{'A': 'Aiseki', 'B': 'Nicolas Poussin', 'C': 'Guillaume Guillon-Lethière', 'D': 'Jean-Baptiste Greuze'}",B,DE
Wer ist der Schöpfer von The Israelites gathering Manna in the Desert?,"{'A': 'ズラブ・ツェレテリ', 'B': 'シャルル・コルディエ', 'C': 'Nicolas Poussin', 'D': 'Johann Baptist Scholl'}",C,DE
Wer ist der Schöpfer von Apollo und die Musen?,"{'A': 'スタニスラフ・スチャルダ', 'B': 'エンリコ・ブッティ', 'C': 'Matveï Maniser', 'D': 'Nicolas Poussin'}",D,DE
Wer ist der Schöpfer von Woman in her Bath Sponging her Leg?,"{'A': 'Edgar Degas', 'B': 'ヴィニー・リーム', 'C': 'Carl König', 'D': 'Jan Chmielewski'}",A,DE
Wer ist der Schöpfer von Mademoiselle Dihau Playing the Piano?,"{'A': 'Edgar Degas', 'B': ""Kanō Tan'yū"", 'C': 'Josef Max', 'D': 'ヤン・スティカ'}",A,DE
Wer ist der Schöpfer von Interior?,"{'A': 'Walentyn Boryssenko', 'B': 'Halyna Kalchenko', 'C': 'Edgar Degas', 'D': 'ラインホルト・ベーガス'}",C,DE
Wer ist der Schöpfer von Die Wahrheit steigt aus dem Brunnen?,"{'A': 'Rosalie Caron', 'B': 'René de Saint-Marceaux', 'C': 'Jean-Léon Gérôme', 'D': 'Bogna Czechowska'}",C,DE
Wer ist der Schöpfer von Abenddämmerung?,"{'A': 'Willibald Fritsch', 'B': 'Stanisław Hochuł', 'C': 'Théodore Rousseau', 'D': 'Fukae Roshū'}",C,DE
Wer ist der Schöpfer von La Comtesse De Keller (marquise de Saint Yves d'Alveydre)?,"{'A': 'Jean-Honoré Fragonard', 'B': 'Tawaraya Sōtatsu', 'C': 'J. Massey Rhind', 'D': 'Alexandre Cabanel'}",D,DE
Wer ist der Schöpfer von Nymph abducted by a faun?,"{'A': 'Shugaku Watanabe', 'B': ""Hon'ami Kōetsu"", 'C': 'Alexandre Cabanel', 'D': 'Luigi Rusca'}",C,DE
Wer ist der Schöpfer von Fruit and a Jug on a Table?,"{'A': 'Watanabe Kazan', 'B': 'Paul Soyer', 'C': 'Eugène Battaille', 'D': 'Jean Metzinger'}",D,DE
