Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken
L'événement 'Battle of Hakone-Takenoshita' a eu lieu en Turquie.,"Vrai ou Faux?`

Answer: F",False,1,FR,0.6528327465057373
L'événement 'Battle of Hakone-Takenoshita' a eu lieu en 1336.0.,"Vrai ou Faux?

Vrai ou F",True,1,FR,0.6531713008880615
L'événement 'bataille de Sayler's Creek' a eu lieu en États-Unis.,"Vrai ou Faux?""

    -",True,1,FR,0.6527092456817627
L'événement 'bataille de Sayler's Creek' a eu lieu en 1278.0.,"Vrai ou Faux?`

The user will",False,1,FR,0.6538124084472656
L'événement 'bataille de Shōkoku-ji' a eu lieu en Japon.,"Vrai ou Faux?`

Answer: V",True,1,FR,0.6528158187866211
L'événement 'bataille de Shōkoku-ji' a eu lieu en 1769.0.,Vrai ou Faux? Votre réponse...,False,1,FR,0.6518769264221191
L'événement 'bataille d'Argentoratum' a eu lieu en France.,"Vrai ou Faux?`

    - `",True,1,FR,0.6525838375091553
L'événement 'bataille d'Argentoratum' a eu lieu en 357.0.,Vrai ou Faux? Réponse?,True,1,FR,0.6536531448364258
L'événement 'bataille de Monmouth' a eu lieu en Turquie.,"Vrai ou Faux?</p>
<p",False,1,FR,0.6529803276062012
L'événement 'bataille de Monmouth' a eu lieu en 800.0.,"Répondez Vrai ou Faux."",",False,1,FR,0.6522197723388672
L'événement 'prise de Belle-Île-en-Mer' a eu lieu en France.,"Vrai ou Faux?""
    - """,True,1,FR,0.6532385349273682
L'événement 'prise de Belle-Île-en-Mer' a eu lieu en 843.0.,0.0 1.0.0.,False,0,FR,0.6533617973327637
L'événement 'Hanauer Krawalle' a eu lieu en Royaume-Uni.,"Vrai ou Faux?`

    - `",False,1,FR,0.6531634330749512
L'événement 'Hanauer Krawalle' a eu lieu en 1809.0.,"Vrai ou Faux?

C : Vrai",False,1,FR,0.651829719543457
L'événement 'bataille de Kinston' a eu lieu en États-Unis.,"Vrai ou Faux?`

Answer: F",True,1,FR,0.6522846221923828
L'événement 'bataille de Kinston' a eu lieu en 1862.0.,5.10.15.20.25.,True,0,FR,0.6527061462402344
L'événement 'bataille de Cross Keys' a eu lieu en États-Unis.,"Vrai ou Faux?`

Translation:
`",True,1,FR,0.6526350975036621
L'événement 'bataille de Cross Keys' a eu lieu en 1862.0.,5.0.0.0.0.,True,0,FR,0.6525614261627197
L'événement 'bataille de Senjōsan' a eu lieu en Japon.,"Vrai ou Faux?`

    answer =",True,1,FR,0.6525483131408691
L'événement 'bataille de Senjōsan' a eu lieu en 1509.0.,5 Vrai 0.5 Faux,False,1,FR,0.6543776988983154
L'événement 'Siege of Marsal' a eu lieu en France.,"Vrai ou Faux?""

    - """,True,1,FR,0.6536548137664795
L'événement 'Siege of Marsal' a eu lieu en 1870.0.,Vrai ou Faux? Répondre!,True,1,FR,0.6518826484680176
L'événement 'bataille du Moulin des Rondelles' a eu lieu en France.,"Vrai ou Faux?`

    - `",True,1,FR,0.6530675888061523
L'événement 'bataille du Moulin des Rondelles' a eu lieu en 1944.0.,"Vrai ou Faux? |

### Réponse",True,1,FR,0.652296781539917
L'événement 'bataille de Torgau' a eu lieu en Allemagne.,"Vrai ou Faux?</p>
</",True,1,FR,0.65299391746521
L'événement 'bataille de Torgau' a eu lieu en 1160.0.,"Vrai ou Faux?`

`True`",False,1,FR,0.6534500122070312
L'événement 'Battle of Dodendorf' a eu lieu en Royaume-Uni.,"Vrai ou Faux?""
    - """,False,1,FR,0.6540050506591797
L'événement 'Battle of Dodendorf' a eu lieu en 1809.0.,Vrai ou Faux? (Vrai ou,True,1,FR,0.6539075374603271
L'événement 'bataille de Goldsboro Bridge' a eu lieu en États-Unis.,"Vrai ou Faux?`

Answer: V",True,1,FR,0.6554608345031738
L'événement 'bataille de Goldsboro Bridge' a eu lieu en 1862.0.,"Vrai ou Faux? 

(Enregistr",True,1,FR,0.6532154083251953
L'événement 'bataille de Saint-James' a eu lieu en France.,"Vrai ou Faux?`

Please help me",True,1,FR,0.6525089740753174
L'événement 'bataille de Saint-James' a eu lieu en 1513.0.,Vrai ou Faux? Vrai Faux,False,1,FR,0.6526434421539307
L'événement 'bataille de Thiméon' a eu lieu en Royaume-Uni.,"Vrai ou Faux?"" },
{""question",False,1,FR,0.6536309719085693
L'événement 'bataille de Thiméon' a eu lieu en 851.0.,Vrai ou Faux? Répondre!,False,1,FR,0.6550533771514893
L'événement 'bataille de Tatarahama' a eu lieu en Japon.,"Vrai ou Faux?`

Answer: F",True,1,FR,0.6539692878723145
L'événement 'bataille de Tatarahama' a eu lieu en 429.0.,"Vrai ou Faux?""

    - """,False,1,FR,0.6531081199645996
L'événement 'bataille de Bornhöved' a eu lieu en Royaume-Uni.,"Vrai ou Faux?</p>

<p",False,1,FR,0.6530179977416992
L'événement 'bataille de Bornhöved' a eu lieu en 1227.0.,"Vrai ou Faux? »

* Réponse",True,1,FR,0.6528332233428955
L'événement 'bataille de Saint-Cast' a eu lieu en France.,"Vrai ou Faux?</p>
<button",True,1,FR,0.6525869369506836
L'événement 'bataille de Saint-Cast' a eu lieu en 1758.0.,"Vrai ou Faux? 
Répondre",True,1,FR,0.6529674530029297
L'événement 'bataille de Fougères' a eu lieu en France.,"Vrai ou Faux?`

    # Aj",True,1,FR,0.6526684761047363
L'événement 'bataille de Fougères' a eu lieu en 1793.0.,"Vrai ou Faux?`

The answer is",True,1,FR,0.6528434753417969
L'événement 'bataille de Lübeck' a eu lieu en Japon.,Répondez simplement à la prochaine affirmation,False,0,FR,0.6523690223693848
L'événement 'bataille de Lübeck' a eu lieu en 1806.0.,5. Vrai ou Faux?  V,True,1,FR,0.6529934406280518
L'événement 'bataille de Saint-Privat' a eu lieu en France.,"Vrai ou Faux?`

Answer: V",True,1,FR,0.6524624824523926
L'événement 'bataille de Saint-Privat' a eu lieu en 1973.0.,1.0.1.0.1.,False,0,FR,0.652902364730835
L'événement 'combat d'Amberg' a eu lieu en Allemagne.,"Vrai ou Faux?""

    - """,True,1,FR,0.6521327495574951
L'événement 'combat d'Amberg' a eu lieu en 1796.0.,"Vrai ou Faux?

Vrai ou F",True,1,FR,0.6522910594940186
L'événement 'bataille des Ardennes' a eu lieu en France.,"Vrai ou Faux?"")

# Afficher",True,1,FR,0.652193546295166
L'événement 'bataille des Ardennes' a eu lieu en 2007.0.,"00
Vrai ou Faux?

Vrai",False,1,FR,0.6522769927978516
L'événement 'bataille d'Upperville' a eu lieu en États-Unis.,"Vrai ou Faux?`

    - The",True,1,FR,0.6531238555908203
L'événement 'bataille d'Upperville' a eu lieu en 1863.0.,"Vrai ou Faux?""
    }",True,1,FR,0.6531341075897217
L'événement 'bataille de Stamford 894' a eu lieu en Royaume-Uni.,"Vrai ou Faux?""

    - """,True,1,FR,0.6527342796325684
L'événement 'bataille de Stamford 894' a eu lieu en 1878.0.,"5  Vrai ou Faux?


V",False,1,FR,0.652839183807373
L'événement 'première bataille de Donaldsonville' a eu lieu en États-Unis.,"Vrai ou Faux?""

    - """,True,1,FR,0.652498722076416
L'événement 'première bataille de Donaldsonville' a eu lieu en 1862.0.,"5 Vrai ou Faux?`

    -",True,1,FR,0.6526398658752441
L'événement 'bataille de la Marfée' a eu lieu en États-Unis.,"Vrai ou Faux?`

Answer: F",False,1,FR,0.6526739597320557
L'événement 'bataille de la Marfée' a eu lieu en 1641.0.,0.0.0.0.0.,True,0,FR,0.6528730392456055
L'événement 'bataille du Hamel' a eu lieu en France.,"Vrai ou Faux?""

    - """,True,1,FR,0.6518702507019043
L'événement 'bataille du Hamel' a eu lieu en 1918.0.,Vrai ou Faux? Vrai! L,True,1,FR,0.6520960330963135
L'événement 'Battle of Pocotaligo' a eu lieu en États-Unis.,"Vrai ou Faux?</p>
<p",True,1,FR,0.6529581546783447
L'événement 'Battle of Pocotaligo' a eu lieu en 1652.0.,"Vrai ou Faux?`

And here is",False,1,FR,0.6526534557342529
L'événement 'prise de Nice' a eu lieu en Japon.,"Vrai ou Faux?""

    - """,False,1,FR,0.6530420780181885
L'événement 'prise de Nice' a eu lieu en 1504.0.,"Vrai ou Faux?""
    ),",False,1,FR,0.6527407169342041
L'événement 'Battle of Charleston' a eu lieu en États-Unis.,"**

Vrai ou Faux? 
```",True,1,FR,0.6517002582550049
L'événement 'Battle of Charleston' a eu lieu en 429.0.,0.0.0.0.0.,False,0,FR,0.6526646614074707
L'événement 'Battle of Peonnum' a eu lieu en France.,"Vrai ou Faux?""

    - Le",False,1,FR,0.6532423496246338
L'événement 'Battle of Peonnum' a eu lieu en 1961.0.,"Vrai ou Faux?""
    )",False,1,FR,0.6522440910339355
L'événement 'bataille d'Höchstädt' a eu lieu en Allemagne.,"Vrai ou Faux?""

    - Aff",True,1,FR,0.6528186798095703
L'événement 'bataille d'Höchstädt' a eu lieu en 1720.0.,"Vrai ou Faux?"")

# Les ré",False,1,FR,0.652554988861084
L'événement 'bataille de Montgey' a eu lieu en Royaume-Uni.,"Vrai ou Faux?"")
        # V",False,1,FR,0.652207612991333
L'événement 'bataille de Montgey' a eu lieu en 1411.0.,"Vrai ou Faux? |

**Rés",True,1,FR,0.6523685455322266
L'événement 'bataille de Nogimiya' a eu lieu en Japon.,"Vrai ou Faux?`

Answer: F",True,1,FR,0.6521961688995361
L'événement 'bataille de Nogimiya' a eu lieu en 1520.0.,"Vrai ou Faux?""

    - options",False,1,FR,0.6528511047363281
L'événement 'bataille de Sarrebruck' a eu lieu en Turquie.,"Vrai ou Faux?</p>
<p",False,1,FR,0.6525487899780273
L'événement 'bataille de Sarrebruck' a eu lieu en 1972.0.,"Vrai ou Faux?`

`Answer:",False,1,FR,0.6526317596435547
L'événement 'bataille d'Auberoche' a eu lieu en Japon.,Répondre en Vrai ou Faux.,False,1,FR,0.6527984142303467
L'événement 'bataille d'Auberoche' a eu lieu en 1345.0.,"Vrai ou Faux?</div>

<div",True,1,FR,0.652747631072998
L'événement 'bataille d'Osawatomie' a eu lieu en États-Unis.,"Vrai ou Faux?`

The answer is",True,1,FR,0.6534597873687744
L'événement 'bataille d'Osawatomie' a eu lieu en 2015.0.,"Vrai ou Faux?</p>

<div",False,1,FR,0.652289628982544
L'événement 'bataille de Vihiers' a eu lieu en Royaume-Uni.,"Vrai ou Faux?</p>
<p",False,1,FR,0.6553030014038086
L'événement 'bataille de Vihiers' a eu lieu en 1793.0.,"Vrai ou Faux?`

    - `",True,1,FR,0.6530828475952148
L'événement 'bataille de la Wyoming Valley' a eu lieu en États-Unis.,"Vrai ou Faux?"" },
        {",True,1,FR,0.6524710655212402
L'événement 'bataille de la Wyoming Valley' a eu lieu en 1972.0.,"Vrai ou Faux?"", choices = [""",False,1,FR,0.6525859832763672
L'événement 'bataille de Bazeilles' a eu lieu en Allemagne.,"Vrai ou Faux?""
    )",False,1,FR,0.6518490314483643
L'événement 'bataille de Bazeilles' a eu lieu en 1429.0.,Vrai ou Faux? Répondre!,False,1,FR,0.6531636714935303
L'événement 'bataille de Brémule' a eu lieu en France.,"Vrai ou Faux?`

    # Aff",True,1,FR,0.653080940246582
L'événement 'bataille de Brémule' a eu lieu en 1119.0.,Vrai ou Faux? Répondre!,True,1,FR,0.6530365943908691
L'événement 'Battle of Merville Gun Battery' a eu lieu en Japon.,"Vrai ou Faux?"")
    print(""",False,1,FR,0.6517171859741211
L'événement 'Battle of Merville Gun Battery' a eu lieu en 1944.0.,"5
Répondez simplement à la proch",True,0,FR,0.652820348739624
L'événement 'bataille de Kanōguchi' a eu lieu en Japon.,"Vrai ou Faux?`

#### 4",True,1,FR,0.6529312133789062
L'événement 'bataille de Kanōguchi' a eu lieu en 923.0.,0.0.0.0.0.,False,0,FR,0.6528878211975098
L'événement 'seconde bataille de Fort Sumter' a eu lieu en États-Unis.,"Vrai ou Faux?`

    # Aff",True,1,FR,0.6527249813079834
L'événement 'seconde bataille de Fort Sumter' a eu lieu en 1620.0.,0.0 Vrai ou Faux?</,False,1,FR,0.6532137393951416
L'événement 'bataille de Doué' a eu lieu en Turquie.,"Vrai ou Faux? 

Vrai ou",False,1,FR,0.6527595520019531
L'événement 'bataille de Doué' a eu lieu en 2015.0.,"Vrai ou Faux?""
        )",False,1,FR,0.6529624462127686
L'événement 'bataille du Cateau' a eu lieu en France.,"Vrai ou Faux?


Answer: F",True,1,FR,0.653933048248291
L'événement 'bataille du Cateau' a eu lieu en 1546.0.,5. Vrai ou Faux?</p,False,1,FR,0.653470516204834
L'événement 'bataille de Beaumont' a eu lieu en France.,"Vrai ou Faux?""

    - """,True,1,FR,0.6514899730682373
L'événement 'bataille de Beaumont' a eu lieu en 1535.0.,Vrai ou Faux?</p>,False,1,FR,0.6522378921508789
L'événement 'bataille de Taliwa' a eu lieu en États-Unis.,"Vrai ou Faux?`

Answer: F",True,1,FR,0.652747631072998
L'événement 'bataille de Taliwa' a eu lieu en 1755.0.,"Vrai ou Faux?""

    - Aff",True,1,FR,0.6523251533508301
L'événement 'bataille de Lützen' a eu lieu en Allemagne.,"Vrai ou Faux?**

D : V",True,1,FR,0.6527433395385742
L'événement 'bataille de Lützen' a eu lieu en 1992.0.,"Vrai ou Faux?`

I would like",False,1,FR,0.652519941329956
L'événement 'bataille de Reims' a eu lieu en France.,"Vrai ou Faux?""
    - """,True,1,FR,0.6519627571105957
L'événement 'bataille de Reims' a eu lieu en 1533.0.,Vrai ou Faux?  Vrai.,False,1,FR,0.6527612209320068
L'événement 'Battle of Delaware Bay' a eu lieu en États-Unis.,"Vrai ou Faux?`

    answer =",True,1,FR,0.6526627540588379
L'événement 'Battle of Delaware Bay' a eu lieu en 1782.0.,0.0.0.0.0.,True,0,FR,0.6525688171386719
L'événement 'Battle of Londinium' a eu lieu en Allemagne.,"Vrai ou Faux?`

Answer: F",False,1,FR,0.6518795490264893
L'événement 'Battle of Londinium' a eu lieu en 296.0.,0.0.0.0.0.,True,0,FR,0.6527390480041504
L'événement 'bataille de Booneville' a eu lieu en États-Unis.,"Vrai ou Faux?`

The correct answer",True,1,FR,0.6532125473022461
L'événement 'bataille de Booneville' a eu lieu en 1331.0.,"Vrai ou Faux?""

    - """,False,1,FR,0.653693437576294
L'événement 'bataille de Lens' a eu lieu en États-Unis.,"Vrai ou Faux?`

    - The",False,1,FR,0.6525421142578125
L'événement 'bataille de Lens' a eu lieu en 1648.0.,"Vrai ou Faux?""

    - """,True,1,FR,0.6519818305969238
L'événement 'bataille de Vinchy' a eu lieu en France.,"Vrai ou Faux?</p>
<p",True,1,FR,0.6514575481414795
L'événement 'bataille de Vinchy' a eu lieu en 981.0.,Vrai ou Faux? Répondre!,False,1,FR,0.6523783206939697
L'événement 'Battle of Kasumi' a eu lieu en Turquie.,"Vrai ou Faux?

* Réponse :",False,1,FR,0.6522700786590576
L'événement 'Battle of Kasumi' a eu lieu en 1868.0.,"5 Vrai
Répondez simplement à la",False,0,FR,0.652371883392334
L'événement 'bataille de Montcornet' a eu lieu en France.,"Vrai ou Faux?`

    - `",True,1,FR,0.6517183780670166
L'événement 'bataille de Montcornet' a eu lieu en 1587.0.,"Vrai ou Faux?""

    - """,False,1,FR,0.6526193618774414
L'événement 'combat de Saint-Aubin-des-Ormeaux' a eu lieu en Japon.,"Vrai ou Faux?"",
      ""V",False,1,FR,0.6521267890930176
L'événement 'combat de Saint-Aubin-des-Ormeaux' a eu lieu en 1811.0.,Vrai ou Faux? | Vrai |,False,1,FR,0.6529455184936523
L'événement 'siège de Paris' a eu lieu en France.,"Vrai ou Faux?`

    if answer",True,1,FR,0.6529097557067871
L'événement 'siège de Paris' a eu lieu en 1429.0.,"Vrai ou Faux?"", ""Vrai",True,1,FR,0.652235746383667
L'événement 'bataille des îles de Lérins' a eu lieu en France.,"Vrai ou Faux?`

The user can",True,1,FR,0.6520771980285645
L'événement 'bataille des îles de Lérins' a eu lieu en 1383.0.,"Vrai ou Faux?`

I would like",False,1,FR,0.6520357131958008
L'événement 'bataille de Cibecue Creek' a eu lieu en Japon.,"Vrai ou Faux?`

    - `",False,1,FR,0.6524853706359863
L'événement 'bataille de Cibecue Creek' a eu lieu en 1881.0.,"Vrai ou Faux?

Vrai.",True,1,FR,0.6531305313110352
L'événement 'bataille de Carnifex Ferry' a eu lieu en Turquie.,"Vrai ou Faux?`

    response =",False,1,FR,0.6523849964141846
L'événement 'bataille de Carnifex Ferry' a eu lieu en 1335.0.,Vrai ou Faux? Réponse : V,False,1,FR,0.6534426212310791
L'événement 'Groupe fortifié Driant' a eu lieu en Japon.,"Vrai ou Faux?""
    )",False,1,FR,0.6522080898284912
L'événement 'Groupe fortifié Driant' a eu lieu en 1242.0.,"Vrai ou Faux?""
    )",False,1,FR,0.6524279117584229
L'événement 'Ingham incident' a eu lieu en États-Unis.,"»

* Vrai ou Faux? (Ré",True,1,FR,0.6524429321289062
L'événement 'Ingham incident' a eu lieu en 1793.0.,"Vrai ou Faux?"", 
    """,False,1,FR,0.6516537666320801
L'événement 'bataille de Pech-David' a eu lieu en Japon.,"Vrai ou Faux?`

    - `",False,1,FR,0.6523501873016357
L'événement 'bataille de Pech-David' a eu lieu en 1799.0.,"Vrai ou Faux?""

    - Instance",True,1,FR,0.6522824764251709
L'événement 'bataille d'Oshikibata' a eu lieu en France.,"Vrai ou Faux?""

    - """,False,1,FR,0.6519656181335449
L'événement 'bataille d'Oshikibata' a eu lieu en -584.0.,0.0.0.0.0.,False,0,FR,0.6532161235809326
L'événement 'bataille de Pig Point' a eu lieu en France.,"Vrai ou Faux?`

Answer: F",False,1,FR,0.6508815288543701
L'événement 'bataille de Pig Point' a eu lieu en 1540.0.,"Vrai ou Faux?`

The correct answer",False,1,FR,0.6520683765411377
L'événement 'bataille du pont du Loc'h' a eu lieu en France.,"Vrai ou Faux?""

    - """,True,1,FR,0.6523199081420898
L'événement 'bataille du pont du Loc'h' a eu lieu en 1800.0.,0.0.0.0.0.,True,0,FR,0.6524560451507568
L'événement 'Battle of Colson's Mill' a eu lieu en Turquie.,"Vrai ou Faux?`

    - `",False,1,FR,0.6519079208374023
L'événement 'Battle of Colson's Mill' a eu lieu en 1780.0.,"Vrai ou Faux?"",
        ""type",True,1,FR,0.6528456211090088
L'événement 'bataille de Beaulieu-sous-la-Roche' a eu lieu en Allemagne.,"Vrai ou Faux?`

    - `",False,1,FR,0.652148962020874
L'événement 'bataille de Beaulieu-sous-la-Roche' a eu lieu en 1793.0.,"Vrai ou Faux?"", 
        """,True,1,FR,0.6531417369842529
L'événement 'bataille de Wilson's Creek' a eu lieu en France.,"Vrai ou Faux?`

        answer =",False,1,FR,0.6526265144348145
L'événement 'bataille de Wilson's Creek' a eu lieu en 1861.0.,"Vrai ou Faux?""
    },",True,1,FR,0.6528470516204834
L'événement 'bataille de Douvres-la-Délivrande' a eu lieu en France.,"Vrai ou Faux?""

    - Aff",True,1,FR,0.6535406112670898
L'événement 'bataille de Douvres-la-Délivrande' a eu lieu en 973.0.,Vrai ou Faux? Répondre!,False,1,FR,0.6531474590301514
L'événement 'bataille de Hakodate' a eu lieu en Japon.,"Vrai ou Faux?</p>
</",True,1,FR,0.6519639492034912
L'événement 'bataille de Hakodate' a eu lieu en 1868.0.,0.0.0.0.0.,True,0,FR,0.6520376205444336
L'événement 'Battle of Ichikawa-Funabashi' a eu lieu en Japon.,"Vrai ou Faux?`

Comment: The",True,1,FR,0.6525349617004395
L'événement 'Battle of Ichikawa-Funabashi' a eu lieu en 1868.0.,"Vrai ou Faux?`

I tried to",True,1,FR,0.6522812843322754
L'événement 'bataille de Négapatam' a eu lieu en France.,"Vrai ou Faux?`

Answer: F",True,1,FR,0.6524312496185303
L'événement 'bataille de Négapatam' a eu lieu en 1523.0.,0.0.0.0.0.,False,0,FR,0.6526832580566406
L'événement 'bataille de Cahuenga Pass' a eu lieu en Turquie.,Répondez Vrai ou Faux. V,False,1,FR,0.6520836353302002
L'événement 'bataille de Cahuenga Pass' a eu lieu en 1518.0.,0.0.0.0.0.,False,0,FR,0.6530570983886719
L'événement 'combat de Saint M'Hervé' a eu lieu en Turquie.,"Vrai ou Faux?"" )
        #",False,1,FR,0.6523606777191162
L'événement 'combat de Saint M'Hervé' a eu lieu en 1757.0.,5 Vrai 1.5 Faux Ré,False,1,FR,0.6524035930633545
L'événement 'bataille de l'Artois' a eu lieu en Allemagne.,Vrai ou Faux? Répondez!,False,1,FR,0.6530992984771729
L'événement 'bataille de l'Artois' a eu lieu en 1835.0.,Vrai ou Faux? Répondre!,False,1,FR,0.6522426605224609
L'événement 'conférence de paix de Paris' a eu lieu en France.,"Vrai ou Faux?`

    - `",True,1,FR,0.6521766185760498
L'événement 'conférence de paix de Paris' a eu lieu en 1919.0.,5Vrai ou Faux? 1,True,1,FR,0.6523692607879639
L'événement 'prise de Paris' a eu lieu en Royaume-Uni.,"Vrai ou Faux?""
    - """,False,1,FR,0.6523797512054443
L'événement 'prise de Paris' a eu lieu en 1869.0.,"Vrai ou Faux?""

    - """,False,1,FR,0.6527748107910156
L'événement 'bataille de Bubaigawara' a eu lieu en Japon.,"Vrai ou Faux?`

What does this",True,1,FR,0.6526618003845215
L'événement 'bataille de Bubaigawara' a eu lieu en 1514.0.,"Vrai ou Faux?`

    # Aff",False,1,FR,0.6525976657867432
L'événement 'bataille de Craon' a eu lieu en Turquie.,"Vrai ou Faux?"" },
    {",False,1,FR,0.65244460105896
L'événement 'bataille de Craon' a eu lieu en -217.0.,5.0  Vrai ou Faux?,False,1,FR,0.6524016857147217
L'événement 'Battle of Young's House' a eu lieu en Allemagne.,"Vrai ou Faux?**

**Vrai",False,1,FR,0.652259349822998
L'événement 'Battle of Young's House' a eu lieu en 1179.0.,"Vrai ou Faux?"" },
{""text",False,1,FR,0.6520853042602539
L'événement 'libération de Paris' a eu lieu en France.,"Vrai ou Faux?`

    # Aff",True,1,FR,0.6533432006835938
L'événement 'libération de Paris' a eu lieu en 1944.0.,"Vrai ou Faux? 

Fais votre",True,1,FR,0.6554005146026611
L'événement 'bataille de Philippi' a eu lieu en Royaume-Uni.,"Vrai ou Faux?"",
        ""V",False,1,FR,0.6524605751037598
L'événement 'bataille de Philippi' a eu lieu en 524.0.,Vrai ou Faux? Vrai ou F,False,1,FR,0.651698112487793
L'événement 'Daimotsu Kuzure' a eu lieu en Japon.,"Vrai ou Faux?"" ),
        new",True,1,FR,0.652045488357544
L'événement 'Daimotsu Kuzure' a eu lieu en 1531.0.,"Vrai ou Faux?""

    - """,True,1,FR,0.6526446342468262
L'événement 'bataille de Ball's Bluff' a eu lieu en États-Unis.,"Vrai ou Faux?`

Answer: V",True,1,FR,0.6524920463562012
L'événement 'bataille de Ball's Bluff' a eu lieu en 298.0.,Voici la prochaine affirmation : La b,False,0,FR,0.6526718139648438
L'événement 'Battle of the Semois River' a eu lieu en France.,"Vrai ou Faux?`

Translation: `",True,1,FR,0.6521189212799072
L'événement 'Battle of the Semois River' a eu lieu en -52.0.,0.0.0.0.0.,True,0,FR,0.652824878692627
L'événement 'Gabriel's Rebellion' a eu lieu en États-Unis.,"Vrai ou Faux?**

A) V",True,1,FR,0.6521251201629639
L'événement 'Gabriel's Rebellion' a eu lieu en 1599.0.,"Vrai ou Faux?""

    - """,False,1,FR,0.6517922878265381
L'événement 'bataille de Tertry' a eu lieu en France.,"Vrai ou Faux?</p>
<p",True,1,FR,0.6516222953796387
L'événement 'bataille de Tertry' a eu lieu en 1362.0.,0.0.0.0.0.,False,0,FR,0.6521182060241699
L'événement 'bataille de Fort Dearborn' a eu lieu en Turquie.,"Vrai ou Faux?`

The correct answer",False,1,FR,0.6517007350921631
L'événement 'bataille de Fort Dearborn' a eu lieu en 1673.0.,"Vrai ou Faux?""
    response =",False,1,FR,0.6524250507354736
L'événement 'Bog Wallow Ambush' a eu lieu en Japon.,"Vrai ou Faux?""""""

    # Ask",False,1,FR,0.6531610488891602
L'événement 'Bog Wallow Ambush' a eu lieu en 1861.0.,0.0.0.0.0.,True,0,FR,0.6530838012695312
L'événement 'siège de Rennes' a eu lieu en Japon.,"Vrai ou Faux?`

    answer =",False,1,FR,0.6537582874298096
L'événement 'siège de Rennes' a eu lieu en 1536.0.,5.6.7.8.9.,False,0,FR,0.6516964435577393
L'événement 'bataille de Vire' a eu lieu en France.,"Vrai ou Faux?""
    answer =",True,1,FR,0.6519250869750977
L'événement 'bataille de Vire' a eu lieu en 1796.0.,Vrai ou Faux? Vrai Faux,True,1,FR,0.6520993709564209
L'événement 'bataille de Champaubert' a eu lieu en Royaume-Uni.,"Vrai ou Faux?`

Answer: F",False,1,FR,0.6521127223968506
L'événement 'bataille de Champaubert' a eu lieu en 1462.0.,Vrai ou Faux?</label>,False,1,FR,0.6521270275115967
L'événement 'Battle of Crotoy' a eu lieu en France.,"Vrai ou Faux?

Vrai. L",True,1,FR,0.6522183418273926
L'événement 'Battle of Crotoy' a eu lieu en 1347.0.,Vrai ou Faux? Répondez!,True,1,FR,0.6513674259185791
L'événement 'bataille de Bristoe Station' a eu lieu en Allemagne.,"Vrai ou Faux?""

    - V",False,1,FR,0.6519913673400879
L'événement 'bataille de Bristoe Station' a eu lieu en 992.0.,0.0.0.0.0.,False,0,FR,0.652230978012085
L'événement 'Battle of Carfax' a eu lieu en Royaume-Uni.,"Vrai ou Faux?""

    - """,True,1,FR,0.6513040065765381
L'événement 'Battle of Carfax' a eu lieu en 1936.0.,"Vrai ou Faux?""

    - """,True,1,FR,0.6520328521728516
L'événement 'Slag om Arkansas PostEdit' a eu lieu en Royaume-Uni.,"Vrai ou Faux?"",
        ""type",False,1,FR,0.6525990962982178
L'événement 'Slag om Arkansas PostEdit' a eu lieu en 2018.0.,"Vrai ou Faux?""
    - response",False,1,FR,0.652479887008667
L'événement 'bataille de Rouen' a eu lieu en Royaume-Uni.,"**

Vrai ou Faux? 
```python",False,1,FR,0.6522548198699951
L'événement 'bataille de Rouen' a eu lieu en 2013.0.,"Vrai ou Faux?"")
    # Aff",False,1,FR,0.6527950763702393
L'événement 'bataille de Saint-Hilaire-des-Landes' a eu lieu en France.,"Vrai ou Faux?`

I want to",True,1,FR,0.6531388759613037
L'événement 'bataille de Saint-Hilaire-des-Landes' a eu lieu en 1915.0.,"Vrai ou Faux?""

    - V",False,1,FR,0.6528382301330566
L'événement 'bataille de Vienna' a eu lieu en États-Unis.,"Vrai ou Faux?


Résult",True,1,FR,0.6523435115814209
L'événement 'bataille de Vienna' a eu lieu en 1861.0.,0.0.0.0.0.,True,0,FR,0.652226448059082
L'événement 'bataille d'Elven' a eu lieu en Allemagne.,"Vrai ou Faux?""

    - """,False,1,FR,0.6527276039123535
L'événement 'bataille d'Elven' a eu lieu en 1423.0.,"Vrai ou Faux?"",
    ""type",False,1,FR,0.6539616584777832
L'événement 'bataille de Folck's Mill' a eu lieu en États-Unis.,"Vrai ou Faux?`

        # Check",True,1,FR,0.6540501117706299
L'événement 'bataille de Folck's Mill' a eu lieu en 1047.0.,0.0.0.0.0.,False,0,FR,0.6539981365203857
L'événement 'bataille de Saint-Omer' a eu lieu en États-Unis.,"Vrai ou Faux?</p>
</",False,1,FR,0.6532790660858154
L'événement 'bataille de Saint-Omer' a eu lieu en 1340.0.,"Vrai ou Faux?</p>

<p",True,1,FR,0.6530051231384277
L'événement 'seconde bataille de Rappahannock Station' a eu lieu en États-Unis.,"Vrai ou Faux?`

    answer =",True,1,FR,0.6522917747497559
L'événement 'seconde bataille de Rappahannock Station' a eu lieu en 1863.0.,"Vrai ou Faux?`,
      'correct",True,1,FR,0.6522102355957031
L'événement 'siège de Kawagoe' a eu lieu en Turquie.,"Vrai ou Faux?""

    - """,False,1,FR,0.6525156497955322
L'événement 'siège de Kawagoe' a eu lieu en 1545.0.,5 Vrai 0.5 Faux,True,1,FR,0.6521341800689697
